split,model,Stage_group,Cell_type,n_cells,mean_prob,prop_gt_0.5,prop_gt_0.9
test,Deterministic EM-MMIL,Advanced,Oligodendrocytes,6,0.5191037789880784,0.5,0.5
test,Deterministic EM-MMIL,Advanced,Myeloid cells,114,0.1812328585988821,0.16666666666666666,0.09649122807017543
test,Deterministic EM-MMIL,Advanced,Epithelial cells,278,0.039527397100701384,0.03597122302158273,0.025179856115107913
test,Deterministic EM-MMIL,Advanced,NK cells,44,0.01351773136069579,0.0,0.0
test,Deterministic EM-MMIL,Advanced,T lymphocytes,316,0.011272400610737188,0.006329113924050633,0.0031645569620253164
test,Deterministic EM-MMIL,Advanced,B lymphocytes,138,0.003395530274305128,0.0,0.0
test,Deterministic EM-MMIL,Advanced,Fibroblasts,4,1e-08,0.0,0.0
test,Deterministic EM-MMIL,Advanced,MAST cells,1,1e-08,0.0,0.0
test,Deterministic EM-MMIL,Early,Myeloid cells,193,0.03132712628869207,0.031088082901554404,0.015544041450777202
test,Deterministic EM-MMIL,Early,Epithelial cells,43,0.010940146660558411,0.0,0.0
test,Deterministic EM-MMIL,Early,NK cells,60,0.008777574567604803,0.0,0.0
test,Deterministic EM-MMIL,Early,T lymphocytes,282,0.00542152882128543,0.0,0.0
test,Deterministic EM-MMIL,Early,B lymphocytes,53,9.352720113734437e-07,0.0,0.0
test,Deterministic EM-MMIL,Early,Fibroblasts,15,1.0301426770784163e-07,0.0,0.0
test,Deterministic EM-MMIL,Early,Endothelial cells,27,1.0000000000000002e-08,0.0,0.0
test,Deterministic EM-MMIL,Early,MAST cells,35,1.0000000000000002e-08,0.0,0.0
test,Deterministic EM-MMIL,Early,Undetermined,2,1e-08,0.0,0.0
test,MCEM-MMIL,Advanced,Oligodendrocytes,6,0.5417684514962616,0.5,0.5
test,MCEM-MMIL,Advanced,Myeloid cells,114,0.17926392297973187,0.16666666666666666,0.09649122807017543
test,MCEM-MMIL,Advanced,Epithelial cells,278,0.0390342626624948,0.03597122302158273,0.02158273381294964
test,MCEM-MMIL,Advanced,NK cells,44,0.018345164650801514,0.0,0.0
test,MCEM-MMIL,Advanced,T lymphocytes,316,0.01129807219541209,0.006329113924050633,0.0031645569620253164
test,MCEM-MMIL,Advanced,B lymphocytes,138,0.003659053890326972,0.0,0.0
test,MCEM-MMIL,Advanced,Fibroblasts,4,1e-08,0.0,0.0
test,MCEM-MMIL,Advanced,MAST cells,1,1e-08,0.0,0.0
test,MCEM-MMIL,Early,Myeloid cells,193,0.030934758219050153,0.031088082901554404,0.02072538860103627
test,MCEM-MMIL,Early,Epithelial cells,43,0.015486784202766639,0.0,0.0
test,MCEM-MMIL,Early,NK cells,60,0.010408560750219256,0.0,0.0
