iter,delta,mean_q_advanced,train_logloss_inherited
1,0.05130553346141382,0.3000000000000001,1.0768952749986
2,0.04012978718657914,0.29999444876030845,1.0909137824620825
3,0.030837284786441033,0.29990265445307673,1.1558791043561722
4,0.023679646428880118,0.2996981792698715,1.2563389484982006
5,0.018385298471580658,0.299373468948944,1.3826724308853768
6,0.014668197753420754,0.29896261227151,1.5278877715031594
7,0.012191968548663938,0.2986170183838396,1.6843416657727661
8,0.010539824824375888,0.2983127914502968,1.846311153550265
9,0.009560954008008833,0.29801708484632095,2.0129133726045016
10,0.009000836289438827,0.29768542070068804,2.185273012873512
11,0.00854602672194245,0.29730588245420553,2.358566021774031
12,0.007929276819369968,0.29677560680928067,2.535577529160128
13,0.0072337956680829235,0.29616918484636345,2.7127302985854036
14,0.0065861802324604524,0.2955724678528691,2.8926019708050488
15,0.006115376221388857,0.29507965765053423,3.0830658336179604
16,0.005779133205249346,0.29471292828589957,3.2907062069531374
17,0.005310337319742178,0.29443085494532123,3.5106826458885303
18,0.0047724209880789315,0.294187799174603,3.728820999504956
19,0.004202449392644919,0.2939318855619303,3.928027063853019
20,0.003697738006269071,0.2936635885928372,4.104615463631992
21,0.003305044977746737,0.2933954970407529,4.266569805479595
22,0.0029986033801051694,0.29311456740798314,4.419290307395081
23,0.0027483887656753947,0.29282453136266773,4.563720201293202
24,0.002554321971661295,0.29254534620082495,4.702022526537409
25,0.0023951631190120668,0.2922716792222068,4.834471271632411
26,0.0022567399652003804,0.29201499682963006,4.960745032000723
27,0.0021201224899416154,0.291762123496118,5.082313942134319
28,0.00198924586528455,0.29151437960232807,5.195482171312752
29,0.0018731686902043975,0.29128685177103447,5.299670765101833
30,0.0017792719167430144,0.29108657585812964,5.39778834771919
