iter,delta,mean_q_advanced,train_logloss_inherited
1,0.055823512520931935,0.3000000000000001,1.0310368564372177
2,0.03648760374909831,0.3,1.043644981741762
3,0.0252849591255702,0.2999677619347956,1.1033950610133336
4,0.018155080790777326,0.2999442422064346,1.1786669958426619
5,0.013444073147414828,0.2999184161603014,1.2539233983941753
6,0.01027352823879283,0.2998959502692715,1.3219843995169858
7,0.008136989394485459,0.29988708960589994,1.3802267573428109
8,0.006689709130848654,0.29988445876594066,1.4285880403667823
9,0.005687138102933925,0.2998839214896749,1.4681265705848012
10,0.004985212325465568,0.29988464499911666,1.5002841991089824
11,0.004482923898377111,0.29988600944653526,1.52653234036882
12,0.004119526098112188,0.29988557594712073,1.5481787988644413
13,0.003839918705338141,0.29988446383481404,1.5662895594689827
14,0.0036150959232594186,0.2998813706003737,1.5817108304524796
15,0.00342538277702887,0.2998745536137764,1.5950836605356506
16,0.0032606867386391915,0.29986644826595754,1.6068788665326084
17,0.003117990644395654,0.29985952536832483,1.6174647435840477
18,0.0029912891263033366,0.29985086339345823,1.6271187892451504
19,0.002876292805304887,0.299842413186841,1.6360292183071001
20,0.0027691979511051336,0.2998332505323132,1.6443685409874933
21,0.0026688852178545514,0.29982344295061963,1.6522309193819014
22,0.0025749004285222947,0.2998126295644161,1.6596896663707275
23,0.0024847682280711206,0.29979890595535386,1.666792262720917
24,0.002399522187103464,0.2997838890795117,1.6735524444145953
25,0.002320222828665922,0.2997681562517632,1.679986202408595
26,0.0022451941569805226,0.29975070270969534,1.6861216896784583
27,0.00217190914920942,0.29973194055531033,1.6919615612647283
28,0.0021037517630179327,0.2997135666991166,1.6975155124150894
29,0.0020398015086996063,0.2996950267275001,1.7028064439894075
30,0.001980520842965355,0.29967737179175036,1.7078395184559585
