split,model,Stage_group,Cell_type,n_cells,mean_prob,prop_gt_0.5,prop_gt_0.9
test,Deterministic EM-MMIL,Advanced,Oligodendrocytes,6,0.8450023849957105,0.8333333333333334,0.6666666666666666
test,Deterministic EM-MMIL,Advanced,Epithelial cells,278,0.1389258903541562,0.050359712230215826,0.014388489208633094
test,Deterministic EM-MMIL,Advanced,Myeloid cells,114,0.12917998364010916,0.07017543859649122,0.017543859649122806
test,Deterministic EM-MMIL,Advanced,T lymphocytes,316,0.047515391934881974,0.006329113924050633,0.0
test,Deterministic EM-MMIL,Advanced,Fibroblasts,4,0.042409273052001206,0.0,0.0
test,Deterministic EM-MMIL,Advanced,NK cells,44,0.041615679217403986,0.0,0.0
test,Deterministic EM-MMIL,Advanced,B lymphocytes,138,0.03179148639404748,0.0,0.0
test,Deterministic EM-MMIL,Advanced,MAST cells,1,0.0120518059983063,0.0,0.0
test,Deterministic EM-MMIL,Early,Epithelial cells,43,0.019848085893873605,0.0,0.0
test,Deterministic EM-MMIL,Early,NK cells,60,0.01800806524506258,0.0,0.0
test,Deterministic EM-MMIL,Early,Myeloid cells,193,0.011609982161353083,0.0,0.0
test,Deterministic EM-MMIL,Early,T lymphocytes,282,0.011256199948375097,0.0,0.0
test,Deterministic EM-MMIL,Early,Endothelial cells,27,0.01093675564997597,0.0,0.0
test,Deterministic EM-MMIL,Early,Fibroblasts,15,0.008515156084000294,0.0,0.0
test,Deterministic EM-MMIL,Early,B lymphocytes,53,0.007498694964266105,0.0,0.0
test,Deterministic EM-MMIL,Early,MAST cells,35,0.0072595932891448296,0.0,0.0
test,Deterministic EM-MMIL,Early,Undetermined,2,0.005049827465905449,0.0,0.0
test,MCEM-MMIL,Advanced,Oligodendrocytes,6,0.8558209727728273,0.8333333333333334,0.8333333333333334
test,MCEM-MMIL,Advanced,Epithelial cells,278,0.15833941705685914,0.06115107913669065,0.02158273381294964
test,MCEM-MMIL,Advanced,Myeloid cells,114,0.12562999782196324,0.06140350877192982,0.017543859649122806
test,MCEM-MMIL,Advanced,Fibroblasts,4,0.0939122357351882,0.0,0.0
test,MCEM-MMIL,Advanced,T lymphocytes,316,0.051228682018579365,0.00949367088607595,0.0
test,MCEM-MMIL,Advanced,NK cells,44,0.047236924527558316,0.022727272727272728,0.0
test,MCEM-MMIL,Advanced,B lymphocytes,138,0.0274797863149348,0.0,0.0
test,MCEM-MMIL,Advanced,MAST cells,1,0.019600642382652,0.0,0.0
test,MCEM-MMIL,Early,NK cells,60,0.02169174881241764,0.0,0.0
test,MCEM-MMIL,Early,Epithelial cells,43,0.021221354464883112,0.0,0.0
test,MCEM-MMIL,Early,Endothelial cells,27,0.018179301078654606,0.0,0.0
test,MCEM-MMIL,Early,T lymphocytes,282,0.01308903125292254,0.0,0.0
test,MCEM-MMIL,Early,MAST cells,35,0.011409269807689611,0.0,0.0
test,MCEM-MMIL,Early,Fibroblasts,15,0.010406126924470715,0.0,0.0
test,MCEM-MMIL,Early,Myeloid cells,193,0.010074303012855708,0.0,0.0
test,MCEM-MMIL,Early,B lymphocytes,53,0.006910458022171685,0.0,0.0
test,MCEM-MMIL,Early,Undetermined,2,0.0039877059083511,0.0,0.0
test,Naive inherited-label classifier,Advanced,Oligodendrocytes,6,0.9957989862016507,1.0,1.0
test,Naive inherited-label classifier,Advanced,Epithelial cells,278,0.8776591615790738,0.9892086330935251,0.5683453237410072
test,Naive inherited-label classifier,Advanced,Myeloid cells,114,0.8081960619853372,0.9298245614035088,0.3508771929824561
test,Naive inherited-label classifier,Advanced,Fibroblasts,4,0.7189496180427851,0.75,0.5
test,Naive inherited-label classifier,Advanced,B lymphocytes,138,0.6924648869569197,0.8333333333333334,0.12318840579710146
test,Naive inherited-label classifier,Advanced,NK cells,44,0.6850492410204866,0.8636363636363636,0.045454545454545456
test,Naive inherited-label classifier,Advanced,T lymphocytes,316,0.6411205116474692,0.7341772151898734,0.11392405063291139
test,Naive inherited-label classifier,Advanced,MAST cells,1,0.6145761793948362,1.0,0.0
test,Naive inherited-label classifier,Early,Endothelial cells,27,0.6208752231835524,0.7407407407407407,0.07407407407407407
test,Naive inherited-label classifier,Early,MAST cells,35,0.5725966978586142,0.6857142857142857,0.02857142857142857
test,Naive inherited-label classifier,Early,NK cells,60,0.5403699480688362,0.55,0.016666666666666666
test,Naive inherited-label classifier,Early,Epithelial cells,43,0.48264768384744455,0.46511627906976744,0.046511627906976744
test,Naive inherited-label classifier,Early,Fibroblasts,15,0.4388217096391479,0.4666666666666667,0.0
test,Naive inherited-label classifier,Early,B lymphocytes,53,0.4191294705142868,0.33962264150943394,0.0
test,Naive inherited-label classifier,Early,T lymphocytes,282,0.4026482326948421,0.36524822695035464,0.028368794326241134
test,Naive inherited-label classifier,Early,Myeloid cells,193,0.3691569296498471,0.3160621761658031,0.0051813471502590676
