split,model,n_patients,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,aggregation
test,Categorical EM-MMIL,12,1.0624910480838807,0.75,0.6,0.8181818181818181,mean_prob
test,Categorical EM-MMIL,12,1.1104736879533852,0.5833333333333334,0.4666666666666666,0.6346153846153846,q99_prob
test,Categorical EM-MMIL,12,1.5944102795367294,0.75,0.6,0.8181818181818181,q90_prob
test,Categorical EM-MMIL,12,2.112086197393437,0.75,0.6,0.8181818181818181,median_prob
test,Categorical MCEM-MMIL,12,1.043958533439263,0.75,0.6,0.8181818181818181,mean_prob
test,Categorical MCEM-MMIL,12,1.1069737147830783,0.5833333333333334,0.4666666666666666,0.6346153846153846,q99_prob
test,Categorical MCEM-MMIL,12,1.520874516667499,0.75,0.6,0.8181818181818181,q90_prob
test,Categorical MCEM-MMIL,12,1.9294101455168227,0.75,0.6,0.8181818181818181,median_prob
test,Naive inherited-label classifier,12,0.7286339286851168,0.75,0.6,0.8181818181818181,median_prob
test,Naive inherited-label classifier,12,0.7863397839686194,0.75,0.6,0.8181818181818181,mean_prob
test,Naive inherited-label classifier,12,0.9079547286729275,0.75,0.6,0.8181818181818181,q90_prob
test,Naive inherited-label classifier,12,1.0069710866687673,0.5833333333333334,0.4666666666666666,0.6071428571428572,q99_prob
train,Categorical EM-MMIL,32,0.4878575098069082,0.90625,0.7999999999999999,0.8229761904761905,mean_prob
train,Categorical EM-MMIL,32,0.8926758132308328,0.84375,0.7444444444444445,0.7744489099987821,q99_prob
train,Categorical EM-MMIL,32,0.9143855137403993,0.84375,0.7055555555555556,0.7107843137254902,q90_prob
train,Categorical EM-MMIL,32,1.0012239602866544,0.90625,0.7999999999999999,0.8229761904761905,median_prob
train,Categorical MCEM-MMIL,32,0.49832821991906284,0.90625,0.7999999999999999,0.8229761904761905,mean_prob
train,Categorical MCEM-MMIL,32,0.8804306249609588,0.84375,0.7055555555555556,0.7107843137254902,q90_prob
train,Categorical MCEM-MMIL,32,0.8956124955981856,0.84375,0.7444444444444445,0.7744489099987821,q99_prob
train,Categorical MCEM-MMIL,32,0.9042448710086388,0.90625,0.7999999999999999,0.8229761904761905,median_prob
train,Naive inherited-label classifier,32,0.46908447878309045,0.90625,0.7999999999999999,0.8229761904761905,median_prob
train,Naive inherited-label classifier,32,0.5403277953288652,0.90625,0.7999999999999999,0.8229761904761905,mean_prob
train,Naive inherited-label classifier,32,0.677450873991311,0.875,0.7722222222222221,0.7990620490620491,q90_prob
train,Naive inherited-label classifier,32,0.8491477968847159,0.84375,0.7444444444444445,0.7792207792207791,q99_prob
