split,model,n_patients,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,aggregation
test,Categorical EM-MMIL,12,0.870116456490615,0.75,0.6,0.8181818181818181,median_prob
test,Categorical EM-MMIL,12,0.9288867407361199,0.75,0.6,0.8181818181818181,mean_prob
test,Categorical EM-MMIL,12,1.0185249059386037,0.75,0.6,0.8181818181818181,q90_prob
test,Categorical EM-MMIL,12,1.0874316143397718,0.75,0.6,0.8166666666666667,q99_prob
test,Categorical MCEM-MMIL,12,0.8638204851019786,0.75,0.6,0.8181818181818181,median_prob
test,Categorical MCEM-MMIL,12,0.9267552064113739,0.75,0.6,0.8181818181818181,mean_prob
test,Categorical MCEM-MMIL,12,1.0264147796403187,0.75,0.6,0.8181818181818181,q90_prob
test,Categorical MCEM-MMIL,12,1.0640388545826813,0.6666666666666666,0.5333333333333333,0.7179487179487178,q99_prob
test,Naive inherited-label classifier,12,0.7816554204135947,0.8333333333333334,0.6666666666666666,0.9166666666666666,median_prob
test,Naive inherited-label classifier,12,0.847009543472049,0.75,0.6,0.8181818181818181,mean_prob
test,Naive inherited-label classifier,12,0.9257215360496961,0.75,0.6,0.8181818181818181,q90_prob
test,Naive inherited-label classifier,12,0.9916665620250309,0.75,0.6,0.8181818181818181,q99_prob
train,Categorical EM-MMIL,32,0.5989669026332669,0.84375,0.7055555555555556,0.7107843137254902,median_prob
train,Categorical EM-MMIL,32,0.6285713984573886,0.84375,0.7055555555555556,0.7107843137254902,mean_prob
train,Categorical EM-MMIL,32,0.7417972984209034,0.84375,0.7055555555555556,0.7074747474747475,q90_prob
train,Categorical EM-MMIL,32,0.8396313878836118,0.71875,0.5555555555555555,0.7846153846153847,q99_prob
train,Categorical MCEM-MMIL,32,0.5988571467770604,0.84375,0.7055555555555556,0.7107843137254902,median_prob
train,Categorical MCEM-MMIL,32,0.6328747256686629,0.84375,0.7055555555555556,0.7107843137254902,mean_prob
train,Categorical MCEM-MMIL,32,0.7374894733676658,0.84375,0.7055555555555556,0.7074747474747475,q90_prob
train,Categorical MCEM-MMIL,32,0.8352150428971352,0.71875,0.5555555555555555,0.7846153846153847,q99_prob
train,Naive inherited-label classifier,32,0.52936152539434,0.84375,0.7055555555555556,0.7107843137254902,median_prob
train,Naive inherited-label classifier,32,0.5748842781223904,0.84375,0.7055555555555556,0.7107843137254902,mean_prob
train,Naive inherited-label classifier,32,0.6786688143802091,0.84375,0.7055555555555556,0.7074747474747475,q90_prob
train,Naive inherited-label classifier,32,0.8047714380225591,0.8125,0.6777777777777777,0.6919191919191919,q99_prob
