split,model,Stage_group,Cell_type,n_cells,mean_prob,prop_gt_0.5,prop_gt_0.9
test,Deterministic EM-MMIL,Advanced,Oligodendrocytes,6,0.8716164237158831,1.0,0.5
test,Deterministic EM-MMIL,Advanced,Myeloid cells,114,0.28111309528564676,0.14035087719298245,0.008771929824561403
test,Deterministic EM-MMIL,Advanced,Epithelial cells,278,0.19671594030355788,0.09352517985611511,0.0035971223021582736
test,Deterministic EM-MMIL,Advanced,NK cells,44,0.03165917543698035,0.0,0.0
test,Deterministic EM-MMIL,Advanced,T lymphocytes,316,0.018865261591238924,0.0,0.0
test,Deterministic EM-MMIL,Advanced,B lymphocytes,138,0.01587284136094428,0.0,0.0
test,Deterministic EM-MMIL,Advanced,Fibroblasts,4,0.009974655952869674,0.0,0.0
test,Deterministic EM-MMIL,Advanced,MAST cells,1,0.0007381585961349,0.0,0.0
test,Deterministic EM-MMIL,Early,Myeloid cells,193,0.06708807410959362,0.025906735751295335,0.0
test,Deterministic EM-MMIL,Early,Epithelial cells,43,0.04912716780559265,0.023255813953488372,0.0
test,Deterministic EM-MMIL,Early,Undetermined,2,0.018496039567874552,0.0,0.0
test,Deterministic EM-MMIL,Early,NK cells,60,0.016297565196668987,0.0,0.0
test,Deterministic EM-MMIL,Early,Fibroblasts,15,0.007850129456829627,0.0,0.0
test,Deterministic EM-MMIL,Early,T lymphocytes,282,0.007261347208556278,0.0,0.0
test,Deterministic EM-MMIL,Early,B lymphocytes,53,0.006903474109094985,0.0,0.0
test,Deterministic EM-MMIL,Early,Endothelial cells,27,0.0008664352259396941,0.0,0.0
test,Deterministic EM-MMIL,Early,MAST cells,35,0.0006933021359539735,0.0,0.0
test,MCEM-MMIL,Advanced,Oligodendrocytes,6,0.8668911324850445,1.0,0.5
test,MCEM-MMIL,Advanced,Myeloid cells,114,0.2861609452925155,0.14035087719298245,0.02631578947368421
test,MCEM-MMIL,Advanced,Epithelial cells,278,0.19083035399978435,0.08992805755395683,0.0035971223021582736
test,MCEM-MMIL,Advanced,NK cells,44,0.030591317217285842,0.0,0.0
test,MCEM-MMIL,Advanced,T lymphocytes,316,0.01868554837543861,0.0,0.0
test,MCEM-MMIL,Advanced,B lymphocytes,138,0.01553552757672546,0.0,0.0
test,MCEM-MMIL,Advanced,Fibroblasts,4,0.0107697177619627,0.0,0.0
test,MCEM-MMIL,Advanced,MAST cells,1,0.0008395176061343,0.0,0.0
test,MCEM-MMIL,Early,Myeloid cells,193,0.06926245741195729,0.025906735751295335,0.0
test,MCEM-MMIL,Early,Epithelial cells,43,0.048071592675807594,0.023255813953488372,0.0
test,MCEM-MMIL,Early,Undetermined,2,0.016431745650118148,0.0,0.0
test,MCEM-MMIL,Early,NK cells,60,0.015607004336410027,0.0,0.0
test,MCEM-MMIL,Early,Fibroblasts,15,0.008608356592176155,0.0,0.0
test,MCEM-MMIL,Early,T lymphocytes,282,0.007399246664516613,0.0,0.0
test,MCEM-MMIL,Early,B lymphocytes,53,0.006858534230297349,0.0,0.0
test,MCEM-MMIL,Early,Endothelial cells,27,0.0010282938918471515,0.0,0.0
test,MCEM-MMIL,Early,MAST cells,35,0.0007965599116882029,0.0,0.0
test,Naive inherited-label classifier,Advanced,Oligodendrocytes,6,0.9577739430569948,1.0,1.0
test,Naive inherited-label classifier,Advanced,Epithelial cells,278,0.9059577108454995,1.0,0.6402877697841727
test,Naive inherited-label classifier,Advanced,Myeloid cells,114,0.8328479964306513,0.9649122807017544,0.35964912280701755
test,Naive inherited-label classifier,Advanced,Fibroblasts,4,0.7616803317988385,1.0,0.25
test,Naive inherited-label classifier,Advanced,NK cells,44,0.6946786382370645,0.8863636363636364,0.0
test,Naive inherited-label classifier,Advanced,MAST cells,1,0.6198599253330065,1.0,0.0
test,Naive inherited-label classifier,Advanced,B lymphocytes,138,0.6031635324684953,0.782608695652174,0.007246376811594203
test,Naive inherited-label classifier,Advanced,T lymphocytes,316,0.5791936378946866,0.6645569620253164,0.015822784810126583
test,Naive inherited-label classifier,Early,Undetermined,2,0.7890478119470735,1.0,0.0
test,Naive inherited-label classifier,Early,Fibroblasts,15,0.6620963988552336,0.7333333333333333,0.0
test,Naive inherited-label classifier,Early,Endothelial cells,27,0.6548760354191565,0.9259259259259259,0.0
test,Naive inherited-label classifier,Early,NK cells,60,0.6020821300210631,0.7833333333333333,0.0
test,Naive inherited-label classifier,Early,MAST cells,35,0.5443660341227039,0.6857142857142857,0.0
test,Naive inherited-label classifier,Early,Epithelial cells,43,0.45248482046546323,0.4418604651162791,0.0
test,Naive inherited-label classifier,Early,Myeloid cells,193,0.4440109360245692,0.42487046632124353,0.06735751295336788
test,Naive inherited-label classifier,Early,T lymphocytes,282,0.44230263746460374,0.33687943262411346,0.0
test,Naive inherited-label classifier,Early,B lymphocytes,53,0.42712148952142515,0.2830188679245283,0.0
train,Deterministic EM-MMIL,Advanced,Oligodendrocytes,15,0.9694760841450145,1.0,0.9333333333333333
train,Deterministic EM-MMIL,Advanced,Epithelial cells,1048,0.6312245593636774,0.6364503816793893,0.46087786259541985
train,Deterministic EM-MMIL,Advanced,Myeloid cells,714,0.3547800590281503,0.3235294117647059,0.04481792717086835
train,Deterministic EM-MMIL,Advanced,Undetermined,17,0.11473754336724792,0.0,0.0
train,Deterministic EM-MMIL,Advanced,NK cells,170,0.03509464136629354,0.0,0.0
train,Deterministic EM-MMIL,Advanced,T lymphocytes,1069,0.02809660463409856,0.002806361085126286,0.0
