iter,delta,mean_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.09427397930807419,0.5866406665743295,0.7468559923096585,0.7531112003211562
2,0.04760631416484158,0.4375272318744338,0.6231323433537098,0.7585307105580088
3,0.026125397263308186,0.3522641141591712,0.6052836710403712,0.7609393817743878
4,0.01660249242052061,0.29849092056132953,0.6292183844574742,0.7659574468085106
5,0.01200100455841647,0.2608766112832987,0.6763855062816121,0.7687675632276194
6,0.00953819710491957,0.23263674344519122,0.7430553114579809,0.774387796065837
7,0.008520949710847844,0.2098764880809627,0.8361850677895211,0.7782015254917704
8,0.007482335695969752,0.1914255113244837,0.9386595993032767,0.7828181453231634
9,0.006447865012900262,0.1760971383587217,1.024690294862737,0.7904456041750301
10,0.005545752941403496,0.16345830805814746,1.1085660952289964,0.7944600562023284
11,0.004664710099131451,0.15328649543209186,1.1840566093450917,0.7952629466077881
12,0.003972637529193291,0.14496853309732333,1.2493507473253305,0.7968687274187074
13,0.0035472216361677493,0.13785404402879642,1.305633319663016,0.7990766760337213
14,0.0032572818567936485,0.13167600612066002,1.3547750811650747,0.800080289040546
15,0.0028375375737858984,0.12655214221128278,1.3932560466165071,0.8008831794460056
16,0.0024097993503255093,0.12241166372594245,1.4253109607855279,0.8028904054596547
17,0.0020727107200643052,0.11909113265433857,1.4534448673677842,0.8026896828582898
18,0.0018181549237330963,0.1164143468880272,1.4762249831336047,0.8030911280610197
19,0.0015532657161339658,0.11432529661846232,1.4928226119932368,0.8040947410678443
20,0.0013286203041820985,0.11268585202194718,1.5062865025076484,0.8050983540746688
21,0.0011394523389046975,0.11148891291259562,1.516049175489088,0.8054997992773987
22,0.0009894872675935663,0.11065538061602372,1.5228272712501751,0.8071055800883179
23,0.0008772664374564925,0.10989904361526667,1.5291599543597114,0.8069048574869531
24,0.000777245177037668,0.10925494401993274,1.5345869389197502,0.8077077478924127
25,0.0006931419218270555,0.10871817658078019,1.5392661417331144,0.8079084704937776
26,0.0006134241986931387,0.10829789526527467,1.5430343188560889,0.8073063026896828
27,0.0005360689439326976,0.10798010968738837,1.5459202827487535,0.8065034122842232
28,0.0004646498120224344,0.10772644091270152,1.548209862502494,0.8069048574869531
29,0.00040400914075249125,0.10751060303236029,1.5500902973504447,0.8069048574869531
30,0.00035708601015901144,0.10732444846702413,1.55165717635403,0.8079084704937776
