split,model,n_patients,logloss_mean_prob,logloss_median_prob,logloss_q90_prob,logloss_q99_prob
test,Deterministic EM-MMIL,11,1.6261457366073302,6.110917850384227,1.6888569617290137,0.36545164313889794
test,MCEM-MMIL,11,1.6316481297397383,6.27062349646234,1.6558828737549083,0.3688163386848847
test,Naive inherited-label classifier,11,0.4479196408662547,0.43016539834542356,0.6212791210355472,1.0424222327220347
train,Deterministic EM-MMIL,33,1.0292740573795318,4.333763641568646,0.9309375155954321,0.15970617587606645
train,MCEM-MMIL,33,1.0357347629879254,4.3717283150368464,0.9688635667616675,0.17324747912945082
train,Naive inherited-label classifier,33,0.455848866609741,0.42380372809136774,0.6634931018686988,1.1124169453713175
