iter,delta,mean_q_advanced,train_logloss_inherited
1,0.05130093424651718,0.3000000000000001,1.0768956601553046
2,0.040126689469810455,0.29999430435171076,1.090906148376695
3,0.030834436140673483,0.29990197665463586,1.1558528608638674
4,0.0236770331094056,0.29969667363942715,1.2562720821639553
5,0.018380570623960774,0.299369850671673,1.3825088930096847
6,0.014660721556889635,0.29895908205551824,1.5275113089813706
7,0.012186754633179442,0.29861246646031325,1.6836850097469043
8,0.010531874956160238,0.29830858790135295,1.8452163879169794
9,0.009547179802705691,0.2980122329334627,2.0111474261513793
10,0.008985011522589927,0.2976811486526936,2.1825819069167274
11,0.008535177156493316,0.2973019377591847,2.3550039650948027
12,0.007924933635246262,0.2967703441252692,2.531384886826356
13,0.007238906701092636,0.2961624877781552,2.708255283508326
14,0.00660647185839426,0.2955694910805108,2.888023462051599
15,0.006140590670646906,0.2950822473561825,3.079066500330886
16,0.005800349333657594,0.2947184764717498,3.28700001871281
17,0.005312330732358745,0.29443861281132466,3.505860979744819
18,0.00475666751777755,0.294190664190934,3.7215619166018277
19,0.004179202088876736,0.2939310629092668,3.916432300517297
20,0.0036764510385689318,0.2936619780698054,4.0887191185245735
21,0.0032890732402387846,0.2933951819344773,4.246431016891369
22,0.002986222186682091,0.293115551669326,4.395533483153991
23,0.0027382488860423202,0.2928279028284874,4.5361392952886845
24,0.002546472695617249,0.292551489052059,4.670573226851161
25,0.002387184626387242,0.2922781897818865,4.799677021571863
26,0.0022444353978118754,0.29201840027599824,4.922882526148054
27,0.002107584616374513,0.29176853157354454,5.040534810476077
28,0.001976437017237217,0.2915238155956061,5.151270907041311
29,0.0018642934742928432,0.2913009867244977,5.253514664089445
30,0.0017686026595881811,0.2911028164844906,5.349548261158148
