iter,delta,mean_q_advanced,train_logloss_inherited
1,0.02815234576478954,0.3000000000000001,1.0288191573105947
2,0.018653434538216124,0.3,1.0221436575874003
3,0.015870193379447596,0.3000000000000001,1.0278831684104601
4,0.014930219798259823,0.3000000000000001,1.0381593753893577
5,0.01417657974752334,0.3,1.051684087802742
6,0.014270340219336606,0.3000000000000001,1.0697837027580588
7,0.014440018460627964,0.3000000000000001,1.0907637800647698
8,0.015014880214633358,0.3000000000000001,1.1128116493923608
9,0.015090861926502724,0.3000000000000001,1.1397883125344048
10,0.013289237682860425,0.2960041904587959,1.1700278820989098
11,0.009910868217147185,0.2880309004780916,1.206996031950336
12,0.008325760208169776,0.28401600975113317,1.2452963235239929
13,0.007744655175788168,0.2822420791063687,1.2731119542012275
14,0.0077898404887977585,0.28160074265916546,1.2941362093661648
15,0.008371690877912102,0.28170113165134797,1.3159132897349979
16,0.008690016240256374,0.2821431846657802,1.3378755759537522
17,0.008765607664055819,0.2828792057695388,1.361678243274609
18,0.009622362659253583,0.2833862307051604,1.3902387220406764
19,0.00747901215048187,0.28051236812464664,1.422780356051013
20,0.006054197234484026,0.276403947606089,1.4616253862903983
21,0.004722531684996719,0.2719024434162778,1.500036165791806
22,0.003859677070986884,0.2685121106257531,1.5383263266863816
23,0.003339109003108511,0.26569825082031645,1.5707601719818491
24,0.0028887972866215197,0.2635717074917953,1.598108277812658
25,0.0026914555225889558,0.2617315624741763,1.6222236056623849
26,0.002514187323409442,0.2606532984666206,1.644587813143693
27,0.0023572620518608075,0.2597293942737789,1.6630918832819461
28,0.0022115602186854153,0.2592936449016696,1.6801519766938007
29,0.0021846537469093806,0.2591033830054391,1.6951224454462113
30,0.0023066856653463086,0.2590674698143616,1.7088411263112775
