iter,delta,mean_q_advanced,mean_q_mc_advanced,train_logloss_inherited
1,0.027992497751890836,0.3000000000000001,0.299194847020934,1.0317533797381844
2,0.021965968599532693,0.3,0.29548167092924127,1.0326003889116666
3,0.01832467027092263,0.3000000000000001,0.2994411291086483,1.0320345343023103
4,0.018807872023794945,0.3000000000000001,0.2986643932935493,1.0461123855857724
5,0.016736049539861516,0.3,0.29766979255470305,1.0635992230253286
6,0.01729473833756627,0.3000000000000001,0.3002652268636923,1.0784208119800427
7,0.016472800244416212,0.3000000000000001,0.30193236714975846,1.0953391756407378
8,0.017205939126527757,0.3,0.2995832149284835,1.1269346318197493
9,0.0174928276102495,0.2986704231067053,0.2993369328407692,1.1559810227213805
10,0.012316294381440917,0.28856519766331423,0.29806763285024157,1.192585175726667
11,0.010994653499166987,0.2841824249471424,0.29027185753528467,1.2305460655850493
12,0.010671792643304936,0.28171625177089976,0.2844747560860093,1.2691821693270848
13,0.011580449096587264,0.2810514341368142,0.28212560386473434,1.2968759449240475
14,0.010580851267415075,0.28084084186709696,0.2802216538789429,1.3318146835020954
15,0.010289119782885107,0.2815934764665165,0.2811404755138771,1.3586997301192043
16,0.010738700447312954,0.282138503898531,0.2808657762621957,1.397682200563793
17,0.008369158518765194,0.2795148887510987,0.2828455053518992,1.4268482505223596
18,0.006505610516982141,0.27507970584332786,0.2798617031353604,1.470733841168005
19,0.005648887493466676,0.27005345977074846,0.27408354646206307,1.517245190699909
20,0.004620504474291841,0.26623614969192083,0.26955574500331536,1.5573857831288456
21,0.004271055510035962,0.26374747327733317,0.2660793786113479,1.5938737912924592
22,0.0037674865163750655,0.26083669084284866,0.2623756749076442,1.634478248568546
23,0.0031715540546655868,0.2587574890606009,0.2602728047740835,1.6654039524299125
24,0.0027494879375543958,0.258594032605441,0.2596760443307758,1.6752873902499728
25,0.0028286314774170302,0.2577128247401132,0.2578952353888415,1.6997999323678024
26,0.002882610878231363,0.2579353188047699,0.25783840106090744,1.7114800179964318
27,0.002591800781424891,0.2572003698506083,0.25732689210950077,1.7309815220416764
28,0.0031844455227965016,0.2565543380330064,0.2560954816709292,1.7512176308246572
29,0.003135885491508328,0.2571009071666509,0.25688168987401727,1.7667456125204912
30,0.003181731219569551,0.25752698398817986,0.2572511130055887,1.783435067761427
