split,model,n_patients,logloss_mean_prob,logloss_median_prob,logloss_q90_prob,logloss_q99_prob
test,Deterministic EM-MMIL,11,1.255971901719856,1.7193982406760222,1.35611056760668,0.36277326654271386
test,MCEM-MMIL,11,1.2868841734097243,1.7919004007542774,1.5068863543823416,0.34420933336612625
test,Naive inherited-label classifier,11,0.5103355654595391,0.4926791516900678,0.6558945777473739,0.8381145253903219
train,Deterministic EM-MMIL,33,1.2629764826314,1.6488311000905649,1.1697404657481394,0.3312325984456767
train,MCEM-MMIL,33,1.2861908575777659,1.741154637118733,1.2402599281466677,0.33943336168253124
train,Naive inherited-label classifier,33,0.4302395138429199,0.4166872868784979,0.5965476083701865,0.7113036659509839
