iter,delta,mean_q_advanced,mean_q_mc_advanced,train_logloss_inherited
1,0.051521560042941485,0.3000000000000001,0.299194847020934,1.0820238149687889
2,0.04157693155937332,0.3000000000000001,0.2958700388367907,1.1077571594803317
3,0.033619117458733284,0.2999951173551769,0.29891067538126365,1.1853318800582593
4,0.026210287962968128,0.2999617174099848,0.29889173060528557,1.3185188737075193
5,0.019718919608220243,0.29987719604335994,0.30020839253575826,1.4678691047835328
6,0.016621289012953722,0.2997317585260928,0.298437055981813,1.6457529311606403
7,0.012095149266700828,0.2995889176900937,0.30038836790754947,1.8128075870074365
8,0.010869423064860204,0.2993493710594644,0.29962110448043955,2.001000118002037
9,0.00947206265454412,0.29908460116061264,0.29989580373212094,2.196217901182055
10,0.007992359314046547,0.2986891717150341,0.2994411291086483,2.415739542247022
11,0.007016527011693948,0.2982458438087651,0.29911906791702186,2.6859275792718753
12,0.006072660846097509,0.2974989289752287,0.2979634365823624,3.0135583132562083
13,0.005342524105825845,0.29698653008072373,0.29733825897508764,3.394010613492984
14,0.005246535941172549,0.2968141745299358,0.29772662688263707,3.8198319906115197
15,0.0041671585305496,0.2959907644798199,0.29642890972814245,4.090402271580402
16,0.0038185830636601518,0.29546435526775816,0.2958321492848347,4.308006407488733
17,0.003557510471189853,0.2951545443779086,0.2956332291370654,4.591318607512642
18,0.0029153531056193864,0.2945958244917727,0.2949133276499005,4.799356070368971
19,0.0021822260672222553,0.2940574665368851,0.2942313157146917,4.946906180970257
20,0.0021787946803280738,0.29380360108109954,0.29400397840295545,5.096056414576456
21,0.0023038660308000915,0.2937350164826794,0.29407975750686743,5.2713059932379425
22,0.002141530857532902,0.2931144949498079,0.29327460452780146,5.444083128037981
23,0.0018812189240502292,0.2926839514946473,0.2927157336364497,5.555570563599826
24,0.002216437984980683,0.29306619390729305,0.29340721795964764,5.6821367328011965
25,0.0018444331958057,0.29294638804113915,0.29331249407975746,5.769282316969923
26,0.0017045904678451409,0.29270567856813967,0.29297148811215307,5.830632488637315
27,0.0016511748011885645,0.2919279937815795,0.29195794259732877,5.921773330267642
28,0.00206364131082223,0.29179565101595417,0.29183480155347163,6.003472755993189
29,0.0019297533268041395,0.2918444303376051,0.2920337217012409,6.083349423772542
30,0.0019785120442569414,0.29159192597770045,0.29174007767358145,6.178141025193259
