iter,delta,mean_q_advanced,train_logloss_inherited
1,0.05121453407057706,0.3000000000000001,1.0803853834214645
2,0.041378360452965834,0.3000000000000001,1.0996445014535812
3,0.03294544202210126,0.2999975848924792,1.1819212581610719
4,0.026060755178416457,0.29997120667207505,1.3090515348138714
5,0.020552010381191088,0.2998958899076809,1.4624871292720951
6,0.016434502532311237,0.299799073756583,1.6308414604620456
7,0.013325133560314836,0.2996022737322086,1.811638555074588
8,0.010992052805750989,0.2993333360120699,2.006468734262382
9,0.009206710355135431,0.29893732139177437,2.218026270608516
10,0.007808341462114396,0.2984148716370132,2.451071475687657
11,0.006665164412117771,0.2977927295352059,2.7132220006975043
12,0.005719558788444878,0.29714545864242,3.016963209276911
13,0.0049605226569665,0.2965987203256153,3.3720019034401276
14,0.004326685268740657,0.2961313051455339,3.751871747514416
15,0.0037597661156608324,0.29573267529966696,4.07001199827904
16,0.003264511323492856,0.2953438030996924,4.321419760368317
17,0.0028434032680640154,0.29494225609867275,4.5394838429293465
18,0.002503116488423175,0.2945532119108378,4.737066599587358
19,0.0022479417183904654,0.29419715064762203,4.9196378787329555
20,0.002055933067784036,0.2938750452951469,5.0895248396115775
21,0.0019243619914813665,0.2935915581906294,5.24903845620195
22,0.0018702835468781456,0.29333871552375407,5.401201514628172
23,0.0019998130333987924,0.2931295339060236,5.541854998166667
24,0.001934929461286644,0.2929375906662375,5.665559863086662
25,0.001832045238147907,0.2927403281617524,5.778259541288844
26,0.001768403037789565,0.2925483270171032,5.877457178665518
27,0.0017380622732337174,0.2923572174692378,5.970529186400581
28,0.0016927568548721857,0.2921734132850265,6.058992673642874
29,0.0015885259889127966,0.2919816082222859,6.14724565136113
30,0.0014464323965953244,0.29177156778054963,6.234421916345478
