iter,delta,mean_q_advanced,mean_q_mc_advanced,train_logloss_inherited
1,0.05693100372066894,0.3000000000000001,0.299194847020934,1.0326738687396555
2,0.03828239293713554,0.2999956490607944,0.29704461494742823,1.053953489216155
3,0.026631526495001376,0.2999564346330539,0.2996968835843516,1.1190296462419789
4,0.020192487855605377,0.299918416109048,0.29983896940418675,1.2152634991324172
5,0.01549244785707116,0.299873891107182,0.2992611537368571,1.3195627000267072
6,0.01292630913732587,0.29987908636435373,0.3006535947712418,1.4255195109277827
7,0.009594633951928012,0.2998780749110627,0.3008998768589562,1.5230265110218375
8,0.009467643354609527,0.29982554347533913,0.29917590224495594,1.6446628815903053
9,0.0077745851489829584,0.29986632988797357,0.300738846263143,1.7516122617420655
10,0.007100541319176362,0.29979004771556444,0.29920431940892295,1.8594186772347783
11,0.006307366344986107,0.2998114169184831,0.29996211044804394,1.9685586875748096
12,0.005945910698698594,0.29984084068812206,0.3005304537273847,2.080896750981304
13,0.004752681464535553,0.2998213070206824,0.3004167850715165,2.1696800778568814
14,0.005177080225455935,0.29968880967808964,0.29916642985696695,2.283640704569429
15,0.004692291346092471,0.2999415570058612,0.30201761864165955,2.3645800848321454
16,0.004169602807070483,0.2997890686600116,0.3001420858198352,2.4315786784667424
17,0.004012143423136003,0.2997545886601119,0.2999147485080989,2.5203330681181715
18,0.004178430283059789,0.29976239129874127,0.3000568343279341,2.6214290963800697
19,0.0035797998557043236,0.29972740632817196,0.29985791418016483,2.7307796738371537
20,0.004090979829250978,0.29960751399006724,0.29914748508098893,2.817842397527203
21,0.003164885610994707,0.29987433769341976,0.30084304253102206,2.9031572614836927
22,0.0037293042004267855,0.29975004740511124,0.3000568343279341,3.017485764845943
23,0.0031804642949979684,0.2998331845242927,0.3005493985033627,3.086835581624938
24,0.003309313315994816,0.29976825671166957,0.3001420858198352,3.1465741503899753
25,0.0029619828661199164,0.2999725794608623,0.3013924410343848,3.204614345730752
26,0.0025248129535080845,0.29984377733175854,0.3004736193994506,3.226325855091277
27,0.0030930216642196732,0.299548666611707,0.2991095955290329,3.279849495342457
28,0.0031047190273186323,0.2996720753119395,0.29965899403239554,3.409867270089018
29,0.0029820083377996836,0.299316658943222,0.298418111205835,3.515831183615423
30,0.0030782770132684193,0.29921942410672553,0.29820024628208774,3.6422054267371147
