split,model,n_patients,logloss_mean_prob,logloss_median_prob,logloss_q90_prob,logloss_q99_prob
test,Deterministic EM-MMIL,11,1.3636079346617087,4.043725540242955,1.3407402849597816,0.38648178251227583
test,MCEM-MMIL,11,1.3624945153458372,4.167499389046345,1.3898829400779105,0.38619044203017644
test,Naive inherited-label classifier,11,0.5318721684812336,0.5479387069638183,0.6355842599866853,0.9368475638304435
train,Deterministic EM-MMIL,33,1.2628887033272798,4.75834767018066,1.0179553717605168,0.4751832737106156
train,MCEM-MMIL,33,1.2559075216888422,4.930490241596584,1.0360347300654955,0.4713749606887644
train,Naive inherited-label classifier,33,0.5445080309208873,0.5461565571437318,0.6509014896318676,0.8892122822053388
