iter,delta,mean_q_advanced,train_logloss_inherited
1,0.04558297891406275,0.3000000000000001,1.1035979496938346
2,0.04180886808134348,0.3,1.113472580609767
3,0.036578289148941005,0.29992071506582896,1.1640672631352442
4,0.03067607936683319,0.29887295312416146,1.2547307837328268
5,0.02483271999118995,0.2968759221173252,1.387298390021671
6,0.01923554970400693,0.2948220899564611,1.5473854780981702
7,0.014562820023109036,0.29285664336917105,1.7133179171672168
8,0.011035265800441837,0.2909554945700878,1.8802544235541847
9,0.008479892679156664,0.2891257943455766,2.0459116969279165
10,0.006786042416061596,0.28756670370649184,2.209966405729938
11,0.0059930041915425645,0.2864038933068243,2.3950516975571556
12,0.0060910699086189155,0.2856067203238954,2.586132426678716
13,0.005175637523115253,0.2850619849797024,2.740601572396385
14,0.004347403197360352,0.28465976917458563,2.87678762308324
15,0.003636921002973015,0.2843420084488955,2.9977189819889016
16,0.003045209838436552,0.284101494951438,3.1035961613264984
17,0.0025749967073579057,0.28393685685158454,3.194959648187914
18,0.002217628836003985,0.28381830153550724,3.2730422582598684
19,0.001954265389238866,0.28372831381832214,3.3393551429062565
20,0.0017592663318386505,0.2836645747726297,3.396134765890226
21,0.001617310635915158,0.2836173484354819,3.445073161624815
22,0.001508350498201117,0.28358142054437374,3.487917896747965
23,0.0014248353211395513,0.28355486935597607,3.5261748520993583
24,0.0013626885499736557,0.28353047473533183,3.5609121259926284
25,0.0013164435466823702,0.2835038874113639,3.592761892527406
26,0.001282190316527088,0.2834730953085122,3.6224048584340975
27,0.0012575871710757615,0.28343854401424123,3.65045853804315
28,0.0012383460721756196,0.28338861296621626,3.677320615588099
29,0.0012193491252091323,0.2833169649150693,3.7027784472258625
30,0.0012055874291852365,0.28322532557981167,3.7269907309116412
