iter,delta,mean_q_advanced,mean_q_mc_advanced,train_logloss_inherited
1,0.05648456303736066,0.3000000000000001,0.299194847020934,1.0329880250409256
2,0.03751419515222015,0.29999808608880973,0.2971582836032964,1.0514649580515045
3,0.02553906785650678,0.2999628832595592,0.3002462820877143,1.1075102783036763
4,0.01876924781085102,0.2999319971098678,0.3000757791039121,1.1872352280896674
5,0.013876398938059059,0.2998968532085398,0.29916642985696695,1.2642324155473725
6,0.011945175946220776,0.2998949129781377,0.3004641470114616,1.331934638236859
7,0.007822004418506095,0.2998939084767683,0.300738846263143,1.3822141775558603
8,0.007585941922381031,0.2998607382407966,0.2994127119446812,1.438971674078818
9,0.0059038986442946405,0.29989375862202633,0.3013071895424837,1.4759534640480962
10,0.005632605900888465,0.29980984780098224,0.2985696694136592,1.5191064916302452
11,0.00478851007675475,0.29984941905113455,0.3001705029838022,1.542905960672651
12,0.005875195592547279,0.2997941282978093,0.2990527612010988,1.5709722746179684
13,0.004878732641343872,0.2998114576329259,0.29965899403239554,1.5877795262652794
14,0.004545407419818557,0.29978956556606684,0.2993748223927252,1.6124798310831838
15,0.004405497480402462,0.2998548154375738,0.30053992611537367,1.621136172925607
16,0.004385509145475177,0.29982682278190914,0.2999715828360329,1.6356948068281627
17,0.00425216233973573,0.2998064230586166,0.29957374254049446,1.639771720830914
18,0.004200894889826897,0.2998134665016691,0.30000947238798903,1.6461988078986363
19,0.0034002182742474117,0.29976508028908,0.2991569574689779,1.6605807613150685
20,0.004917603799099197,0.29984218794258016,0.3006535947712418,1.6654762833870376
21,0.0038035783030702626,0.2998759282882846,0.3014871649142749,1.6601146546295567
22,0.004557710213930217,0.29968456274082395,0.2986833380695273,1.6787522337752778
23,0.003923485835893915,0.2998725842501873,0.3015818887941651,1.680165788712611
24,0.0038952978562487584,0.29972683600096933,0.2994600738846263,1.675569268726315
25,0.004216194778784383,0.2997464611953624,0.3000473619399451,1.6840697840859833
26,0.0023862797680649483,0.2997815398625739,0.30048309178743965,1.6773027444402706
27,0.003913401118938685,0.2996664955839887,0.2993179880647912,1.6983464893131173
28,0.0036718383462923517,0.2996004436113266,0.29892014776925263,1.7017999600212077
29,0.004657587404785385,0.29949489074664404,0.29829497016197787,1.7157940579875541
30,0.0038251652369881953,0.2996239945555628,0.29964952164440656,1.7183271193940552
