iter,delta,mean_q_advanced,train_logloss_inherited
1,0.05584853009751705,0.3000000000000001,1.0310192695653198
2,0.03652811548278563,0.3,1.043757799861895
3,0.025338715721122524,0.29996752124402815,1.103908910203566
4,0.01821785520135871,0.29994376237764,1.1799148386155576
5,0.013508879359626785,0.2999174973349097,1.256213726236668
6,0.010329998631782385,0.2998947828121583,1.3255379063793855
7,0.008182233948928457,0.2998856142903957,1.3851530141423096
8,0.006721268025539141,0.2998830122980651,1.4348772083439445
9,0.005704670278873228,0.2998825982914047,1.4756833293964287
10,0.0049916056482173276,0.2998833108622986,1.5089633993202658
11,0.004479310878068581,0.29988442840493396,1.5361669651181304
12,0.004108354118925039,0.2998840943979837,1.5585942753436546
13,0.0038246449419346083,0.2998832409625033,1.577323525215631
14,0.0035971541570607854,0.29988019529509413,1.5932385634143573
15,0.003405903970384297,0.29987297928515344,1.6069918435397126
16,0.0032404865257572952,0.2998648616674354,1.6190690046555438
17,0.0030974778225924702,0.2998584252127289,1.6298630872386963
18,0.002970402232688115,0.29985041833017806,1.63967526948106
19,0.002855700134085748,0.2998422966683738,1.6487065744294782
20,0.0027492811465486705,0.2998334556567734,1.6571351000241181
21,0.002649610977056252,0.29982411081935484,1.665052005947633
22,0.0025564016533540673,0.2998140595806194,1.6725531679562773
23,0.0024669053369839947,0.29980080186197594,1.6797042811219651
24,0.002382191355067143,0.2997869964609802,1.686502110648338
25,0.002303039729129873,0.29977211661968556,1.692980802318973
26,0.0022290909755252296,0.29975596505082214,1.6991565230552839
27,0.002157252617047979,0.2997378363562609,1.7050420814394542
28,0.0020890588714498636,0.29972004120174844,1.710631299167484
29,0.002025240043919928,0.29970242217070303,1.715954086203522
30,0.0019662212355392884,0.29968527839629194,1.7210206642192725
