split,model,n_patients,logloss_mean_prob,logloss_median_prob,logloss_q90_prob,logloss_q99_prob
test,Deterministic EM-MMIL,11,1.1564036042456942,2.03065697729259,0.5751514830362586,0.19071045177171025
test,MCEM-MMIL,11,1.1347095944959384,1.986830947922744,0.5597084003022023,0.190581050137728
test,Naive inherited-label classifier,11,0.47833533305427095,0.47240256496723704,0.6406866110692394,0.9760091194400055
train,Deterministic EM-MMIL,33,1.179485109297312,2.248640970495955,0.7502525034852664,0.34247432671396727
train,MCEM-MMIL,33,1.1817341665075123,2.256568077709065,0.749905235108596,0.34944464921639273
train,Naive inherited-label classifier,33,0.49449015999845775,0.47585470071654534,0.6393832202614622,1.0997636270899926
