iter,delta,mean_q_advanced,train_logloss_inherited
1,0.0562971600476048,0.3000000000000001,1.0307115818460257
2,0.0372975421795619,0.3000000000000001,1.0459774721836792
3,0.026436937073558323,0.2999633304593732,1.1144345414425152
4,0.019641521902327947,0.2999329427217176,1.2072801098034303
5,0.015165589582520171,0.29989344118377537,1.3105800700736432
6,0.012104121224860858,0.29986773464590916,1.4174135888026298
7,0.009927026641683831,0.2998582312116196,1.5245733212656387
8,0.008336077456168458,0.2998537298650237,1.6308267413930295
9,0.007139834516868962,0.29984516020580726,1.7356874201577948
10,0.00621040275643597,0.299835127063384,1.8388726282610637
11,0.005478416001739042,0.2998244037505484,1.9402578871706768
12,0.004888370733171023,0.2998121993002379,2.0401253014544576
13,0.004399831859879993,0.29979738977183246,2.1385599680307514
14,0.003990793973461499,0.29978527710547337,2.235281354076837
15,0.0036464625391019936,0.29977624915371615,2.330514264613131
16,0.0033502120529397,0.2997683383174978,2.4241098641431873
17,0.0030858819818894217,0.2997588816484924,2.515284738247252
18,0.002855674112908362,0.29974936866530766,2.6046963042741065
19,0.0026487622967396917,0.29974053674658624,2.6922300686245624
20,0.0024615597576857036,0.2997324001678095,2.777893785759605
21,0.0022902469340262484,0.29972504014576096,2.8617281707805837
22,0.0021339466826369364,0.29971935420964724,2.9435499130358203
23,0.0019904963011801047,0.2997163838243566,3.022813442959098
24,0.0018584499756304754,0.2997150394973248,3.0998053177238454
25,0.0017349350005660146,0.299714550835072,3.1740352461382533
26,0.0016203296100805924,0.2997140644312489,3.2456058265371697
27,0.001512147749682225,0.29971413569322813,3.3142789627411973
28,0.001411004307449142,0.29971546358758044,3.3798194693722974
29,0.001318117682032869,0.2997177012631749,3.4421645558203022
30,0.0012323757834385002,0.29972041761260765,3.5013126472630556
