split,model,n_patients,logloss_mean_prob,logloss_median_prob,logloss_q90_prob,logloss_q99_prob
test,Deterministic EM-MMIL,11,1.1207619434636684,1.638474629025049,0.6610184033494907,0.30381536170600226
test,MCEM-MMIL,11,1.113802923223126,1.6329174426885111,0.6481376088817273,0.2917060407172849
test,Naive inherited-label classifier,11,0.5451972702025066,0.5611111462255103,0.6380249355019548,0.8490492369302678
train,Deterministic EM-MMIL,33,1.0840261955507082,1.7301301495273358,0.6282791656425196,0.47458458226502975
train,MCEM-MMIL,33,1.0838562746025047,1.722467030753247,0.6377582739756947,0.47134143815234514
train,Naive inherited-label classifier,33,0.5472257558112184,0.5531288191770225,0.6309698455044713,0.8617226844805164
