iter,delta,mean_q_advanced,mean_q_mc_advanced,train_logloss_inherited
1,0.03750719686460753,0.3000000000000001,0.299194847020934,0.9981166250841771
2,0.024729410231758717,0.3000000000000001,0.29637207540020843,1.0069906959389645
3,0.018913454960756828,0.3,0.29973477313630764,1.0190326891173271
4,0.01565164643089518,0.3,0.2985128350857251,1.0447325529321352
5,0.0136499382120151,0.3,0.2985128350857251,1.0642224470369033
6,0.012540502077162974,0.3,0.29967793880837357,1.0810412525848014
7,0.011720762177450644,0.3000000000000001,0.30122193805058256,1.0967889754616034
8,0.012173436615350895,0.3000000000000001,0.3002652268636923,1.1246526161371513
9,0.011058417259902038,0.3000000000000001,0.300843042531022,1.1452144971912461
10,0.011628467631625988,0.3,0.3007388462631429,1.1711806207178586
11,0.011047845624327576,0.3000000000000001,0.29985791418016483,1.1916583323758907
12,0.011769037539385364,0.3000000000000001,0.300738846263143,1.2154824496371608
13,0.011259624068039403,0.3000000000000001,0.29831391493795584,1.2416579972293744
14,0.011880383827906075,0.2981476997744626,0.29759401345079095,1.277415725516433
15,0.008478971659900077,0.2910261312930032,0.2998484417921758,1.2936663690166812
16,0.007107851074341161,0.2867458460139109,0.2907170597707682,1.3303959055969037
17,0.005686492868199974,0.2853313999986075,0.28761958889836126,1.3421840010752486
18,0.006110484146218393,0.2845559782433151,0.28494837548545987,1.3547593817990806
19,0.006480324084320832,0.2843223373633959,0.28401060907454767,1.3673937330239385
20,0.006748302738176231,0.28437318060637246,0.28401060907454767,1.3859964360504822
21,0.006750839088214534,0.284765252376527,0.28413375011840486,1.3990309479263539
22,0.006856733395717613,0.28451489613961917,0.28330965236336075,1.4101292911533014
23,0.006918811293970133,0.2856824289165367,0.28553566354077864,1.4087016974941613
24,0.007133510100980647,0.2857631280934665,0.28540305010893247,1.4236411657474053
25,0.0067273207414511,0.28573684174716046,0.28485365160556975,1.4383155075186291
26,0.007628177429893993,0.28627673589235414,0.28555460831675666,1.4505984618354058
27,0.007807790614729086,0.2868649444458708,0.28685232547125133,1.4739519759195958
28,0.007656104250955096,0.2850544880227821,0.28639765084777874,1.5018488294101455
29,0.007462192231734185,0.2827331634712115,0.2835559344510751,1.5316525281072624
30,0.00539834058937414,0.28212453730291953,0.2840200814625367,1.5442837323007772
