split,model,n_patients,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,aggregation
test,Categorical EM-MMIL,12,1.1722233286953667,0.5,0.39999999999999997,0.4791666666666667,q90_prob
test,Categorical EM-MMIL,12,1.2169716103606174,0.4166666666666667,0.3333333333333333,0.5882352941176471,q99_prob
test,Categorical EM-MMIL,12,1.303438701992943,0.5,0.39999999999999997,0.47619047619047616,mean_prob
test,Categorical EM-MMIL,12,1.4877952864252302,0.4166666666666667,0.3333333333333333,0.4107142857142857,median_prob
test,Categorical MCEM-MMIL,12,1.15829309977437,0.5,0.39999999999999997,0.4791666666666667,q90_prob
test,Categorical MCEM-MMIL,12,1.2216146254751623,0.4166666666666667,0.3333333333333333,0.5882352941176471,q99_prob
test,Categorical MCEM-MMIL,12,1.2918098181225448,0.5,0.39999999999999997,0.47619047619047616,mean_prob
test,Categorical MCEM-MMIL,12,1.4609681104678376,0.4166666666666667,0.3333333333333333,0.4107142857142857,median_prob
test,Naive inherited-label classifier,12,0.9568296180902367,0.5,0.39999999999999997,0.48214285714285715,q90_prob
test,Naive inherited-label classifier,12,0.9772932773069134,0.5,0.39999999999999997,0.47619047619047616,mean_prob
test,Naive inherited-label classifier,12,0.9861330333009949,0.4166666666666667,0.3333333333333333,0.4107142857142857,median_prob
test,Naive inherited-label classifier,12,1.046340459142986,0.5,0.39999999999999997,0.4791666666666667,q99_prob
train,Categorical EM-MMIL,32,0.856910906301734,0.6875,0.5277777777777778,0.7434210526315789,q90_prob
train,Categorical EM-MMIL,32,0.9096200890367496,0.6875,0.5333333333333333,0.742014742014742,mean_prob
train,Categorical EM-MMIL,32,0.9318176253566585,0.46875,0.3333333333333333,0.6382978723404256,q99_prob
train,Categorical EM-MMIL,32,1.185898884121768,0.6875,0.5333333333333333,0.742014742014742,median_prob
train,Categorical MCEM-MMIL,32,0.8649981917294283,0.6875,0.5277777777777778,0.7434210526315789,q90_prob
train,Categorical MCEM-MMIL,32,0.9160805897080322,0.6875,0.5333333333333333,0.742014742014742,mean_prob
train,Categorical MCEM-MMIL,32,0.9318360059956778,0.46875,0.3333333333333333,0.6382978723404256,q99_prob
train,Categorical MCEM-MMIL,32,1.1687944528502405,0.65625,0.5055555555555555,0.7017543859649122,median_prob
train,Naive inherited-label classifier,32,0.8179595783003556,0.6875,0.5333333333333333,0.742014742014742,mean_prob
train,Naive inherited-label classifier,32,0.8235394234526849,0.6875,0.5333333333333333,0.742014742014742,q90_prob
train,Naive inherited-label classifier,32,0.8493101155644498,0.6875,0.5333333333333333,0.742014742014742,median_prob
train,Naive inherited-label classifier,32,0.8939002174033615,0.46875,0.3333333333333333,0.6382978723404256,q99_prob
