iter,delta,mean_entropy,mean_mc_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.07644178052159904,0.6642249780990549,0.7834468566452347,0.870149819876942,0.6469289441991168
2,0.04188872305945073,0.5599947248198583,0.6304285875289692,0.7979239613129178,0.6493376154154958
3,0.024217625664289588,0.49478445966549744,0.5249581660373388,0.7932692788093446,0.6529506222400643
4,0.01540716554708405,0.45202619581342723,0.46372486720896716,0.813049301728134,0.6551585708550783
5,0.010526740927574477,0.4228124246093219,0.4220120347404833,0.8399523929849146,0.6589723002810116
6,0.007676960313699427,0.4016175855926317,0.39247786959403336,0.8676337139091563,0.6609795262946607
7,0.005720170752755878,0.38523052801034163,0.37180425415934004,0.8940273025332965,0.6619831393014853
8,0.004105837106139157,0.37438640737734713,0.3604393932611842,0.913454044319102,0.6615816940987556
9,0.0030122949378013288,0.3668076034079901,0.349324601300702,0.9296535823503388,0.6617824167001204
10,0.0019650875269734023,0.3617339707946849,0.3431361416114907,0.9411591644089895,0.6623845845042152
11,0.002515972369736069,0.3553993065670366,0.3363609899334323,0.9572948297798857,0.6619831393014853
12,0.001588519955023577,0.35149845442460803,0.329970267983707,0.9679758011285771,0.6609795262946607
13,0.0012630451703822044,0.3491642287118301,0.32929858955682223,0.97515058970759,0.6611802488960257
14,0.001639695094440956,0.3462755245831556,0.3260203049509545,0.983292144915564,0.660578081091931
15,0.0012989428022249332,0.34330235156005395,0.3230275569781008,0.990782666415891,0.6607788036932959
16,0.0012921040422154352,0.34146908104311696,0.32084424487594554,0.9979900636879848,0.6591730228823766
17,0.0010734587793207182,0.3390664411935791,0.31869229506890223,1.0075462194907356,0.660377358490566
18,0.0013788032355772028,0.3391081577813043,0.31810595163906424,1.0075512948064,0.6607788036932959
19,0.0010556498637061375,0.3373264031625662,0.3166346824992493,1.0128902944771634,0.6593737454837415
20,0.0012139411647730893,0.33721002503715936,0.31562185366015605,1.0128015749318027,0.660377358490566
21,0.0009347192432846126,0.3369527026472642,0.3156815612598283,1.0141999904164891,0.6599759132878362
22,0.0011447479369034086,0.3360343081287722,0.31424359744361957,1.016068474117199,0.6599759132878362
23,0.001279409230226627,0.3350390247551891,0.3136079175590728,1.0199434362786104,0.6609795262946607
24,0.0011472442466034362,0.33497263054509674,0.312636548369596,1.0211029182869569,0.6609795262946607
25,0.0013447301267233106,0.3350283802817931,0.3140439388062641,1.0250375645172167,0.660578081091931
26,0.0011544615597191689,0.33507935778795134,0.31346793006628093,1.026787582503375,0.6599759132878362
27,0.0015717027639738147,0.3334783796738356,0.31474834527765694,1.0291204739327828,0.660377358490566
28,0.0010992650859351213,0.3324929691030744,0.31136075134691044,1.032287148731084,0.660578081091931
29,0.0011288825145352498,0.3321837994109787,0.31059532735850515,1.0357681211470273,0.660578081091931
30,0.0012535986708549704,0.3309284291961027,0.31080576266934334,1.0424141140929883,0.660578081091931
