iter,delta,mean_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.09123198539729452,0.6053386580551098,0.7783545396150868,0.7240064231232437
2,0.04753620699859602,0.4650326980817148,0.6706805843834559,0.7290244881573665
3,0.026203490849355537,0.38276499321989466,0.6608004503967468,0.7322360497792051
4,0.016078101599566325,0.3315506744224017,0.6886759765120017,0.7346447209955841
5,0.011353847866968208,0.29650959531678595,0.7391548279069164,0.7382577278201525
6,0.009410175052994607,0.26984686288171783,0.8145903078436019,0.7452830188679245
7,0.008088846944445133,0.24820877094503266,0.903085815355034,0.7496989160979526
8,0.007322184853396438,0.230207967269499,0.975500847404762,0.7545162585307106
9,0.006630836511881759,0.2150333131703752,1.0522949704257587,0.7615415495784825
10,0.006044610903823965,0.20200136559345494,1.1274576998041572,0.7659574468085106
11,0.005418956962764675,0.19118573959675958,1.1886622943473306,0.7693697310317141
12,0.004472041653115567,0.1825335083158491,1.237011947287357,0.7703733440385387
13,0.0036772177860035383,0.17563747316663642,1.278773328075353,0.7701726214371738
14,0.0030651439565030935,0.17013808345631481,1.3163722254206205,0.7717784022480931
15,0.0026190776336990976,0.16568158685443135,1.3507400092405646,0.7717784022480931
16,0.0022769166098256873,0.16199242673794784,1.381634782447896,0.7725812926535528
17,0.0019508000447863829,0.15900755016480572,1.4086987058823284,0.7733841830590125
18,0.001659379355261593,0.1566282531604257,1.4309004143968471,0.7737856282617422
19,0.0014231046214644343,0.15472564438869155,1.449468795744405,0.7741870734644721
20,0.0012391389912012143,0.15317572773718088,1.4652399853568596,0.7745885186672019
21,0.0010951047491584627,0.15189027558951423,1.4785589816546183,0.7753914090726616
22,0.0009861479935392252,0.15079876452011465,1.4897434815678365,0.7757928542753915
23,0.0009110772610490434,0.14983258921333478,1.4995769157828445,0.7753914090726616
24,0.0008676749918764285,0.14893403093848825,1.5086109689616798,0.776595744680851
25,0.0008404208925578686,0.14808949729555307,1.517464776167751,0.7771979124849459
26,0.0008229842897309075,0.14732192479751344,1.5265543465595828,0.7773986350863107
27,0.0008236340870473041,0.14666051365315805,1.5367060433667616,0.7773986350863107
28,0.0008392142822752041,0.1461042023279399,1.5483653474337513,0.779205138498595
29,0.0007839073946716323,0.1456372689987702,1.5594117050314642,0.77900441589723
30,0.0006833018481338792,0.1452401221433688,1.5681944715413292,0.7798073063026897
