split,model,Stage_cat,Cell_type,class,n_cells,mean_prob,q90_prob
test,Categorical EM-MMIL,I,B lymphocytes,I,43,0.619995074788308,0.9760898097431892
test,Categorical EM-MMIL,I,T lymphocytes,I,248,0.5324306898610841,0.9859045685559448
test,Categorical EM-MMIL,I,Myeloid cells,I,168,0.510754938989738,0.9820612316604033
test,Categorical EM-MMIL,I,NK cells,I,81,0.42729618533657576,0.9067062112702684
test,Categorical EM-MMIL,I,MAST cells,I,35,0.4002972743082384,0.935482825123761
test,Categorical EM-MMIL,I,Undetermined,I,2,0.3330718492274323,0.5429061964580336
test,Categorical EM-MMIL,I,Fibroblasts,I,31,0.14828967114191188,0.7098494820505001
test,Categorical EM-MMIL,I,Endothelial cells,I,29,0.13569044032145194,0.4037878735346264
test,Categorical EM-MMIL,I,Epithelial cells,I,109,1.0580482136937245e-12,1.0000000000000002e-12
test,Categorical EM-MMIL,I,Fibroblasts,II_III,31,0.6371557397093464,0.989032042512482
test,Categorical EM-MMIL,I,T lymphocytes,II_III,248,0.1986055037979813,0.8189204094000495
test,Categorical EM-MMIL,I,Endothelial cells,II_III,29,0.14269129950227058,0.6196433857050132
test,Categorical EM-MMIL,I,Myeloid cells,II_III,168,0.10353282423821607,0.3115217561927098
test,Categorical EM-MMIL,I,NK cells,II_III,81,0.08658616238602364,0.2130792984643397
test,Categorical EM-MMIL,I,MAST cells,II_III,35,0.059830998045293564,0.10986134675150278
test,Categorical EM-MMIL,I,Epithelial cells,II_III,109,0.0343466688135595,0.00034645193091322265
test,Categorical EM-MMIL,I,B lymphocytes,II_III,43,0.029964288618321764,0.017582886260124747
test,Categorical EM-MMIL,I,Undetermined,II_III,2,0.00255608585411765,0.00393097490787537
test,Categorical EM-MMIL,I,Epithelial cells,IV,109,0.9656533311853822,0.999999999998
test,Categorical EM-MMIL,I,Endothelial cells,IV,29,0.7216182601762773,0.9996551914626234
test,Categorical EM-MMIL,I,Undetermined,IV,2,0.6643720649184499,0.8755813012028089
test,Categorical EM-MMIL,I,MAST cells,IV,35,0.5398717276464678,0.999234807062545
test,Categorical EM-MMIL,I,NK cells,IV,81,0.4861176522774005,0.9766812236353888
test,Categorical EM-MMIL,I,Myeloid cells,IV,168,0.38571223677204586,0.9999973383503185
test,Categorical EM-MMIL,I,B lymphocytes,IV,43,0.35004063659337015,0.8599053547241853
test,Categorical EM-MMIL,I,T lymphocytes,IV,248,0.2689638063409344,0.8733591922545644
test,Categorical EM-MMIL,I,Fibroblasts,IV,31,0.21455458914874176,0.8391794822888078
test,Categorical EM-MMIL,II_III,Endothelial cells,I,1,0.9945936172739134,0.9945936172739134
test,Categorical EM-MMIL,II_III,B lymphocytes,I,40,0.6681056080584854,0.9806093602659273
test,Categorical EM-MMIL,II_III,T lymphocytes,I,138,0.6659035795827756,0.9815446126890699
test,Categorical EM-MMIL,II_III,Myeloid cells,I,53,0.5307974170442656,0.9569385469417231
test,Categorical EM-MMIL,II_III,MAST cells,I,3,0.3487309374460839,0.8072084486679252
test,Categorical EM-MMIL,II_III,NK cells,I,5,0.19966324793183782,0.4223322867071398
test,Categorical EM-MMIL,II_III,Undetermined,I,1,0.0893888516492402,0.0893888516492402
test,Categorical EM-MMIL,II_III,Epithelial cells,I,10,1e-12,1e-12
test,Categorical EM-MMIL,II_III,Myeloid cells,II_III,53,0.2548407721975878,0.8091552106736817
test,Categorical EM-MMIL,II_III,T lymphocytes,II_III,138,0.07365843786522376,0.24018375940844947
test,Categorical EM-MMIL,II_III,NK cells,II_III,5,0.05050907946315654,0.15029871657232632
test,Categorical EM-MMIL,II_III,Endothelial cells,II_III,1,0.0052545827536698,0.0052545827536698
test,Categorical EM-MMIL,II_III,B lymphocytes,II_III,40,0.004704453456682795,0.01314509877854165
test,Categorical EM-MMIL,II_III,MAST cells,II_III,3,0.0009135801622918394,0.00204123966550406
test,Categorical EM-MMIL,II_III,Epithelial cells,II_III,10,0.0003237084174358215,0.0003531125991767895
test,Categorical EM-MMIL,II_III,Undetermined,II_III,1,0.0001165052979911,0.0001165052979911
test,Categorical EM-MMIL,II_III,Epithelial cells,IV,10,0.999676291581564,0.999999999998
test,Categorical EM-MMIL,II_III,Undetermined,IV,1,0.9104946430527688,0.9104946430527688
test,Categorical EM-MMIL,II_III,NK cells,IV,5,0.7498276726050056,0.9707664095785753
test,Categorical EM-MMIL,II_III,MAST cells,IV,3,0.6503554823916242,0.9886022227417853
test,Categorical EM-MMIL,II_III,B lymphocytes,IV,40,0.3271899384848317,0.8171009141543096
test,Categorical EM-MMIL,II_III,T lymphocytes,IV,138,0.26043798255200057,0.8485989474983242
test,Categorical EM-MMIL,II_III,Myeloid cells,IV,53,0.21436181075814661,0.9992232041700603
test,Categorical EM-MMIL,II_III,Endothelial cells,IV,1,0.0001517999724167,0.0001517999724167
test,Categorical EM-MMIL,IV,B lymphocytes,I,195,0.2203069133838216,0.7803589403067813
test,Categorical EM-MMIL,IV,T lymphocytes,I,344,0.1890640575944128,0.6187880738281908
test,Categorical EM-MMIL,IV,NK cells,I,34,0.17704768761798043,0.5551374012063351
test,Categorical EM-MMIL,IV,Fibroblasts,I,6,0.12867846074352818,0.38600723157707606
test,Categorical EM-MMIL,IV,Myeloid cells,I,160,0.029930148923491384,0.010113517408634858
test,Categorical EM-MMIL,IV,MAST cells,I,1,0.0006308781568166,0.0006308781568166
test,Categorical EM-MMIL,IV,Undetermined,I,8,0.00052945371742285,0.0013525616876411597
test,Categorical EM-MMIL,IV,Epithelial cells,I,267,9.15724053385601e-05,1e-12
test,Categorical EM-MMIL,IV,Oligodendrocytes,I,6,6.757942367418548e-05,0.00020272264432309622
test,Categorical EM-MMIL,IV,Fibroblasts,II_III,6,0.15516784808088024,0.4555089320108346
test,Categorical EM-MMIL,IV,Myeloid cells,II_III,160,0.027994998077701887,0.007693982198251987
test,Categorical EM-MMIL,IV,Epithelial cells,II_III,267,0.006973854259470816,1e-12
test,Categorical EM-MMIL,IV,NK cells,II_III,34,0.00636983768139279,0.02452721841138907
test,Categorical EM-MMIL,IV,T lymphocytes,II_III,344,0.003341757550486839,0.00025542379141197
test,Categorical EM-MMIL,IV,B lymphocytes,II_III,195,0.0014051580240475037,0.0005578379124542999
test,Categorical EM-MMIL,IV,Oligodendrocytes,II_III,6,0.000248400900993314,0.0007402425307880499
test,Categorical EM-MMIL,IV,MAST cells,II_III,1,1.40956963543986e-05,1.40956963543986e-05
test,Categorical EM-MMIL,IV,Undetermined,II_III,8,2.7315779496212273e-06,7.922385169144614e-06
test,Categorical EM-MMIL,IV,Oligodendrocytes,IV,6,0.9996840196753326,0.9999998497458686
test,Categorical EM-MMIL,IV,Undetermined,IV,8,0.9994678147046274,0.9999852116809277
test,Categorical EM-MMIL,IV,MAST cells,IV,1,0.9993550261468288,0.9993550261468288
test,Categorical EM-MMIL,IV,Epithelial cells,IV,267,0.9929345733351905,0.999999999998
test,Categorical EM-MMIL,IV,Myeloid cells,IV,160,0.9420748529988068,0.9999999998345892
test,Categorical EM-MMIL,IV,NK cells,IV,34,0.8165824747006267,0.9999997772726714
test,Categorical EM-MMIL,IV,T lymphocytes,IV,344,0.8075941848551004,0.9999956354689459
test,Categorical EM-MMIL,IV,B lymphocytes,IV,195,0.778287928592131,0.9999594118560411
test,Categorical EM-MMIL,IV,Fibroblasts,IV,6,0.7161536911755916,0.9999999739184753
test,Categorical MCEM-MMIL,I,B lymphocytes,I,43,0.6204834762117294,0.9637146190889939
test,Categorical MCEM-MMIL,I,T lymphocytes,I,248,0.5419102131987755,0.9777133589704666
test,Categorical MCEM-MMIL,I,Myeloid cells,I,168,0.5091753411324423,0.9774103001567686
test,Categorical MCEM-MMIL,I,MAST cells,I,35,0.43694624531555554,0.9068541708542662
test,Categorical MCEM-MMIL,I,NK cells,I,81,0.4181407414092859,0.8712709621463971
test,Categorical MCEM-MMIL,I,Undetermined,I,2,0.3471564010990011,0.5408231898723244
test,Categorical MCEM-MMIL,I,Endothelial cells,I,29,0.13682822559607521,0.446187369651273
test,Categorical MCEM-MMIL,I,Fibroblasts,I,31,0.12892604146061198,0.5735513556298051
test,Categorical MCEM-MMIL,I,Epithelial cells,I,109,4.343009568699382e-12,1e-12
test,Categorical MCEM-MMIL,I,Fibroblasts,II_III,31,0.6425208375292263,0.9843922276751528
test,Categorical MCEM-MMIL,I,T lymphocytes,II_III,248,0.1925748907693191,0.7806032559142032
test,Categorical MCEM-MMIL,I,Endothelial cells,II_III,29,0.11776957664313725,0.49739112471736596
test,Categorical MCEM-MMIL,I,Myeloid cells,II_III,168,0.1025118580297007,0.307642487305679
test,Categorical MCEM-MMIL,I,NK cells,II_III,81,0.09298000136346009,0.2889730571341753
test,Categorical MCEM-MMIL,I,MAST cells,II_III,35,0.06106492680762857,0.14029897253996887
test,Categorical MCEM-MMIL,I,Epithelial cells,II_III,109,0.031950462809478546,0.0034157868402608293
test,Categorical MCEM-MMIL,I,B lymphocytes,II_III,43,0.028322191611420085,0.01831411631376115
test,Categorical MCEM-MMIL,I,Undetermined,II_III,2,0.0030272375004419,0.00434565506169294
test,Categorical MCEM-MMIL,I,Epithelial cells,IV,109,0.9680495371861784,0.999999999998
test,Categorical MCEM-MMIL,I,Endothelial cells,IV,29,0.7454021977607874,0.9985951260343311
test,Categorical MCEM-MMIL,I,Undetermined,IV,2,0.6498163614005569,0.8448015677351313
test,Categorical MCEM-MMIL,I,MAST cells,IV,35,0.5019888278768158,0.9894343840045995
test,Categorical MCEM-MMIL,I,NK cells,IV,81,0.4888792572272539,0.9606931331341262
test,Categorical MCEM-MMIL,I,Myeloid cells,IV,168,0.388312800837857,0.999967136833898
test,Categorical MCEM-MMIL,I,B lymphocytes,IV,43,0.35119433217685053,0.7744898195763742
test,Categorical MCEM-MMIL,I,T lymphocytes,IV,248,0.26551489603190537,0.8245565016258782
test,Categorical MCEM-MMIL,I,Fibroblasts,IV,31,0.22855312101016184,0.8128641840864296
test,Categorical MCEM-MMIL,II_III,Endothelial cells,I,1,0.990996079140448,0.990996079140448
test,Categorical MCEM-MMIL,II_III,T lymphocytes,I,138,0.6658892595158566,0.9771896052945446
test,Categorical MCEM-MMIL,II_III,B lymphocytes,I,40,0.65526171022087,0.9761538478385167
test,Categorical MCEM-MMIL,II_III,Myeloid cells,I,53,0.5430517046296665,0.9588219666417903
test,Categorical MCEM-MMIL,II_III,MAST cells,I,3,0.42123464209372186,0.8452599045293212
test,Categorical MCEM-MMIL,II_III,NK cells,I,5,0.23453089380324194,0.46917147531867953
test,Categorical MCEM-MMIL,II_III,Undetermined,I,1,0.1503523643384683,0.1503523643384683
test,Categorical MCEM-MMIL,II_III,Epithelial cells,I,10,4.2440163122112754e-12,4.244016312211263e-12
test,Categorical MCEM-MMIL,II_III,Myeloid cells,II_III,53,0.2339829512577174,0.7416115776569354
test,Categorical MCEM-MMIL,II_III,T lymphocytes,II_III,138,0.07183199360590693,0.24838563481388742
test,Categorical MCEM-MMIL,II_III,NK cells,II_III,5,0.050452416878606056,0.14853849867622776
test,Categorical MCEM-MMIL,II_III,Endothelial cells,II_III,1,0.0076967702269023,0.0076967702269023
test,Categorical MCEM-MMIL,II_III,B lymphocytes,II_III,40,0.00541536488716153,0.017701962021831923
test,Categorical MCEM-MMIL,II_III,MAST cells,II_III,3,0.0018006089751283333,0.00309731103059788
test,Categorical MCEM-MMIL,II_III,Epithelial cells,II_III,10,0.0009562657443077084,0.0015113149990620073
test,Categorical MCEM-MMIL,II_III,Undetermined,II_III,1,0.0002726609352545,0.0002726609352545
test,Categorical MCEM-MMIL,II_III,Epithelial cells,IV,10,0.9990437342514482,0.9999999999593487
test,Categorical MCEM-MMIL,II_III,Undetermined,IV,1,0.8493749747262771,0.8493749747262771
test,Categorical MCEM-MMIL,II_III,NK cells,IV,5,0.715016689318152,0.9456142822692633
test,Categorical MCEM-MMIL,II_III,MAST cells,IV,3,0.5769647489311498,0.9297870443765621
test,Categorical MCEM-MMIL,II_III,B lymphocytes,IV,40,0.33932292489196847,0.7934917899806077
test,Categorical MCEM-MMIL,II_III,T lymphocytes,IV,138,0.2622787468782363,0.7846473404503496
test,Categorical MCEM-MMIL,II_III,Myeloid cells,IV,53,0.22296534411261604,0.9986608113097581
test,Categorical MCEM-MMIL,II_III,Endothelial cells,IV,1,0.0013071506326497,0.0013071506326497
test,Categorical MCEM-MMIL,IV,B lymphocytes,I,195,0.2296164923847822,0.7377109997798027
test,Categorical MCEM-MMIL,IV,T lymphocytes,I,344,0.2095602413911178,0.6568073712098063
test,Categorical MCEM-MMIL,IV,NK cells,I,34,0.19654132464604687,0.5903910294795893
test,Categorical MCEM-MMIL,IV,Fibroblasts,I,6,0.11803791412500352,0.35387609710590406
test,Categorical MCEM-MMIL,IV,Myeloid cells,I,160,0.028708196777555928,0.015332416098049573
test,Categorical MCEM-MMIL,IV,MAST cells,I,1,0.0064585014138465,0.0064585014138465
test,Categorical MCEM-MMIL,IV,Undetermined,I,8,0.0012081906884896243,0.0028356973976635487
test,Categorical MCEM-MMIL,IV,Oligodendrocytes,I,6,0.0005174968538124678,0.001551751778635609
test,Categorical MCEM-MMIL,IV,Epithelial cells,I,267,0.00012616754861599034,1e-12
test,Categorical MCEM-MMIL,IV,Fibroblasts,II_III,6,0.12385373909492399,0.34613243134174865
test,Categorical MCEM-MMIL,IV,Myeloid cells,II_III,160,0.02292527410519426,0.011986766112658078
test,Categorical MCEM-MMIL,IV,NK cells,II_III,34,0.01166750935490228,0.045624421987978836
test,Categorical MCEM-MMIL,IV,Epithelial cells,II_III,267,0.00577362378334505,6.512535449883688e-10
test,Categorical MCEM-MMIL,IV,T lymphocytes,II_III,344,0.0035306881022582736,0.0005898005408896199
test,Categorical MCEM-MMIL,IV,B lymphocytes,II_III,195,0.0016020304362449923,0.0008425264192890398
test,Categorical MCEM-MMIL,IV,Oligodendrocytes,II_III,6,0.001257925767117282,0.0036849407441665004
test,Categorical MCEM-MMIL,IV,MAST cells,II_III,1,0.0001790211243012,0.0001790211243012
test,Categorical MCEM-MMIL,IV,Undetermined,II_III,8,8.954857389129232e-06,2.3278798720877882e-05
test,Categorical MCEM-MMIL,IV,Undetermined,IV,8,0.9987828544541213,0.9998454679775155
test,Categorical MCEM-MMIL,IV,Oligodendrocytes,IV,6,0.99822457737907,0.9999954086207182
test,Categorical MCEM-MMIL,IV,Epithelial cells,IV,267,0.9941002086680388,0.999999999998
test,Categorical MCEM-MMIL,IV,MAST cells,IV,1,0.9933624774618522,0.9933624774618522
test,Categorical MCEM-MMIL,IV,Myeloid cells,IV,160,0.9483665291172498,0.9999999929629341
test,Categorical MCEM-MMIL,IV,NK cells,IV,34,0.7917911659990509,0.9999992414049532
test,Categorical MCEM-MMIL,IV,T lymphocytes,IV,344,0.7869090705066238,0.9999754353744782
test,Categorical MCEM-MMIL,IV,B lymphocytes,IV,195,0.7687814771789727,0.9999105535937822
test,Categorical MCEM-MMIL,IV,Fibroblasts,IV,6,0.7581083467800726,0.9999985163245434
test,Naive inherited-label classifier,I,B lymphocytes,I,43,0.5640655467409683,0.7530401030452906
test,Naive inherited-label classifier,I,Undetermined,I,2,0.5634899324193715,0.6167616641651799
test,Naive inherited-label classifier,I,Myeloid cells,I,168,0.5332542347694472,0.7969220469896643
test,Naive inherited-label classifier,I,T lymphocytes,I,248,0.5290717946563663,0.7646265755155673
test,Naive inherited-label classifier,I,MAST cells,I,35,0.41469071253492845,0.5232853379648357
test,Naive inherited-label classifier,I,NK cells,I,81,0.3687738138913825,0.5128824339535043
test,Naive inherited-label classifier,I,Endothelial cells,I,29,0.3329987845122573,0.4869584817526266
test,Naive inherited-label classifier,I,Fibroblasts,I,31,0.259883302004939,0.3909034961357717
test,Naive inherited-label classifier,I,Epithelial cells,I,109,0.12795907189451786,0.22973875026381832
test,Naive inherited-label classifier,I,Fibroblasts,II_III,31,0.5014545164147228,0.6566240200961588
test,Naive inherited-label classifier,I,MAST cells,II_III,35,0.32708456639991773,0.4178629620421676
test,Naive inherited-label classifier,I,NK cells,II_III,81,0.24785495467066823,0.3799221156203116
test,Naive inherited-label classifier,I,T lymphocytes,II_III,248,0.19520287192609007,0.35815756410796723
test,Naive inherited-label classifier,I,Myeloid cells,II_III,168,0.1946321540353424,0.29940295297382796
test,Naive inherited-label classifier,I,Endothelial cells,II_III,29,0.1621701847394661,0.20394195190993372
test,Naive inherited-label classifier,I,Epithelial cells,II_III,109,0.11299067883278723,0.253082247451141
test,Naive inherited-label classifier,I,Undetermined,II_III,2,0.10150326777325144,0.1154840177689427
test,Naive inherited-label classifier,I,B lymphocytes,II_III,43,0.09688212786794091,0.20928436737340367
test,Naive inherited-label classifier,I,Epithelial cells,IV,109,0.7590502492726949,0.9177423319054647
test,Naive inherited-label classifier,I,Endothelial cells,IV,29,0.5048310307482766,0.7055213717631911
test,Naive inherited-label classifier,I,NK cells,IV,81,0.3833712314379493,0.6402772751185348
test,Naive inherited-label classifier,I,B lymphocytes,IV,43,0.33905232539109087,0.538390443666089
test,Naive inherited-label classifier,I,Undetermined,IV,2,0.3350067998073769,0.4022592815488765
test,Naive inherited-label classifier,I,T lymphocytes,IV,248,0.27572533341754357,0.5273795223467231
test,Naive inherited-label classifier,I,Myeloid cells,IV,168,0.2721136111952104,0.7399793787541662
test,Naive inherited-label classifier,I,MAST cells,IV,35,0.25822472106515376,0.520113976506548
test,Naive inherited-label classifier,I,Fibroblasts,IV,31,0.23866218158033808,0.3770270829233414
test,Naive inherited-label classifier,II_III,Myeloid cells,I,53,0.5545445931262899,0.7726093641676757
test,Naive inherited-label classifier,II_III,Endothelial cells,I,1,0.5518203450136911,0.5518203450136911
test,Naive inherited-label classifier,II_III,MAST cells,I,3,0.5406901850910074,0.738398929190545
test,Naive inherited-label classifier,II_III,T lymphocytes,I,138,0.5251739224649019,0.736480403300528
test,Naive inherited-label classifier,II_III,B lymphocytes,I,40,0.5173226899101957,0.7426342726474864
test,Naive inherited-label classifier,II_III,Undetermined,I,1,0.3933194449604206,0.3933194449604206
test,Naive inherited-label classifier,II_III,NK cells,I,5,0.36078593840761874,0.4650612363346669
test,Naive inherited-label classifier,II_III,Epithelial cells,I,10,0.17293686534730118,0.23360005417092577
test,Naive inherited-label classifier,II_III,MAST cells,II_III,3,0.27676959072716395,0.33489990442171563
test,Naive inherited-label classifier,II_III,NK cells,II_III,5,0.20577253330127676,0.3116086460192358
test,Naive inherited-label classifier,II_III,Myeloid cells,II_III,53,0.20483048323405947,0.31208416668414285
test,Naive inherited-label classifier,II_III,Epithelial cells,II_III,10,0.18482673123980572,0.25936694815970934
test,Naive inherited-label classifier,II_III,Endothelial cells,II_III,1,0.1571723522035517,0.1571723522035517
test,Naive inherited-label classifier,II_III,T lymphocytes,II_III,138,0.14431090014877412,0.29797306182967886
test,Naive inherited-label classifier,II_III,B lymphocytes,II_III,40,0.07428994649518239,0.15597211541180941
test,Naive inherited-label classifier,II_III,Undetermined,II_III,1,0.072272892513425,0.072272892513425
test,Naive inherited-label classifier,II_III,Epithelial cells,IV,10,0.6422364034128931,0.7208714090863212
test,Naive inherited-label classifier,II_III,Undetermined,IV,1,0.5344076625261543,0.5344076625261543
test,Naive inherited-label classifier,II_III,NK cells,IV,5,0.4334415282911044,0.5755915321183985
test,Naive inherited-label classifier,II_III,B lymphocytes,IV,40,0.4083873635946219,0.5879734894164738
test,Naive inherited-label classifier,II_III,T lymphocytes,IV,138,0.330515177386324,0.5513815011197213
test,Naive inherited-label classifier,II_III,Endothelial cells,IV,1,0.2910073027827572,0.2910073027827572
test,Naive inherited-label classifier,II_III,Myeloid cells,IV,53,0.2406249236396507,0.6499477132751889
