split,model,Stage_cat,Cell_type,class,n_cells,mean_prob,q90_prob
test,Categorical EM-MMIL,I,Myeloid cells,I,168,0.5779704777763909,0.8176003348160107
test,Categorical EM-MMIL,I,T lymphocytes,I,248,0.5263168267380331,0.7834442502887564
test,Categorical EM-MMIL,I,B lymphocytes,I,43,0.48573274427065827,0.639775002952998
test,Categorical EM-MMIL,I,Undetermined,I,2,0.4208061088834011,0.4813294231957803
test,Categorical EM-MMIL,I,NK cells,I,81,0.34468991622425316,0.5134063920869947
test,Categorical EM-MMIL,I,MAST cells,I,35,0.2789771848323493,0.48996391683070706
test,Categorical EM-MMIL,I,Epithelial cells,I,109,0.25774920369665116,0.40682486658684364
test,Categorical EM-MMIL,I,Fibroblasts,I,31,0.19081285785503274,0.3441773303720752
test,Categorical EM-MMIL,I,Endothelial cells,I,29,0.1653487296639288,0.25264213266105046
test,Categorical EM-MMIL,I,Fibroblasts,II_III,31,0.26877612623750596,0.5098815116250965
test,Categorical EM-MMIL,I,Epithelial cells,II_III,109,0.16014833674500112,0.47825670902080464
test,Categorical EM-MMIL,I,Myeloid cells,II_III,168,0.0751784250932668,0.12353526913558238
test,Categorical EM-MMIL,I,T lymphocytes,II_III,248,0.07273931891857892,0.15714363704148285
test,Categorical EM-MMIL,I,Undetermined,II_III,2,0.06429685360051195,0.08229728659378518
test,Categorical EM-MMIL,I,NK cells,II_III,81,0.058704224107963665,0.1089315910159762
test,Categorical EM-MMIL,I,MAST cells,II_III,35,0.05085916146485343,0.09484264909432662
test,Categorical EM-MMIL,I,B lymphocytes,II_III,43,0.04479692610195027,0.08998187293236602
test,Categorical EM-MMIL,I,Endothelial cells,II_III,29,0.024458140837132502,0.03532472608874864
test,Categorical EM-MMIL,I,Endothelial cells,IV,29,0.8101931294989386,0.8997727667708316
test,Categorical EM-MMIL,I,MAST cells,IV,35,0.6701636537027972,0.8495493638849334
test,Categorical EM-MMIL,I,NK cells,IV,81,0.5966058596677831,0.7677327790329999
test,Categorical EM-MMIL,I,Epithelial cells,IV,109,0.5821024595583475,0.8747537065493667
test,Categorical EM-MMIL,I,Fibroblasts,IV,31,0.5404110159074612,0.813292899381182
test,Categorical EM-MMIL,I,Undetermined,IV,2,0.514897037516087,0.5934207848217393
test,Categorical EM-MMIL,I,B lymphocytes,IV,43,0.4694703296273914,0.6260892224894743
test,Categorical EM-MMIL,I,T lymphocytes,IV,248,0.40094385434338775,0.6677042335587636
test,Categorical EM-MMIL,I,Myeloid cells,IV,168,0.3468510971303423,0.7091814151858437
test,Categorical EM-MMIL,II_III,Myeloid cells,I,53,0.5728227549907013,0.8228520933586385
test,Categorical EM-MMIL,II_III,T lymphocytes,I,138,0.483967588605605,0.7994325114878567
test,Categorical EM-MMIL,II_III,MAST cells,I,3,0.4081749419314524,0.6923668239377982
test,Categorical EM-MMIL,II_III,B lymphocytes,I,40,0.38535021349284254,0.5906007159273984
test,Categorical EM-MMIL,II_III,NK cells,I,5,0.27241935485948127,0.42719182013291523
test,Categorical EM-MMIL,II_III,Epithelial cells,I,10,0.2612941425758304,0.3274434517404047
test,Categorical EM-MMIL,II_III,Endothelial cells,I,1,0.1398146727708775,0.1398146727708775
test,Categorical EM-MMIL,II_III,Undetermined,I,1,0.136163500395352,0.136163500395352
test,Categorical EM-MMIL,II_III,Epithelial cells,II_III,10,0.3527185037931716,0.604189115887556
test,Categorical EM-MMIL,II_III,Myeloid cells,II_III,53,0.05206196368666887,0.07469045856893601
test,Categorical EM-MMIL,II_III,NK cells,II_III,5,0.048124874185037816,0.07214466023121782
test,Categorical EM-MMIL,II_III,MAST cells,II_III,3,0.04120593520729047,0.05532007708819584
test,Categorical EM-MMIL,II_III,T lymphocytes,II_III,138,0.037020033142607954,0.07254014064352475
test,Categorical EM-MMIL,II_III,Undetermined,II_III,1,0.0336681486355485,0.0336681486355485
test,Categorical EM-MMIL,II_III,B lymphocytes,II_III,40,0.029925923918894527,0.03990523517217898
test,Categorical EM-MMIL,II_III,Endothelial cells,II_III,1,0.014347329521964,0.014347329521964
test,Categorical EM-MMIL,II_III,Endothelial cells,IV,1,0.8458379977071584,0.8458379977071584
test,Categorical EM-MMIL,II_III,Undetermined,IV,1,0.8301683509690995,0.8301683509690995
test,Categorical EM-MMIL,II_III,NK cells,IV,5,0.6794557709554808,0.8316682290107519
test,Categorical EM-MMIL,II_III,B lymphocytes,IV,40,0.5847238625882628,0.788973106703314
test,Categorical EM-MMIL,II_III,MAST cells,IV,3,0.550619122861257,0.7712196964519799
test,Categorical EM-MMIL,II_III,T lymphocytes,IV,138,0.479012378251787,0.7707051677651235
test,Categorical EM-MMIL,II_III,Epithelial cells,IV,10,0.3859873536309979,0.6339363944441114
test,Categorical EM-MMIL,II_III,Myeloid cells,IV,53,0.3751152813226297,0.7333152006838766
test,Categorical EM-MMIL,IV,T lymphocytes,I,344,0.3147253935911132,0.6169510308318779
test,Categorical EM-MMIL,IV,B lymphocytes,I,195,0.29844305498148055,0.5099087322308378
test,Categorical EM-MMIL,IV,NK cells,I,34,0.25392774505778665,0.5311666028893108
test,Categorical EM-MMIL,IV,Myeloid cells,I,160,0.17700642514891105,0.32904745990062784
test,Categorical EM-MMIL,IV,MAST cells,I,1,0.1538607879322532,0.1538607879322532
test,Categorical EM-MMIL,IV,Undetermined,I,8,0.12108658355171034,0.160572911487954
test,Categorical EM-MMIL,IV,Fibroblasts,I,6,0.08914377019083963,0.13440353941460575
test,Categorical EM-MMIL,IV,Oligodendrocytes,I,6,0.08760016281831112,0.15761567860989875
test,Categorical EM-MMIL,IV,Epithelial cells,I,267,0.0748192636730663,0.10918472723633271
test,Categorical EM-MMIL,IV,Oligodendrocytes,II_III,6,0.14276013215107952,0.20934593219525593
test,Categorical EM-MMIL,IV,Fibroblasts,II_III,6,0.05166609756894872,0.09397132122057539
test,Categorical EM-MMIL,IV,NK cells,II_III,34,0.03780508954179161,0.06846735519233109
test,Categorical EM-MMIL,IV,Myeloid cells,II_III,160,0.03241918771632195,0.06683727125563269
test,Categorical EM-MMIL,IV,Undetermined,II_III,8,0.023948571695031985,0.02788341935078796
test,Categorical EM-MMIL,IV,B lymphocytes,II_III,195,0.022184233928906488,0.03216413462580626
test,Categorical EM-MMIL,IV,Epithelial cells,II_III,267,0.02077716349617697,0.032988200440426
test,Categorical EM-MMIL,IV,T lymphocytes,II_III,344,0.02008366325734567,0.03254834331747616
test,Categorical EM-MMIL,IV,MAST cells,II_III,1,0.0199454867856059,0.0199454867856059
test,Categorical EM-MMIL,IV,Epithelial cells,IV,267,0.9044035728307567,0.9481371215526153
test,Categorical EM-MMIL,IV,Fibroblasts,IV,6,0.8591901322402116,0.909950367560561
test,Categorical EM-MMIL,IV,Undetermined,IV,8,0.8549648447532576,0.8872042998358783
test,Categorical EM-MMIL,IV,MAST cells,IV,1,0.8261937252821409,0.8261937252821409
test,Categorical EM-MMIL,IV,Myeloid cells,IV,160,0.7905743871347669,0.9412899456482806
test,Categorical EM-MMIL,IV,Oligodendrocytes,IV,6,0.7696397050306092,0.8498355227930756
test,Categorical EM-MMIL,IV,NK cells,IV,34,0.7082671654004217,0.9303527390728668
test,Categorical EM-MMIL,IV,B lymphocytes,IV,195,0.6793727110896127,0.8696873063209641
test,Categorical EM-MMIL,IV,T lymphocytes,IV,344,0.665190943151541,0.9084840234261244
test,Categorical MCEM-MMIL,I,Myeloid cells,I,168,0.5869185351227719,0.8182825309667927
test,Categorical MCEM-MMIL,I,T lymphocytes,I,248,0.5232221012412144,0.7918682525513577
test,Categorical MCEM-MMIL,I,B lymphocytes,I,43,0.4899875321922402,0.662870143858997
test,Categorical MCEM-MMIL,I,Undetermined,I,2,0.408420388150585,0.4823098817014376
test,Categorical MCEM-MMIL,I,NK cells,I,81,0.34262479191324213,0.5071050505820474
test,Categorical MCEM-MMIL,I,MAST cells,I,35,0.2809109716983889,0.49218162329769083
test,Categorical MCEM-MMIL,I,Epithelial cells,I,109,0.2570277723318346,0.41769631944832
test,Categorical MCEM-MMIL,I,Fibroblasts,I,31,0.1761874989405199,0.3379000723361969
test,Categorical MCEM-MMIL,I,Endothelial cells,I,29,0.1705726828739654,0.25745107956376434
test,Categorical MCEM-MMIL,I,Fibroblasts,II_III,31,0.30082410731526943,0.5613118242826514
test,Categorical MCEM-MMIL,I,Epithelial cells,II_III,109,0.14976127557606783,0.4785829784373391
test,Categorical MCEM-MMIL,I,T lymphocytes,II_III,248,0.07351767864290676,0.16678637017627998
test,Categorical MCEM-MMIL,I,Myeloid cells,II_III,168,0.06599420461762867,0.10416674084787432
test,Categorical MCEM-MMIL,I,NK cells,II_III,81,0.05720548424667082,0.106619391042572
test,Categorical MCEM-MMIL,I,Undetermined,II_III,2,0.05186634191786754,0.06132579270996143
test,Categorical MCEM-MMIL,I,MAST cells,II_III,35,0.04614398259434824,0.08509148062729334
test,Categorical MCEM-MMIL,I,B lymphocytes,II_III,43,0.040769058122800274,0.08952569504299027
test,Categorical MCEM-MMIL,I,Endothelial cells,II_III,29,0.028048783269883557,0.041109668596735434
test,Categorical MCEM-MMIL,I,Endothelial cells,IV,29,0.8013785338561511,0.8977447553553944
test,Categorical MCEM-MMIL,I,MAST cells,IV,35,0.6729450457072628,0.8537520658064777
test,Categorical MCEM-MMIL,I,NK cells,IV,81,0.600169723840087,0.7731384447760884
test,Categorical MCEM-MMIL,I,Epithelial cells,IV,109,0.5932109520920976,0.876716162070804
test,Categorical MCEM-MMIL,I,Undetermined,IV,2,0.5397132699315472,0.6230622142744937
test,Categorical MCEM-MMIL,I,Fibroblasts,IV,31,0.5229883937442106,0.7867924629657899
test,Categorical MCEM-MMIL,I,B lymphocytes,IV,43,0.4692434096849594,0.6242452560208758
test,Categorical MCEM-MMIL,I,T lymphocytes,IV,248,0.4032602201158787,0.672694222295253
test,Categorical MCEM-MMIL,I,Myeloid cells,IV,168,0.34708726025959935,0.7030621013341833
test,Categorical MCEM-MMIL,II_III,Myeloid cells,I,53,0.5724032485578826,0.8259398136246398
test,Categorical MCEM-MMIL,II_III,T lymphocytes,I,138,0.48720246192686023,0.7948224609399954
test,Categorical MCEM-MMIL,II_III,MAST cells,I,3,0.4128143373292523,0.6955589028779876
test,Categorical MCEM-MMIL,II_III,B lymphocytes,I,40,0.39468463044533275,0.6058442732388735
test,Categorical MCEM-MMIL,II_III,NK cells,I,5,0.27460692726813873,0.42823019071830615
test,Categorical MCEM-MMIL,II_III,Epithelial cells,I,10,0.24440136273892582,0.3213558573727922
test,Categorical MCEM-MMIL,II_III,Endothelial cells,I,1,0.1341391200790587,0.1341391200790587
test,Categorical MCEM-MMIL,II_III,Undetermined,I,1,0.1204494158438069,0.1204494158438069
test,Categorical MCEM-MMIL,II_III,Epithelial cells,II_III,10,0.3842451687347223,0.5910966279775909
test,Categorical MCEM-MMIL,II_III,Myeloid cells,II_III,53,0.04826965932775607,0.06703572526562745
test,Categorical MCEM-MMIL,II_III,NK cells,II_III,5,0.040256516520792825,0.06412046535745049
test,Categorical MCEM-MMIL,II_III,T lymphocytes,II_III,138,0.037030353975280955,0.07124900372672721
test,Categorical MCEM-MMIL,II_III,MAST cells,II_III,3,0.03420952717277167,0.042407242092754996
test,Categorical MCEM-MMIL,II_III,B lymphocytes,II_III,40,0.02634485218253696,0.0354830145704326
test,Categorical MCEM-MMIL,II_III,Undetermined,II_III,1,0.0190684974028233,0.0190684974028233
test,Categorical MCEM-MMIL,II_III,Endothelial cells,II_III,1,0.0171402133362732,0.0171402133362732
test,Categorical MCEM-MMIL,II_III,Undetermined,IV,1,0.8604820867533697,0.8604820867533697
test,Categorical MCEM-MMIL,II_III,Endothelial cells,IV,1,0.848720666584668,0.848720666584668
test,Categorical MCEM-MMIL,II_III,NK cells,IV,5,0.6851365562110685,0.82720230504674
test,Categorical MCEM-MMIL,II_III,B lymphocytes,IV,40,0.5789705173721302,0.7752114975993006
test,Categorical MCEM-MMIL,II_III,MAST cells,IV,3,0.552976135497976,0.7624658415544872
test,Categorical MCEM-MMIL,II_III,T lymphocytes,IV,138,0.4757671840978587,0.7593125363765432
test,Categorical MCEM-MMIL,II_III,Myeloid cells,IV,53,0.37932709211436116,0.7320498497815549
test,Categorical MCEM-MMIL,II_III,Epithelial cells,IV,10,0.37135346852635176,0.5783267339839595
test,Categorical MCEM-MMIL,IV,T lymphocytes,I,344,0.32098424840337875,0.6191188501715622
test,Categorical MCEM-MMIL,IV,B lymphocytes,I,195,0.29868769700192577,0.49694995147844573
test,Categorical MCEM-MMIL,IV,NK cells,I,34,0.2562852131176167,0.5376971427847088
test,Categorical MCEM-MMIL,IV,Myeloid cells,I,160,0.18053106469250602,0.3538773979877276
test,Categorical MCEM-MMIL,IV,MAST cells,I,1,0.1407872822528802,0.1407872822528802
test,Categorical MCEM-MMIL,IV,Undetermined,I,8,0.12799459853520406,0.1708149644532623
test,Categorical MCEM-MMIL,IV,Oligodendrocytes,I,6,0.0926762524871234,0.1671240231614991
test,Categorical MCEM-MMIL,IV,Fibroblasts,I,6,0.08176614637483948,0.124124544082316
test,Categorical MCEM-MMIL,IV,Epithelial cells,I,267,0.07932467639363394,0.11666349519767714
test,Categorical MCEM-MMIL,IV,Oligodendrocytes,II_III,6,0.14029468276583903,0.196382035632862
test,Categorical MCEM-MMIL,IV,Fibroblasts,II_III,6,0.05426165768838829,0.10202904025731956
test,Categorical MCEM-MMIL,IV,NK cells,II_III,34,0.039016924075716164,0.06653250026663154
test,Categorical MCEM-MMIL,IV,Myeloid cells,II_III,160,0.03131142813579148,0.06462678976352994
test,Categorical MCEM-MMIL,IV,T lymphocytes,II_III,344,0.020124536333275597,0.03307344283660215
test,Categorical MCEM-MMIL,IV,B lymphocytes,II_III,195,0.020095648937230006,0.02995444048090835
test,Categorical MCEM-MMIL,IV,MAST cells,II_III,1,0.0198338022902398,0.0198338022902398
test,Categorical MCEM-MMIL,IV,Epithelial cells,II_III,267,0.018764747519058413,0.02708206136351806
test,Categorical MCEM-MMIL,IV,Undetermined,II_III,8,0.017683807193076065,0.02113848091553123
test,Categorical MCEM-MMIL,IV,Epithelial cells,IV,267,0.9019105760873075,0.9447799573984329
test,Categorical MCEM-MMIL,IV,Fibroblasts,IV,6,0.8639721959367721,0.9134289389176364
test,Categorical MCEM-MMIL,IV,Undetermined,IV,8,0.8543215942717198,0.8909946051479558
test,Categorical MCEM-MMIL,IV,MAST cells,IV,1,0.8393789154568799,0.8393789154568799
test,Categorical MCEM-MMIL,IV,Myeloid cells,IV,160,0.7881575071717023,0.9390969858913143
test,Categorical MCEM-MMIL,IV,Oligodendrocytes,IV,6,0.7670290647470375,0.8476133534685748
test,Categorical MCEM-MMIL,IV,NK cells,IV,34,0.7046978628066671,0.9310314537040703
test,Categorical MCEM-MMIL,IV,B lymphocytes,IV,195,0.6812166540608441,0.8744290907578046
test,Categorical MCEM-MMIL,IV,T lymphocytes,IV,344,0.6588912152633456,0.9084212380442257
test,Naive inherited-label classifier,I,Myeloid cells,I,168,0.5120643539727292,0.6987377943454572
test,Naive inherited-label classifier,I,T lymphocytes,I,248,0.48813114670733077,0.695261137941702
test,Naive inherited-label classifier,I,B lymphocytes,I,43,0.4854666588937296,0.6138687747969351
test,Naive inherited-label classifier,I,Undetermined,I,2,0.45937963447619246,0.48841451807381014
test,Naive inherited-label classifier,I,NK cells,I,81,0.34449353584764153,0.4535739624607844
test,Naive inherited-label classifier,I,MAST cells,I,35,0.2977668086673099,0.46330533896301995
test,Naive inherited-label classifier,I,Epithelial cells,I,109,0.2859194675732615,0.4229939851139327
test,Naive inherited-label classifier,I,Endothelial cells,I,29,0.2711131263933918,0.36545763179380875
test,Naive inherited-label classifier,I,Fibroblasts,I,31,0.2474963862782243,0.4113347171048117
