split,model,n_patients,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,aggregation
test,Categorical EM-MMIL,12,0.9838802640998879,0.6666666666666666,0.5333333333333333,0.7321428571428571,mean_prob
test,Categorical EM-MMIL,12,1.0078022971443628,0.6666666666666666,0.5333333333333333,0.7321428571428571,median_prob
test,Categorical EM-MMIL,12,1.0171844397860375,0.5833333333333334,0.4666666666666666,0.6190476190476191,q99_prob
test,Categorical EM-MMIL,12,1.0433882069708125,0.6666666666666666,0.5333333333333333,0.7166666666666666,q90_prob
test,Categorical MCEM-MMIL,12,0.9863239767568578,0.6666666666666666,0.5333333333333333,0.7179487179487178,mean_prob
test,Categorical MCEM-MMIL,12,1.0151423694234787,0.6666666666666666,0.5333333333333333,0.7321428571428571,median_prob
test,Categorical MCEM-MMIL,12,1.02314972841748,0.5833333333333334,0.4666666666666666,0.6190476190476191,q99_prob
test,Categorical MCEM-MMIL,12,1.051403372518991,0.6666666666666666,0.5333333333333333,0.7166666666666666,q90_prob
test,Naive inherited-label classifier,12,0.8817564670845538,0.6666666666666666,0.5333333333333333,0.7179487179487178,median_prob
test,Naive inherited-label classifier,12,0.8862927165656079,0.6666666666666666,0.5333333333333333,0.7166666666666666,mean_prob
test,Naive inherited-label classifier,12,0.9419441151582792,0.6666666666666666,0.5333333333333333,0.7166666666666666,q90_prob
test,Naive inherited-label classifier,12,0.9591010551365868,0.6666666666666666,0.5333333333333333,0.7179487179487178,q99_prob
train,Categorical EM-MMIL,32,0.7538097908377719,0.75,0.5833333333333334,0.8144963144963145,mean_prob
train,Categorical EM-MMIL,32,0.7841915455727455,0.75,0.5833333333333334,0.8079710144927535,q90_prob
train,Categorical EM-MMIL,32,0.7880302795111067,0.6875,0.5277777777777778,0.7280701754385965,median_prob
train,Categorical EM-MMIL,32,0.8529688035755714,0.53125,0.3888888888888889,0.47619047619047616,q99_prob
train,Categorical MCEM-MMIL,32,0.7534467072344,0.75,0.5833333333333334,0.8144963144963145,mean_prob
train,Categorical MCEM-MMIL,32,0.7798810975685526,0.75,0.6222222222222222,0.6353496353496354,q90_prob
train,Categorical MCEM-MMIL,32,0.7961407977792583,0.71875,0.5555555555555555,0.7756892230576442,median_prob
train,Categorical MCEM-MMIL,32,0.8505212939997522,0.5625,0.45555555555555555,0.43362193362193363,q99_prob
train,Naive inherited-label classifier,32,0.6645963880514375,0.75,0.5833333333333334,0.8079710144927535,median_prob
train,Naive inherited-label classifier,32,0.6811402371374455,0.78125,0.65,0.6616161616161617,mean_prob
train,Naive inherited-label classifier,32,0.73457866102547,0.78125,0.65,0.6616161616161617,q90_prob
train,Naive inherited-label classifier,32,0.8194940887189237,0.75,0.6222222222222222,0.6409356725146199,q99_prob
