iter,delta,mean_q_advanced,mean_q_mc_advanced,train_logloss_inherited
1,0.05151884562761489,0.3000000000000001,0.299194847020934,1.0820250310309945
2,0.0415737873912667,0.3000000000000001,0.2958700388367907,1.1077432556001918
3,0.03361383209386769,0.299995129639093,0.29891067538126365,1.1852574441821355
4,0.026190137695947396,0.29996195038150414,0.2988348962773515,1.3181433267224483
5,0.01968137645266974,0.29987644128969,0.3001041962678791,1.4671725562408018
6,0.0165949460644759,0.2997312653518728,0.2983707492658899,1.6447079541442833
7,0.012037763737955754,0.29959192883024094,0.30038836790754947,1.8103378198599622
8,0.010826553390762998,0.29934805617521343,0.2995547977645165,1.9963173526227387
9,0.009393315461046993,0.299107080944658,0.300028417163967,2.1883618168016787
10,0.007845567445261811,0.2987395558439387,0.2996400492564176,2.4011660191663426
11,0.006925705858129189,0.29829194249775737,0.29923273657289,2.6600897541205373
12,0.005998204193678079,0.29762417453836365,0.29826655299801075,2.9805350318313346
13,0.005100442371071225,0.29711236520924456,0.29761295822676903,3.3307483972193506
14,0.0051409838484671394,0.2968627573823477,0.29779293359856024,3.7321104194477477
15,0.004189197064199833,0.29601689233229006,0.29642890972814245,3.9845539947727246
16,0.003652305394548659,0.2955515591522374,0.29593634555271386,4.183431754557775
17,0.0032581385823524794,0.29534261417231555,0.2959079283887468,4.4350386465031155
18,0.002723669096208768,0.29504813706625427,0.2956427015250545,4.607643866943929
19,0.002149039921804603,0.2942117168297028,0.29436392914653786,4.717808911746633
20,0.0021582496936796377,0.29392440032833106,0.29408922989485653,4.842711797313883
21,0.0021477029965338464,0.2939385200774591,0.29430709481860373,5.020987029283422
22,0.0022057369014518114,0.2929559949121295,0.29287676423226294,5.149013011160712
23,0.0018699705286766386,0.2927695742213596,0.2926873164724827,5.246449064466934
24,0.002126778394838101,0.29310548265536546,0.2932651321398124,5.345227782409182
25,0.0019415289423035153,0.2928390084458941,0.2929335985601971,5.436039567786308
26,0.002011617631904384,0.29311840736471284,0.2934166903476366,5.4847899384760295
27,0.0016225593335537846,0.29233663717641717,0.2922894761769442,5.567757798811579
28,0.0020535120223938567,0.2921312400577625,0.2919958321492848,5.65041858130785
29,0.0019547810626533075,0.2922764794317627,0.2922989485649332,5.703687559835089
30,0.0016290295651481001,0.2920911725301773,0.29203372170124087,5.751116527808311
