iter,delta,mean_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.07970921725091867,0.6352882475831987,0.8119734826377811,0.7215977519068647
2,0.03801802657091372,0.5342783291089652,0.7255851691427192,0.7097551184263348
3,0.019635497283740797,0.4810539709214288,0.7099582740859609,0.7057406663990365
4,0.011329732372424291,0.4508399061742209,0.715991618381929,0.7061421116017663
5,0.007541610816863405,0.4314189000135599,0.7274297913484016,0.7047370533922119
6,0.005289261199414464,0.4186272620393878,0.737588528862314,0.7041348855881172
7,0.003920814078795225,0.4100363057162399,0.7464417062226988,0.7073464472099559
8,0.003204657746276333,0.40389998803108296,0.7539873825673006,0.7051384985949418
9,0.0028081804562956375,0.39998250037082045,0.759756402872779,0.7075471698113207
10,0.002356458809194993,0.39674033656640234,0.764157782839841,0.706945002007226
11,0.0024090573627945605,0.3940652227513157,0.7676408576705108,0.7109594540345243
12,0.002153786872574956,0.39213447332766466,0.7708123146222148,0.70915295062224
13,0.002175986957483304,0.3908417716180412,0.7732729275001856,0.7089522280208751
14,0.002149857246867019,0.38981172344703496,0.7759521337863382,0.7105580088317944
15,0.0020691849728767184,0.38878141875063726,0.7774178203413858,0.70915295062224
16,0.0021195581212867403,0.3880944377724076,0.777913267573509,0.7103572862304296
17,0.0020656088482536115,0.3872841930474479,0.779067856654117,0.7097551184263348
18,0.00195256904496756,0.3871389993365049,0.7804152075010604,0.7087515054195103
19,0.0018882120390082224,0.3865126442062449,0.7810742701016649,0.711762344439984
20,0.0020613947245923365,0.38566112573015776,0.7813839648480846,0.7127659574468085
21,0.0020047068463348327,0.38571666573490687,0.7831899588596942,0.7105580088317944
22,0.002065556743920135,0.3853248241772551,0.7842457337531739,0.7087515054195103
23,0.0019005413919589633,0.38499833644688614,0.7846197379251503,0.7097551184263348
24,0.001821301903952149,0.3843503623499351,0.7849165145073362,0.7089522280208751
25,0.0018843096733497226,0.3838924658132637,0.7851622104480948,0.7095543958249699
26,0.0019455048598351035,0.38393409885210883,0.7861428100735897,0.7101565636290647
27,0.001789361607892341,0.3839495105419355,0.7867393464177543,0.7099558410276997
28,0.001543923732210914,0.3833430994933365,0.7868232173659134,0.711762344439984
29,0.001513736534291541,0.38310586245099243,0.7870105040524642,0.7107587314331594
30,0.0015885733817006108,0.3832026167696024,0.7878158926369295,0.7111601766358892
