iter,delta,mean_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.09594573458841453,0.5610925909019538,0.6871252443878192,0.8434363709353673
2,0.04068226351335257,0.4267560333384549,0.554046553990108,0.832597350461662
3,0.017394756870214453,0.36839374391557683,0.5259747673544307,0.8273785628261743
4,0.008671673062601352,0.3410138831340889,0.5233798941345948,0.82557205941389
5,0.004812036174029052,0.32860756711509226,0.5264656284749053,0.8237655560016057
6,0.0030326747926585117,0.3229295077697728,0.5290153373883932,0.8217583299879566
7,0.0026601294361058197,0.32015013669177167,0.5314779360016874,0.8219590525893216
8,0.0024704661761238904,0.31813001165855603,0.5321319309415862,0.8243677238057006
9,0.0021212455016370656,0.3175642186732355,0.5334624342107714,0.8215576073865918
10,0.002315170904220781,0.3167142350320942,0.5332332860513266,0.8225612203934163
11,0.0016341794216775851,0.3160949601312023,0.533683312809781,0.8223604977920513
12,0.0018378079787355524,0.31573960194727935,0.5338850981215277,0.8219590525893216
13,0.002329934710685959,0.3159188642703425,0.5358085239899609,0.8211561621838619
14,0.002262216206781744,0.3158623229873957,0.5359792156681924,0.8211561621838619
15,0.0019628820254071846,0.3154785153714112,0.5363779455001944,0.8225612203934163
16,0.0018852496636377095,0.31506588298039556,0.5361006021449808,0.8235648334002409
17,0.0018744830284677704,0.315276787280239,0.5365806061263996,0.8237655560016057
18,0.0018221494911727163,0.3146025689677574,0.536808707919978,0.8211561621838619
19,0.0020241741449672263,0.31450716109929205,0.5369723898785257,0.8227619429947812
20,0.0019067070377295423,0.3145129143483121,0.537152108831112,0.8219590525893216
21,0.001659521196040937,0.31442918859520946,0.5371840887347894,0.8229626655961462
22,0.0017446548069175011,0.3144907427141662,0.5368118738847406,0.823364110798876
23,0.0020502003858954812,0.31446600367751504,0.5367439516903602,0.8217583299879566
24,0.0017892550544058644,0.31480404320706334,0.5370121305834048,0.8227619429947812
25,0.0021347277383968436,0.314304530913567,0.5371479994556012,0.8235648334002409
26,0.0021540541428064198,0.31427604341954285,0.5379451782747129,0.8215576073865918
27,0.002223904776745148,0.3147016738174138,0.5383812437596948,0.8225612203934163
28,0.0017623555603031086,0.31445004570584045,0.5383280679024002,0.8205539943797672
29,0.0018046062568156094,0.3144379039340281,0.5388742206114302,0.8237655560016057
30,0.0019648084581995614,0.31401196219848304,0.5386094605903696,0.8225612203934163
