split,model,Stage_cat,Cell_type,class,n_cells,mean_prob,q90_prob
test,Categorical EM-MMIL,I,Undetermined,I,2,0.9776787447233994,0.9953781065794193
test,Categorical EM-MMIL,I,T lymphocytes,I,248,0.6947259035057056,0.9998697992030167
test,Categorical EM-MMIL,I,B lymphocytes,I,43,0.645519221740669,0.9992480451631462
test,Categorical EM-MMIL,I,Myeloid cells,I,168,0.5818263037729472,0.999725461812364
test,Categorical EM-MMIL,I,NK cells,I,81,0.35093128459632106,0.988351246247084
test,Categorical EM-MMIL,I,Fibroblasts,I,31,0.3332182638643464,0.9621205981846708
test,Categorical EM-MMIL,I,MAST cells,I,35,0.2671955323270854,0.9200386801295771
test,Categorical EM-MMIL,I,Endothelial cells,I,29,0.13811179121572847,0.4531437024042867
test,Categorical EM-MMIL,I,Epithelial cells,I,109,0.0004162177198654049,5.676889658201898e-06
test,Categorical EM-MMIL,I,Fibroblasts,II_III,31,0.5041905666060658,0.9979277292109204
test,Categorical EM-MMIL,I,MAST cells,II_III,35,0.15821675345220473,0.8014392274156084
test,Categorical EM-MMIL,I,Epithelial cells,II_III,109,0.13361342135042206,0.9865853468163305
test,Categorical EM-MMIL,I,NK cells,II_III,81,0.10950994552885183,0.616541878909661
test,Categorical EM-MMIL,I,Myeloid cells,II_III,168,0.10824825258946558,0.4354580119730382
test,Categorical EM-MMIL,I,T lymphocytes,II_III,248,0.07686324603921013,0.2636098516946141
test,Categorical EM-MMIL,I,Endothelial cells,II_III,29,0.0316001994792144,0.0029571521694764192
test,Categorical EM-MMIL,I,B lymphocytes,II_III,43,0.022701286922438845,1.8665144217650434e-05
test,Categorical EM-MMIL,I,Undetermined,II_III,2,5.677574439510681e-07,7.695277944689087e-07
test,Categorical EM-MMIL,I,Epithelial cells,IV,109,0.8659703609297125,0.999999999998
test,Categorical EM-MMIL,I,Endothelial cells,IV,29,0.8302880093050571,0.9999999960505881
test,Categorical EM-MMIL,I,MAST cells,IV,35,0.5745877142207099,0.9997096666609029
test,Categorical EM-MMIL,I,NK cells,IV,81,0.539558769874827,0.9994893573880504
test,Categorical EM-MMIL,I,B lymphocytes,IV,43,0.3317794913368921,0.9542340069374825
test,Categorical EM-MMIL,I,Myeloid cells,IV,168,0.3099254436375872,0.999999132102386
test,Categorical EM-MMIL,I,T lymphocytes,IV,248,0.22841085045508422,0.9557396562987618
test,Categorical EM-MMIL,I,Fibroblasts,IV,31,0.16259116952958783,0.7219046888925805
test,Categorical EM-MMIL,I,Undetermined,IV,2,0.02232068751915665,0.040020251145527014
test,Categorical EM-MMIL,II_III,B lymphocytes,I,40,0.6846057871927729,0.9982592395486563
test,Categorical EM-MMIL,II_III,T lymphocytes,I,138,0.6783255593199392,0.9992608583502604
test,Categorical EM-MMIL,II_III,Myeloid cells,I,53,0.6348322709122881,0.9997193685015665
test,Categorical EM-MMIL,II_III,MAST cells,I,3,0.33577560620524655,0.8006911040436981
test,Categorical EM-MMIL,II_III,NK cells,I,5,0.20074073181649804,0.5976089211927496
test,Categorical EM-MMIL,II_III,Undetermined,I,1,0.1166554570221743,0.1166554570221743
test,Categorical EM-MMIL,II_III,Endothelial cells,I,1,0.0004890621783952,0.0004890621783952
test,Categorical EM-MMIL,II_III,Epithelial cells,I,10,3.9426704311623615e-05,3.9760280980065866e-05
