iter,delta,mean_entropy,mean_mc_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.09138530018447902,0.6047816286836531,0.7834468566452347,0.7777516080594836,0.7252107587314331
2,0.04705029898574843,0.4657353901053135,0.571097870222256,0.6708722684138916,0.7294259333600963
3,0.02601709844397341,0.3846615806780664,0.4323350905338206,0.6602023244940048,0.7318346045764753
4,0.016490188816350115,0.3328834952655987,0.35532375359323765,0.686986096578834,0.7330389401846648
5,0.011180800772917719,0.2983946485758532,0.30798849067178635,0.7335851030926037,0.737254114813328
6,0.009642018757570113,0.2713286681619514,0.27430687062043835,0.8069352901234066,0.7432757928542754
7,0.008691834489101411,0.24871895054068538,0.24946666646640442,0.9000614924191137,0.7498996386993175
8,0.007082852496804884,0.23141320826295017,0.23205760812785134,0.9657284764694432,0.7541148133279807
9,0.00721092803465576,0.2152801650469694,0.21376962037625213,1.0479268933236645,0.7605379365716579
10,0.006428768230112065,0.201681789058088,0.19934965587932096,1.1238188418809063,0.7643516659975913
11,0.005764689300741921,0.19163707400504884,0.18829125407537417,1.1849121062159123,0.767362505018065
12,0.005285222410732873,0.181623507259802,0.1770752062255655,1.2385712564229603,0.7689682858289844
13,0.00440852364297454,0.17333021699225876,0.1677052350101432,1.2859116700167281,0.7695704536330791
14,0.0034890019031258296,0.16645343982339184,0.16178704164709123,1.3308551960498727,0.7707747892412685
15,0.0033507589664640842,0.16006264555828068,0.1537745702095172,1.3803481770788353,0.7721798474508229
16,0.0029429357997420693,0.15552825395467001,0.14841319678545126,1.4194824872237393,0.7721798474508229
17,0.00245033048518428,0.15282546976068218,0.14613715274560243,1.4463050055466515,0.7719791248494581
18,0.0024629989072890955,0.1498513647993754,0.14192961542931062,1.4751169417127712,0.7729827378562826
19,0.0023346588979203365,0.1478610423088161,0.14010061714785194,1.4939414980137617,0.7755921316740265
20,0.0020906981715438622,0.14645018359075612,0.13742503979797638,1.5092063663151603,0.776796467282216
21,0.0021235051511689597,0.1432493487312029,0.13440781021533613,1.5374774199562748,0.7771979124849459
22,0.0018880500959114143,0.14111288056201976,0.13258726332742865,1.5578977578716764,0.7780008028904054
23,0.001622983049448543,0.14019460338029405,0.13110612710726252,1.5683163879420647,0.7771979124849459
24,0.00157136291369008,0.13928296152395395,0.1314899549270668,1.5821005623667181,0.7780008028904054
25,0.0015474570668602982,0.13934051925976826,0.13098385876271468,1.5904260025654926,0.7778000802890406
26,0.0016924664529066463,0.13799564702978065,0.12917565262261604,1.610639323305062,0.7784022480931353
27,0.0014554430937014236,0.13643638678493175,0.127205438543566,1.6314967313563264,0.7796065837013247
28,0.00160680536629882,0.13496955366220276,0.1267221441161006,1.652505422721026,0.779205138498595
29,0.001791758712858937,0.13327957730958953,0.12434650899864423,1.671362080980739,0.7794058610999599
30,0.0014394502361874959,0.13377901822014351,0.12455987476161014,1.6693580645221568,0.7796065837013247
