split,model,n_patients,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,aggregation
test,Categorical EM-MMIL,12,1.1866416038374623,0.5,0.39999999999999997,0.4791666666666667,q90_prob
test,Categorical EM-MMIL,12,1.244724523357806,0.5,0.39999999999999997,0.4791666666666667,q99_prob
test,Categorical EM-MMIL,12,1.3464419456816639,0.5,0.39999999999999997,0.47619047619047616,mean_prob
test,Categorical EM-MMIL,12,1.6900887820614237,0.5,0.39999999999999997,0.47619047619047616,median_prob
test,Categorical MCEM-MMIL,12,1.2193084031488248,0.5,0.39999999999999997,0.47619047619047616,q90_prob
test,Categorical MCEM-MMIL,12,1.2496347874786407,0.5,0.39999999999999997,0.4791666666666667,q99_prob
test,Categorical MCEM-MMIL,12,1.3784700626617432,0.5,0.39999999999999997,0.47619047619047616,mean_prob
test,Categorical MCEM-MMIL,12,1.746973399754688,0.4166666666666667,0.3333333333333333,0.4107142857142857,median_prob
test,Naive inherited-label classifier,12,0.9561924656222014,0.5,0.39999999999999997,0.48214285714285715,q90_prob
test,Naive inherited-label classifier,12,0.9759403862081467,0.5,0.39999999999999997,0.47619047619047616,mean_prob
test,Naive inherited-label classifier,12,0.985315728645784,0.4166666666666667,0.3333333333333333,0.4107142857142857,median_prob
test,Naive inherited-label classifier,12,1.0473979407840546,0.5,0.39999999999999997,0.4791666666666667,q99_prob
train,Categorical EM-MMIL,32,0.8603783208384237,0.71875,0.5944444444444444,0.6076023391812866,q90_prob
train,Categorical EM-MMIL,32,0.8954882520111348,0.6875,0.5333333333333333,0.742014742014742,mean_prob
train,Categorical EM-MMIL,32,0.9403480090549801,0.53125,0.42777777777777776,0.3846153846153846,q99_prob
train,Categorical EM-MMIL,32,1.287657561008435,0.6875,0.5333333333333333,0.742014742014742,median_prob
train,Categorical MCEM-MMIL,32,0.8719690702232845,0.6875,0.5277777777777778,0.7434210526315789,q90_prob
train,Categorical MCEM-MMIL,32,0.9094725439942343,0.6875,0.5333333333333333,0.742014742014742,mean_prob
train,Categorical MCEM-MMIL,32,0.9477228658649068,0.5,0.3611111111111111,0.40301003344481606,q99_prob
train,Categorical MCEM-MMIL,32,1.3492464763470768,0.6875,0.5333333333333333,0.742014742014742,median_prob
train,Naive inherited-label classifier,32,0.81420580237536,0.6875,0.5333333333333333,0.742014742014742,mean_prob
train,Naive inherited-label classifier,32,0.8214791489092637,0.6875,0.5333333333333333,0.742014742014742,q90_prob
train,Naive inherited-label classifier,32,0.8458769393635586,0.6875,0.5333333333333333,0.742014742014742,median_prob
train,Naive inherited-label classifier,32,0.8933995803231711,0.46875,0.3333333333333333,0.6382978723404256,q99_prob
