iter,delta,mean_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.07658411824360556,0.663729947066156,0.8695572502277655,0.6499397832195906
2,0.04225846074711758,0.5582211304663233,0.797293945525128,0.6533520674427941
3,0.024935455404952702,0.4912583029669589,0.7942509573555623,0.6553592934564432
4,0.01629150048115051,0.446273399502451,0.8184489630012545,0.6583701324769169
5,0.01254200156151377,0.41403576202531545,0.8557590716577398,0.6575672420714572
6,0.009414571425652102,0.38926387879748203,0.8969842387818048,0.660377358490566
7,0.007616471092490597,0.36965716495965056,0.9416585295667675,0.6635889201124047
8,0.006131116247671,0.35416425100531473,0.9860577334731644,0.6649939783219591
9,0.004974539204605505,0.3416587655270248,1.028246314669572,0.6653954235246888
10,0.004037489393917436,0.3314308420983226,1.0673448051703978,0.6655961461260538
11,0.003316142878710339,0.32295258625748857,1.1033664702476051,0.6661983139301485
12,0.002772112031542895,0.3158228754816005,1.136353469172194,0.6665997591328784
13,0.002360386400749313,0.30974046764437024,1.1668246330482308,0.6676033721397029
14,0.002050114249324343,0.30446793419121143,1.1954348022800962,0.6682055399437977
15,0.001821370583006507,0.299819335980921,1.2223406438742608,0.6676033721397029
16,0.0016769660447964363,0.2956438129520009,1.2483241815276742,0.6678040947410678
17,0.0016532051342287076,0.2918585926897029,1.2741057739334198,0.6690084303492573
18,0.0017920718263734626,0.288499368403685,1.2996957548493007,0.6706142111601766
19,0.0018218803168377166,0.28559905822122983,1.3249435121197357,0.6702127659574468
20,0.0015946932483015177,0.2831255736103937,1.3480799527262928,0.6702127659574468
21,0.001345181241678389,0.2810035480503774,1.3680951073947327,0.6702127659574468
22,0.0011416921202019959,0.2791676730084858,1.3847583238946979,0.6690084303492573
23,0.000980750490348321,0.2775646784110432,1.3988399952009214,0.6694098755519872
24,0.0008529874852427445,0.2761538114925146,1.411133310104732,0.6694098755519872
25,0.0007511577376013356,0.2749016676129645,1.4221852561649495,0.6692091529506222
26,0.0006689233158134429,0.2737799197820239,1.432278915905764,0.6688077077478924
27,0.0006005425086252135,0.27276772131078897,1.4413516623821823,0.6690084303492573
28,0.0005433388357210448,0.27184734941335265,1.4496436808261979,0.6688077077478924
29,0.0004946433699408915,0.271004521119532,1.4574158637364136,0.6690084303492573
30,0.0004527443169640546,0.27022734560639206,1.4646721751349263,0.6692091529506222
