split,model,Stage_cat,Cell_type,class,n_cells,mean_prob,q90_prob
test,Categorical EM-MMIL,I,Myeloid cells,I,168,0.4754082190367733,0.8894587519782584
test,Categorical EM-MMIL,I,B lymphocytes,I,43,0.4316489006290628,0.6594000451499675
test,Categorical EM-MMIL,I,T lymphocytes,I,248,0.43099255039988915,0.7911133492121771
test,Categorical EM-MMIL,I,Fibroblasts,I,31,0.2837749190184346,0.6156618635716482
test,Categorical EM-MMIL,I,MAST cells,I,35,0.18968132927549505,0.40285134540267625
test,Categorical EM-MMIL,I,NK cells,I,81,0.182493093364233,0.3448710104643567
test,Categorical EM-MMIL,I,Undetermined,I,2,0.14300776909334426,0.17187637660850605
test,Categorical EM-MMIL,I,Endothelial cells,I,29,0.042151820109026315,0.09406226030419208
test,Categorical EM-MMIL,I,Epithelial cells,I,109,0.007489890490175262,1.942745711399217e-05
test,Categorical EM-MMIL,I,Fibroblasts,II_III,31,0.5411023745092794,0.910652406964245
test,Categorical EM-MMIL,I,Myeloid cells,II_III,168,0.09837953609181678,0.24843049992035043
test,Categorical EM-MMIL,I,NK cells,II_III,81,0.08897079710287788,0.2259451303511332
test,Categorical EM-MMIL,I,MAST cells,II_III,35,0.020716585473655864,0.04435765395739095
test,Categorical EM-MMIL,I,T lymphocytes,II_III,248,0.01659960567650081,0.039364542192555585
test,Categorical EM-MMIL,I,Endothelial cells,II_III,29,0.008330161082095822,0.02324669721093504
test,Categorical EM-MMIL,I,Epithelial cells,II_III,109,0.00048780180905157584,2.955061030100732e-05
test,Categorical EM-MMIL,I,B lymphocytes,II_III,43,0.00044027421113912186,0.0005794948769337602
test,Categorical EM-MMIL,I,Undetermined,II_III,2,0.0001976973073536,0.00027580673467376
test,Categorical EM-MMIL,I,Epithelial cells,IV,109,0.9920223077007732,0.9999999994905725
test,Categorical EM-MMIL,I,Endothelial cells,IV,29,0.9495180188088778,0.9965178467114973
test,Categorical EM-MMIL,I,Undetermined,IV,2,0.856794533599302,0.885741250541784
test,Categorical EM-MMIL,I,MAST cells,IV,35,0.7896020852508491,0.9278073340465562
test,Categorical EM-MMIL,I,NK cells,IV,81,0.728536109532889,0.95800948902648
test,Categorical EM-MMIL,I,B lymphocytes,IV,43,0.5679108251597978,0.8108908169106073
test,Categorical EM-MMIL,I,T lymphocytes,IV,248,0.55240784392361,0.891696485904974
test,Categorical EM-MMIL,I,Myeloid cells,IV,168,0.42621224487140974,0.9977522312229744
test,Categorical EM-MMIL,I,Fibroblasts,IV,31,0.1751227064722859,0.6599766603673777
test,Categorical EM-MMIL,II_III,Myeloid cells,I,53,0.5453986969250519,0.90992496645541
test,Categorical EM-MMIL,II_III,B lymphocytes,I,40,0.48995025286827476,0.7777012695034211
test,Categorical EM-MMIL,II_III,T lymphocytes,I,138,0.484903894405247,0.7631718667492685
test,Categorical EM-MMIL,II_III,MAST cells,I,3,0.3849270468683971,0.6983916369931377
test,Categorical EM-MMIL,II_III,Undetermined,I,1,0.2616751727008052,0.2616751727008052
test,Categorical EM-MMIL,II_III,NK cells,I,5,0.11021194403745327,0.19909765236195326
test,Categorical EM-MMIL,II_III,Endothelial cells,I,1,0.0990094049244378,0.0990094049244378
test,Categorical EM-MMIL,II_III,Epithelial cells,I,10,6.685966771456297e-05,7.10756525431464e-05
test,Categorical EM-MMIL,II_III,NK cells,II_III,5,0.10274093925545416,0.26519318641516076
test,Categorical EM-MMIL,II_III,Myeloid cells,II_III,53,0.07551948379858059,0.19536549152583402
test,Categorical EM-MMIL,II_III,MAST cells,II_III,3,0.06850016754128574,0.14198353674431347
test,Categorical EM-MMIL,II_III,T lymphocytes,II_III,138,0.010927755061698132,0.02476320850301283
test,Categorical EM-MMIL,II_III,Endothelial cells,II_III,1,0.0013632714437634,0.0013632714437634
test,Categorical EM-MMIL,II_III,B lymphocytes,II_III,40,0.00034403163962351454,0.0006886214543253103
test,Categorical EM-MMIL,II_III,Undetermined,II_III,1,0.0002009035096028,0.0002009035096028
test,Categorical EM-MMIL,II_III,Epithelial cells,II_III,10,3.2216461986635176e-06,1.0721016530652397e-05
test,Categorical EM-MMIL,II_III,Epithelial cells,IV,10,0.9999299186860867,0.999999873145899
test,Categorical EM-MMIL,II_III,Endothelial cells,IV,1,0.8996273236317988,0.8996273236317988
test,Categorical EM-MMIL,II_III,NK cells,IV,5,0.7870471167070925,0.9332934609529845
test,Categorical EM-MMIL,II_III,Undetermined,IV,1,0.738123923789592,0.738123923789592
test,Categorical EM-MMIL,II_III,MAST cells,IV,3,0.546572785590317,0.8335472413642429
test,Categorical EM-MMIL,II_III,B lymphocytes,IV,40,0.5097057154921018,0.8963376418098088
test,Categorical EM-MMIL,II_III,T lymphocytes,IV,138,0.5041683505330546,0.7959007556393995
test,Categorical EM-MMIL,II_III,Myeloid cells,IV,53,0.37908181927636736,0.9881254003927183
test,Categorical EM-MMIL,IV,T lymphocytes,I,344,0.45700693922666213,0.7222489888168756
test,Categorical EM-MMIL,IV,B lymphocytes,I,195,0.44638876765089225,0.7382878452796451
test,Categorical EM-MMIL,IV,Undetermined,I,8,0.26466124762909854,0.4100300054355996
test,Categorical EM-MMIL,IV,NK cells,I,34,0.13063529432753263,0.273586703895866
test,Categorical EM-MMIL,IV,MAST cells,I,1,0.1000145917229604,0.1000145917229604
test,Categorical EM-MMIL,IV,Fibroblasts,I,6,0.061129421417700835,0.16238344757777304
test,Categorical EM-MMIL,IV,Myeloid cells,I,160,0.04462648163977291,0.1177971744285913
test,Categorical EM-MMIL,IV,Oligodendrocytes,I,6,0.0130716579757303,0.0347540508871914
test,Categorical EM-MMIL,IV,Epithelial cells,I,267,0.00033671116271455,0.00015363756372440026
test,Categorical EM-MMIL,IV,Oligodendrocytes,II_III,6,0.8225639972469873,0.9982798616474329
test,Categorical EM-MMIL,IV,Fibroblasts,II_III,6,0.10875180412459001,0.3252471781888354
test,Categorical EM-MMIL,IV,NK cells,II_III,34,0.014555888232369675,0.03158746486377399
test,Categorical EM-MMIL,IV,MAST cells,II_III,1,0.0060597138991993,0.0060597138991993
test,Categorical EM-MMIL,IV,T lymphocytes,II_III,344,0.005421430495662487,0.011483654120906033
test,Categorical EM-MMIL,IV,Myeloid cells,II_III,160,0.0011375317871352834,0.0026885190730249983
test,Categorical EM-MMIL,IV,Undetermined,II_III,8,0.0007013144437337125,0.0012559634368271
test,Categorical EM-MMIL,IV,B lymphocytes,II_III,195,0.0002715460737577919,0.0005056560475703799
test,Categorical EM-MMIL,IV,Epithelial cells,II_III,267,1.6307964134230467e-06,7.902990060140029e-07
test,Categorical EM-MMIL,IV,Epithelial cells,IV,267,0.999661658040872,0.9999999938530237
test,Categorical EM-MMIL,IV,Myeloid cells,IV,160,0.9542359865730917,0.9990017213986442
test,Categorical EM-MMIL,IV,MAST cells,IV,1,0.8939256943778402,0.8939256943778402
test,Categorical EM-MMIL,IV,NK cells,IV,34,0.8548088174400976,0.9740199601411874
test,Categorical EM-MMIL,IV,Fibroblasts,IV,6,0.8301187744577092,0.9990049034130122
test,Categorical EM-MMIL,IV,Undetermined,IV,8,0.7346374379271676,0.8687677982868306
test,Categorical EM-MMIL,IV,B lymphocytes,IV,195,0.5533396862753498,0.877375483674445
test,Categorical EM-MMIL,IV,T lymphocytes,IV,344,0.5375716302776753,0.8325372339965587
test,Categorical EM-MMIL,IV,Oligodendrocytes,IV,6,0.1643643447772826,0.493092985273405
test,Categorical MCEM-MMIL,I,Myeloid cells,I,168,0.4663858939319351,0.8854363906468309
test,Categorical MCEM-MMIL,I,B lymphocytes,I,43,0.434515558930695,0.6562260255739665
test,Categorical MCEM-MMIL,I,T lymphocytes,I,248,0.42816545344438345,0.7836355102274685
test,Categorical MCEM-MMIL,I,Fibroblasts,I,31,0.29155288179566374,0.6471669195838267
test,Categorical MCEM-MMIL,I,NK cells,I,81,0.18887749325427805,0.3629673117461769
test,Categorical MCEM-MMIL,I,MAST cells,I,35,0.1702207539890149,0.396226600945656
test,Categorical MCEM-MMIL,I,Undetermined,I,2,0.14473863775888873,0.17085969341835758
test,Categorical MCEM-MMIL,I,Endothelial cells,I,29,0.042171841353481405,0.09546129897322556
test,Categorical MCEM-MMIL,I,Epithelial cells,I,109,0.007879005552779515,1.9723411808956338e-05
test,Categorical MCEM-MMIL,I,Fibroblasts,II_III,31,0.5303595403840474,0.918017448979194
test,Categorical MCEM-MMIL,I,Myeloid cells,II_III,168,0.10509449355280497,0.274079734909786
test,Categorical MCEM-MMIL,I,NK cells,II_III,81,0.08258664353466583,0.209851270491605
test,Categorical MCEM-MMIL,I,T lymphocytes,II_III,248,0.01513994223469615,0.03635735860891297
test,Categorical MCEM-MMIL,I,MAST cells,II_III,35,0.012712948587667723,0.02702380931136918
test,Categorical MCEM-MMIL,I,Endothelial cells,II_III,29,0.006620819681874505,0.01663907093497578
test,Categorical MCEM-MMIL,I,Epithelial cells,II_III,109,0.0005058366629663484,1.848513232190909e-05
test,Categorical MCEM-MMIL,I,B lymphocytes,II_III,43,0.00020963853245987152,0.0002503762879445001
test,Categorical MCEM-MMIL,I,Undetermined,II_III,2,8.745693354430558e-05,0.00012003921170710112
test,Categorical MCEM-MMIL,I,Epithelial cells,IV,109,0.9916151577842541,0.9999999994307996
test,Categorical MCEM-MMIL,I,Endothelial cells,IV,29,0.9512073389646439,0.9963019111866562
test,Categorical MCEM-MMIL,I,Undetermined,IV,2,0.8551739053075669,0.8813275432451986
test,Categorical MCEM-MMIL,I,MAST cells,IV,35,0.8170662974233173,0.9403480099665632
test,Categorical MCEM-MMIL,I,NK cells,IV,81,0.728535863211056,0.9585716484973966
test,Categorical MCEM-MMIL,I,B lymphocytes,IV,43,0.565274802536845,0.8121602118754427
test,Categorical MCEM-MMIL,I,T lymphocytes,IV,248,0.5566946043209203,0.8940161653152765
test,Categorical MCEM-MMIL,I,Myeloid cells,IV,168,0.42851961251526,0.9981249358125477
test,Categorical MCEM-MMIL,I,Fibroblasts,IV,31,0.17808757782028878,0.6840478746883842
test,Categorical MCEM-MMIL,II_III,Myeloid cells,I,53,0.5380086791609077,0.9103889359492838
test,Categorical MCEM-MMIL,II_III,B lymphocytes,I,40,0.49172360441058977,0.7737127386299207
test,Categorical MCEM-MMIL,II_III,T lymphocytes,I,138,0.4823599415075242,0.7629989338778143
test,Categorical MCEM-MMIL,II_III,MAST cells,I,3,0.3702599307868491,0.6939502257339241
test,Categorical MCEM-MMIL,II_III,Undetermined,I,1,0.2621503112520795,0.2621503112520795
test,Categorical MCEM-MMIL,II_III,NK cells,I,5,0.11124214888337478,0.2032016259097394
test,Categorical MCEM-MMIL,II_III,Endothelial cells,I,1,0.1060650782358088,0.1060650782358088
test,Categorical MCEM-MMIL,II_III,Epithelial cells,I,10,7.514965592146105e-05,7.910575157985233e-05
test,Categorical MCEM-MMIL,II_III,NK cells,II_III,5,0.0983845998140028,0.2579254206614907
test,Categorical MCEM-MMIL,II_III,Myeloid cells,II_III,53,0.0792597726229167,0.20951841062423482
test,Categorical MCEM-MMIL,II_III,MAST cells,II_III,3,0.06328135530829583,0.13864830748413187
test,Categorical MCEM-MMIL,II_III,T lymphocytes,II_III,138,0.010156030576158853,0.02289838936551731
test,Categorical MCEM-MMIL,II_III,Endothelial cells,II_III,1,0.0009581084028204,0.0009581084028204
test,Categorical MCEM-MMIL,II_III,B lymphocytes,II_III,40,0.00014725803512897394,0.0002937146396846501
test,Categorical MCEM-MMIL,II_III,Undetermined,II_III,1,8.053484035045314e-05,8.053484035045314e-05
test,Categorical MCEM-MMIL,II_III,Epithelial cells,II_III,10,1.9141329189725757e-06,5.966380536211108e-06
test,Categorical MCEM-MMIL,II_III,Epithelial cells,IV,10,0.9999229362111596,0.9999998911822963
test,Categorical MCEM-MMIL,II_III,Endothelial cells,IV,1,0.8929768133613708,0.8929768133613708
test,Categorical MCEM-MMIL,II_III,NK cells,IV,5,0.7903732513026224,0.9345947668989283
test,Categorical MCEM-MMIL,II_III,Undetermined,IV,1,0.7377691539075701,0.7377691539075701
test,Categorical MCEM-MMIL,II_III,MAST cells,IV,3,0.566458713904855,0.8579762631886385
test,Categorical MCEM-MMIL,II_III,B lymphocytes,IV,40,0.5081291375542811,0.8908604956305183
test,Categorical MCEM-MMIL,II_III,T lymphocytes,IV,138,0.5074840279163169,0.7961319381810461
test,Categorical MCEM-MMIL,II_III,Myeloid cells,IV,53,0.38273154821617544,0.9897311582286884
test,Categorical MCEM-MMIL,IV,T lymphocytes,I,344,0.45697909108154433,0.7225205487035755
test,Categorical MCEM-MMIL,IV,B lymphocytes,I,195,0.4485538626839216,0.7420499918596667
test,Categorical MCEM-MMIL,IV,Undetermined,I,8,0.26054234021572653,0.4078828659871924
test,Categorical MCEM-MMIL,IV,NK cells,I,34,0.1318134671073731,0.27612823049749186
test,Categorical MCEM-MMIL,IV,MAST cells,I,1,0.0867014440290293,0.0867014440290293
test,Categorical MCEM-MMIL,IV,Fibroblasts,I,6,0.06939096829896217,0.18623646196461474
test,Categorical MCEM-MMIL,IV,Myeloid cells,I,160,0.04065877347501275,0.10594767545340357
test,Categorical MCEM-MMIL,IV,Oligodendrocytes,I,6,0.01966553382226065,0.0533653553864751
test,Categorical MCEM-MMIL,IV,Epithelial cells,I,267,0.0003670931753565741,0.00015260777600008016
test,Categorical MCEM-MMIL,IV,Oligodendrocytes,II_III,6,0.8145653758225513,0.9974552912917833
test,Categorical MCEM-MMIL,IV,Fibroblasts,II_III,6,0.09616396024832295,0.28777351159577047
test,Categorical MCEM-MMIL,IV,NK cells,II_III,34,0.01225212755284243,0.02701906592301203
test,Categorical MCEM-MMIL,IV,T lymphocytes,II_III,344,0.004804257351517264,0.009745207248047259
test,Categorical MCEM-MMIL,IV,MAST cells,II_III,1,0.0037163817571441,0.0037163817571441
test,Categorical MCEM-MMIL,IV,Myeloid cells,II_III,160,0.0009135757822923993,0.0021846469418146186
test,Categorical MCEM-MMIL,IV,Undetermined,II_III,8,0.0003279355235717,0.00059720835569437
test,Categorical MCEM-MMIL,IV,B lymphocytes,II_III,195,0.00011420949129624424,0.00021722557874756
test,Categorical MCEM-MMIL,IV,Epithelial cells,II_III,267,1.0199562007886653e-06,4.6235600215959273e-07
test,Categorical MCEM-MMIL,IV,Epithelial cells,IV,267,0.9996318868684426,0.9999999942573952
test,Categorical MCEM-MMIL,IV,Myeloid cells,IV,160,0.9584276507426948,0.999198282008998
test,Categorical MCEM-MMIL,IV,MAST cells,IV,1,0.9095821742138266,0.9095821742138266
test,Categorical MCEM-MMIL,IV,NK cells,IV,34,0.8559344053397845,0.9747052566873017
test,Categorical MCEM-MMIL,IV,Fibroblasts,IV,6,0.8344450714527148,0.9991353887458434
test,Categorical MCEM-MMIL,IV,Undetermined,IV,8,0.7391297242607018,0.8723477817296285
test,Categorical MCEM-MMIL,IV,B lymphocytes,IV,195,0.551331927824782,0.8781730170028758
test,Categorical MCEM-MMIL,IV,T lymphocytes,IV,344,0.5382166515669383,0.8347079431902776
test,Categorical MCEM-MMIL,IV,Oligodendrocytes,IV,6,0.16576909035518791,0.4973070395299832
test,Naive inherited-label classifier,I,B lymphocytes,I,43,0.4654789863192495,0.5510425226075811
test,Naive inherited-label classifier,I,Myeloid cells,I,168,0.43382841205900363,0.6838480077634026
test,Naive inherited-label classifier,I,T lymphocytes,I,248,0.3975924446127765,0.5188704199004687
test,Naive inherited-label classifier,I,Undetermined,I,2,0.31817972923713483,0.3236381947838736
