split,model,n_patients,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,aggregation
test,Categorical EM-MMIL,12,1.1699845370388364,0.5,0.39999999999999997,0.4791666666666667,q90_prob
test,Categorical EM-MMIL,12,1.2162079172516271,0.4166666666666667,0.3333333333333333,0.5882352941176471,q99_prob
test,Categorical EM-MMIL,12,1.301269930591604,0.5,0.39999999999999997,0.47619047619047616,mean_prob
test,Categorical EM-MMIL,12,1.4819046636230853,0.4166666666666667,0.3333333333333333,0.4107142857142857,median_prob
test,Categorical MCEM-MMIL,12,1.1442748860812553,0.5,0.39999999999999997,0.4791666666666667,q90_prob
test,Categorical MCEM-MMIL,12,1.212871799675176,0.4166666666666667,0.3333333333333333,0.5882352941176471,q99_prob
test,Categorical MCEM-MMIL,12,1.2766230012320272,0.5,0.39999999999999997,0.47619047619047616,mean_prob
test,Categorical MCEM-MMIL,12,1.4283054733529907,0.4166666666666667,0.3333333333333333,0.4107142857142857,median_prob
test,Naive inherited-label classifier,12,0.956862885593905,0.5,0.39999999999999997,0.48214285714285715,q90_prob
test,Naive inherited-label classifier,12,0.9773690312677933,0.5,0.39999999999999997,0.47619047619047616,mean_prob
test,Naive inherited-label classifier,12,0.9861834758749107,0.4166666666666667,0.3333333333333333,0.4107142857142857,median_prob
test,Naive inherited-label classifier,12,1.0462959246185815,0.5,0.39999999999999997,0.4791666666666667,q99_prob
train,Categorical EM-MMIL,32,0.8572029737045681,0.6875,0.5277777777777778,0.7434210526315789,q90_prob
train,Categorical EM-MMIL,32,0.9092575012284905,0.6875,0.5333333333333333,0.742014742014742,mean_prob
train,Categorical EM-MMIL,32,0.9314266282506568,0.46875,0.3333333333333333,0.6382978723404256,q99_prob
train,Categorical EM-MMIL,32,1.1819948115518728,0.65625,0.5055555555555555,0.7017543859649122,median_prob
train,Categorical MCEM-MMIL,32,0.8593938714583864,0.6875,0.5277777777777778,0.7434210526315789,q90_prob
train,Categorical MCEM-MMIL,32,0.9057443845866635,0.6875,0.5333333333333333,0.742014742014742,mean_prob
train,Categorical MCEM-MMIL,32,0.9249643493058413,0.46875,0.3333333333333333,0.6382978723404256,q99_prob
train,Categorical MCEM-MMIL,32,1.1355157069152089,0.65625,0.5055555555555555,0.7017543859649122,median_prob
train,Naive inherited-label classifier,32,0.8181603256265442,0.6875,0.5333333333333333,0.742014742014742,mean_prob
train,Naive inherited-label classifier,32,0.823660944025027,0.65625,0.5055555555555555,0.7017543859649122,q90_prob
train,Naive inherited-label classifier,32,0.8494662245322988,0.6875,0.5333333333333333,0.742014742014742,median_prob
train,Naive inherited-label classifier,32,0.8939224291407171,0.46875,0.3333333333333333,0.6382978723404256,q99_prob
