iter,delta,mean_entropy,mean_mc_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.08190063695130458,0.6288004601308432,0.7834468566452347,0.8128421626423254,0.7145724608590928
2,0.044427337065478155,0.4985513525287313,0.5936733190136958,0.7108059311011934,0.7183861902850261
3,0.02609466223678899,0.417926009573901,0.46551376972802855,0.6970035360650728,0.723404255319149
4,0.018204795856651267,0.36385523756035765,0.38567508005871576,0.7269873096600289,0.7298273785628262
5,0.01181666976882124,0.33095239241384433,0.3391577733768599,0.7735129778709262,0.7314331593737455
6,0.007828377955676421,0.3103530072896049,0.30482699340254793,0.8166639210089801,0.7318346045764753
7,0.004871595817387653,0.2987862821414259,0.2858440884010323,0.8447000576949504,0.7320353271778403
8,0.0031978062527989156,0.29229121910924805,0.2790541115867815,0.8606367275502527,0.7336411079887596
9,0.002335857675520826,0.2884392960093416,0.27159368009065327,0.8710431309745881,0.7336411079887596
10,0.0016823766474850833,0.285466773602798,0.2654609555434719,0.8787383246513645,0.7332396627860297
11,0.0017483259599142297,0.2839836608619265,0.26552988601906646,0.8823594886723052,0.7328382175832999
12,0.001595217014610008,0.28185170003787013,0.2607965776580815,0.8878857215973115,0.7316338819751104
13,0.0016187461396249964,0.2806861456854021,0.2614300154514362,0.8914980185432834,0.7318346045764753
14,0.0012806350942697285,0.27953938453711824,0.26056774795338866,0.8932690258667404,0.73243677238057
15,0.0014881398722257323,0.2788685894746797,0.2604265560591093,0.8955224748434131,0.7322360497792051
16,0.001436681824135432,0.2791252599602514,0.25932011183206793,0.8951672367887813,0.73243677238057
17,0.0014811078734128687,0.27936694130067463,0.26212595233810493,0.8939992642103817,0.73243677238057
18,0.0015023867592103498,0.2794243482704831,0.2607448554007768,0.8940040948877971,0.7336411079887596
19,0.001450707119983128,0.27888565846243324,0.2619119180331321,0.8963108878617759,0.7318346045764753
20,0.0014262290888886382,0.2790593758968033,0.2589505303161214,0.8976553350735944,0.7320353271778403
21,0.0013652188474945,0.2786001315511408,0.25945917165452603,0.8981857865440955,0.732637494981935
22,0.001340082391520096,0.27843193326784005,0.2584319754635601,0.8988646847746102,0.7328382175832999
23,0.0013609919424408348,0.27863788456219557,0.2594692401645505,0.8975238989642012,0.7320353271778403
24,0.001284899846429093,0.2784815568000513,0.2581216647042046,0.8971709939544256,0.7328382175832999
25,0.0016403198634233171,0.27908773994142344,0.26002926257987063,0.8960580267603586,0.73243677238057
26,0.0014769040334788029,0.2798551656559906,0.26030364092882174,0.8938026192434174,0.73243677238057
27,0.0017282947640237442,0.2781305481981193,0.2590706043757933,0.8978230711329436,0.732637494981935
28,0.0016006241729722486,0.2776959190182145,0.2586561863514271,0.8989768387896764,0.7314331593737455
29,0.0011192006762684678,0.27766953295294355,0.25724319739738855,0.8997203798264165,0.7314331593737455
30,0.0015096876954306382,0.2775368951371072,0.26007211933730057,0.89961467166567,0.7318346045764753
