split,model,n_patients,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,aggregation
test,Categorical EM-MMIL,12,0.923913984435309,0.75,0.6,0.8181818181818181,mean_prob
test,Categorical EM-MMIL,12,1.0171571617530044,0.5,0.39999999999999997,0.5,q99_prob
test,Categorical EM-MMIL,12,1.1106588062749492,0.5,0.39999999999999997,0.5096153846153846,q90_prob
test,Categorical EM-MMIL,12,1.1173722706295055,0.75,0.6,0.8181818181818181,median_prob
test,Categorical MCEM-MMIL,12,0.9258751522312069,0.75,0.6,0.8181818181818181,mean_prob
test,Categorical MCEM-MMIL,12,1.0181748678290672,0.5,0.39999999999999997,0.5,q99_prob
test,Categorical MCEM-MMIL,12,1.1179460954260223,0.5,0.39999999999999997,0.5096153846153846,q90_prob
test,Categorical MCEM-MMIL,12,1.1311823844176871,0.75,0.6,0.8181818181818181,median_prob
test,Naive inherited-label classifier,12,0.8219505663001972,0.75,0.6,0.8181818181818181,median_prob
test,Naive inherited-label classifier,12,0.8404145991511281,0.75,0.6,0.8166666666666667,mean_prob
test,Naive inherited-label classifier,12,0.9064528984191053,0.75,0.6,0.8166666666666667,q90_prob
test,Naive inherited-label classifier,12,1.0062689935536204,0.5833333333333334,0.4666666666666666,0.6190476190476191,q99_prob
train,Categorical EM-MMIL,32,0.6243494986121104,0.84375,0.7444444444444445,0.7744489099987821,mean_prob
train,Categorical EM-MMIL,32,0.7156071578585663,0.84375,0.7444444444444445,0.7744489099987821,median_prob
train,Categorical EM-MMIL,32,0.8056042238659209,0.78125,0.6888888888888888,0.7222222222222223,q90_prob
train,Categorical EM-MMIL,32,0.9101611973629791,0.65625,0.5388888888888889,0.5510919815080504,q99_prob
train,Categorical MCEM-MMIL,32,0.6277911488328735,0.84375,0.7444444444444445,0.7744489099987821,mean_prob
train,Categorical MCEM-MMIL,32,0.7259682246293778,0.84375,0.7444444444444445,0.7744489099987821,median_prob
train,Categorical MCEM-MMIL,32,0.805341154459267,0.78125,0.6888888888888888,0.7222222222222223,q90_prob
train,Categorical MCEM-MMIL,32,0.9089709535077704,0.65625,0.5388888888888889,0.5510919815080504,q99_prob
train,Naive inherited-label classifier,32,0.671262254552996,0.78125,0.65,0.6576949620427882,median_prob
train,Naive inherited-label classifier,32,0.6948943019237899,0.78125,0.65,0.6576949620427882,mean_prob
train,Naive inherited-label classifier,32,0.7691025489910137,0.75,0.6222222222222222,0.6353496353496354,q90_prob
train,Naive inherited-label classifier,32,0.8825885262992939,0.59375,0.5222222222222223,0.5182724252491694,q99_prob
