iter,delta,mean_entropy,mean_mc_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.07654537102506238,0.6639315043761418,0.7834468566452347,0.8698409678629969,0.646527498996387
2,0.043151213863936055,0.5579587519059958,0.6298872185710827,0.7995645793627241,0.6461260537936572
3,0.024391393746248578,0.4928483818398052,0.5231240054465961,0.7952403937163994,0.6501405058209554
4,0.016298657060553265,0.4485623757102118,0.4614397599771601,0.8172374763260964,0.6547571256523484
5,0.012305903602282613,0.4161168698294129,0.41836309778461844,0.8516015953396531,0.6587715776796468
6,0.009716039273126933,0.3910251280666646,0.3867792453549241,0.8931652963221065,0.6617824167001204
7,0.008142373383949424,0.369840028659566,0.36223185193977137,0.9397965884097892,0.6631874749096748
8,0.006394539328060525,0.35403274576705485,0.34611311084712143,0.9824045833173702,0.6637896427137696
9,0.005300836766890249,0.3412996317487919,0.32927960880470747,1.0264003823535566,0.6663990365315134
10,0.003597176887142235,0.3325438416082011,0.3200665285868355,1.0602806428549714,0.6655961461260538
11,0.003894471325431983,0.32291780567288686,0.31020420797359916,1.0994618974054884,0.6661983139301485
12,0.003349333955645177,0.31481616157800824,0.29937311263439165,1.138226214183111,0.6668004817342432
13,0.0024463311619031857,0.3094515433260991,0.29386613340041323,1.167069619140425,0.6684062625451626
14,0.0019120464831645573,0.3051368892948636,0.2904522833064463,1.186064742695925,0.6676033721397029
15,0.0023507917286617126,0.29921006684050927,0.28496521046912243,1.2198553729180157,0.6678040947410678
16,0.0018111484105083923,0.29604417198161864,0.28002250032093734,1.2422126399177136,0.6678040947410678
17,0.002266328222903869,0.2911285433759892,0.2762134270691704,1.2767289583112396,0.6684062625451626
18,0.0021863661668026385,0.2872129594813255,0.2738590090260833,1.310007878700237,0.6698113207547169
19,0.0018958722873275344,0.2830753824060157,0.26808595648301536,1.3397332396505013,0.6710156563629065
20,0.002190607403954593,0.28019059617908004,0.2637334601856649,1.3665918856100212,0.6698113207547169
21,0.0019381047656148772,0.2773829294364413,0.2617192583714907,1.3909378915921442,0.6704134885588118
22,0.0019203858675334892,0.275090856155544,0.2587062438494657,1.4101314328955017,0.6700120433560819
23,0.0014549612486018668,0.2731143555684943,0.25812738403676,1.4321968511636902,0.6710156563629065
24,0.00127960374863024,0.2725941289735763,0.25534493502049654,1.4402228797885006,0.6704134885588118
25,0.0011827504149358394,0.27246161879561925,0.25680634147319076,1.4485870202177462,0.6702127659574468
26,0.00157468427664691,0.27082169044624915,0.254589148774342,1.4622861576859154,0.6692091529506222
27,0.001748479819814822,0.2683354049708909,0.2537760500566769,1.4744702923812973,0.6698113207547169
28,0.0008189091051483936,0.2677607754584701,0.2518438206938002,1.4800708219257932,0.6698113207547169
29,0.001148940972372128,0.26704969865136746,0.25171307794562225,1.495120745700009,0.6698113207547169
30,0.0011945397092468567,0.26621385937867337,0.25100349757199997,1.5003689810677945,0.6708149337615416
