experiment_id,task_type,categorical_scheme,feature_method,n_components,model_backend,glmnet_alpha,seed,rho,label_strength,mcem_samples,model,aggregation,n_patients,n_early,n_advanced,auroc,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,metric_name,metric_value
EXP025_binary_NMFk10_glmnet_ridge_seed2026,binary,,NMF,10,glmnet,0,2026,0.7,,30,Deterministic EM-MMIL,median_prob,11,5,6,1.0,,,,,auroc,1.0
EXP025_binary_NMFk10_glmnet_ridge_seed2026,binary,,NMF,10,glmnet,0,2026,0.7,,30,MCEM-MMIL,median_prob,11,5,6,1.0,,,,,auroc,1.0
EXP025_binary_NMFk10_glmnet_ridge_seed2026,binary,,NMF,10,glmnet,0,2026,0.7,,30,Naive inherited-label classifier,mean_prob,11,5,6,0.9666666666666668,,,,,auroc,0.9666666666666668
