split,model,n_patients,logloss_mean_prob,logloss_median_prob,logloss_q90_prob,logloss_q99_prob
test,Deterministic EM-MMIL,11,1.0284637502237735,1.6081911053580973,0.5352715453077447,0.3219953345138459
test,MCEM-MMIL,11,1.0326794528941707,1.6144774319014565,0.5623548582198117,0.3150965114216635
test,Naive inherited-label classifier,11,0.5341204721906914,0.5506189362998376,0.635585190165936,0.9275772584582813
train,Deterministic EM-MMIL,33,1.1029917977194914,1.8690686966290377,0.6360667628327552,0.43248399786432873
train,MCEM-MMIL,33,1.104825540343426,1.87366972731935,0.634887656613376,0.4309515615493214
train,Naive inherited-label classifier,33,0.5464103862874188,0.5478010997772045,0.6494798625911555,0.8767569241926548
