iter,delta,mean_q_advanced,train_logloss_inherited
1,0.05071111907656732,0.29999999999999993,1.0771625242646359
2,0.03916471034116536,0.2999977993729942,1.0887187107412064
3,0.029666249456171665,0.29992536730496894,1.1451762786238175
4,0.022351790929910492,0.299766186895606,1.226682636103314
5,0.01695200556118599,0.2995703843530885,1.3180596668934486
6,0.013187330244323038,0.29934674794682675,1.4075296772782997
7,0.010676171442024542,0.29912043908374425,1.487352837902559
8,0.00907825636368167,0.2989382645808613,1.5547044226934457
9,0.00804196248916482,0.2987467860649088,1.6107692244206573
10,0.00733413150137677,0.29850077592557467,1.657679956144726
11,0.006805721623709682,0.29819697312537335,1.6972432554766126
12,0.006362474835848739,0.2978031885303704,1.7314884035004847
13,0.005948356119578185,0.2972718660111022,1.7625745896536889
14,0.005594002340084199,0.29664792076745256,1.7931144872345173
15,0.0053162181070762005,0.29596630978044325,1.8257055943926601
16,0.0049084263484990035,0.29526708576406924,1.859542398709978
17,0.004273375763207661,0.29464589705772526,1.8901401667809243
18,0.003641629131112679,0.29416112221757784,1.9150731493920135
19,0.0031459382631368717,0.29379624080419564,1.9349832537185037
20,0.002766912842469953,0.29350049348320695,1.9513872615877752
21,0.0024828065427104,0.2932459166738669,1.965557277736656
22,0.002232876580558116,0.2929854217060379,1.9783757211365185
23,0.001989805794656156,0.29271396695200014,1.9901998414157434
24,0.001743722536235093,0.2924306623071487,2.0011025834810123
25,0.0015140524104659827,0.2921687595758128,2.0109288989256315
26,0.001325519177364169,0.2919415391707339,2.019695035179391
27,0.001180885081820751,0.29176147326486107,2.027453710793758
28,0.0010753696128433872,0.29163250865832885,2.0343518144863966
29,0.0009936425730296989,0.2915414330846238,2.040599503021107
30,0.0009266110444990427,0.29147785871125487,2.0462726984885626
