split,model,Stage_cat,Cell_type,class,n_cells,mean_prob,q90_prob
test,Categorical EM-MMIL,I,B lymphocytes,I,43,0.6982885845648285,0.9940350236885322
test,Categorical EM-MMIL,I,T lymphocytes,I,248,0.6645362098803174,0.9828332795332232
test,Categorical EM-MMIL,I,Myeloid cells,I,168,0.530177980836912,0.9619332392960906
test,Categorical EM-MMIL,I,Endothelial cells,I,29,0.5035909377957855,0.9994665853409054
test,Categorical EM-MMIL,I,NK cells,I,81,0.4578179102827026,0.8730855883037144
test,Categorical EM-MMIL,I,MAST cells,I,35,0.37662614748312107,0.8403037281218846
test,Categorical EM-MMIL,I,Undetermined,I,2,0.27381694715756777,0.3061139240243841
test,Categorical EM-MMIL,I,Fibroblasts,I,31,0.028488127309732724,0.0002386985979429
test,Categorical EM-MMIL,I,Epithelial cells,I,109,0.015453854269628666,4.9542629300465234e-05
test,Categorical EM-MMIL,I,Fibroblasts,II_III,31,0.8607753568462975,0.999999999998
test,Categorical EM-MMIL,I,Epithelial cells,II_III,109,0.24053856852090047,0.9929054376784993
test,Categorical EM-MMIL,I,NK cells,II_III,81,0.17701344693869162,0.4643773007560894
test,Categorical EM-MMIL,I,Myeloid cells,II_III,168,0.1698497685635793,0.4729203872173761
test,Categorical EM-MMIL,I,T lymphocytes,II_III,248,0.16499391877812225,0.5392209858221225
test,Categorical EM-MMIL,I,MAST cells,II_III,35,0.09108417666450985,0.24123763597347228
test,Categorical EM-MMIL,I,B lymphocytes,II_III,43,0.019949589608461212,0.033662789426037905
test,Categorical EM-MMIL,I,Undetermined,II_III,2,0.00206518798029515,0.00328312202785423
test,Categorical EM-MMIL,I,Endothelial cells,II_III,29,0.0011173644433305073,0.00315597502659162
test,Categorical EM-MMIL,I,Epithelial cells,IV,109,0.7440075772094709,0.999999999998
test,Categorical EM-MMIL,I,Undetermined,IV,2,0.7241178648621371,0.7576327757765126
test,Categorical EM-MMIL,I,MAST cells,IV,35,0.5322896758523689,0.985856373010628
test,Categorical EM-MMIL,I,Endothelial cells,IV,29,0.49529169776088405,0.9977840844480643
test,Categorical EM-MMIL,I,NK cells,IV,81,0.3651686427786057,0.8771350961862335
test,Categorical EM-MMIL,I,Myeloid cells,IV,168,0.2999722505995087,0.9926465742903442
test,Categorical EM-MMIL,I,B lymphocytes,IV,43,0.28176182582671033,0.8740122017120056
test,Categorical EM-MMIL,I,T lymphocytes,IV,248,0.17046987134156033,0.6500632443365698
test,Categorical EM-MMIL,I,Fibroblasts,IV,31,0.11073651584396962,0.51762079875217
test,Categorical EM-MMIL,II_III,Endothelial cells,I,1,0.989121358111334,0.989121358111334
test,Categorical EM-MMIL,II_III,Myeloid cells,I,53,0.6626763789430051,0.9816559137738282
test,Categorical EM-MMIL,II_III,T lymphocytes,I,138,0.6137416571730349,0.9689980683389363
test,Categorical EM-MMIL,II_III,B lymphocytes,I,40,0.5900418710298182,0.9649856217470051
test,Categorical EM-MMIL,II_III,MAST cells,I,3,0.4926879052840954,0.807472919628279
test,Categorical EM-MMIL,II_III,NK cells,I,5,0.23115691418008283,0.48863795938240373
test,Categorical EM-MMIL,II_III,Undetermined,I,1,0.0840677962915942,0.0840677962915942
test,Categorical EM-MMIL,II_III,Epithelial cells,I,10,0.00010934104390015022,0.00011055702636229392
test,Categorical EM-MMIL,II_III,NK cells,II_III,5,0.2274898670643594,0.4203202982114063
test,Categorical EM-MMIL,II_III,Epithelial cells,II_III,10,0.2064973576530913,0.5467173248872873
test,Categorical EM-MMIL,II_III,T lymphocytes,II_III,138,0.0922376569503422,0.3525098568978534
test,Categorical EM-MMIL,II_III,MAST cells,II_III,3,0.07478242374372533,0.11603244086276181
test,Categorical EM-MMIL,II_III,Myeloid cells,II_III,53,0.06957472299162655,0.19133994731146708
test,Categorical EM-MMIL,II_III,B lymphocytes,II_III,40,0.008671388786036188,0.00655546635389267
test,Categorical EM-MMIL,II_III,Undetermined,II_III,1,0.0005784247320717,0.0005784247320717
test,Categorical EM-MMIL,II_III,Endothelial cells,II_III,1,4.063413642079803e-06,4.063413642079803e-06
test,Categorical EM-MMIL,II_III,Undetermined,IV,1,0.915353778976334,0.915353778976334
test,Categorical EM-MMIL,II_III,Epithelial cells,IV,10,0.7933933013030086,0.9948370392741535
test,Categorical EM-MMIL,II_III,NK cells,IV,5,0.5413532187555576,0.9578147553563874
test,Categorical EM-MMIL,II_III,MAST cells,IV,3,0.43252967097217926,0.8085872918211097
test,Categorical EM-MMIL,II_III,B lymphocytes,IV,40,0.4012867401841455,0.9936235555642274
test,Categorical EM-MMIL,II_III,T lymphocytes,IV,138,0.2940206858766228,0.8821033757564587
test,Categorical EM-MMIL,II_III,Myeloid cells,IV,53,0.2677488980653681,0.9778783155875121
test,Categorical EM-MMIL,II_III,Endothelial cells,IV,1,0.0108745784750239,0.0108745784750239
test,Categorical EM-MMIL,IV,T lymphocytes,I,344,0.2723142558748393,0.7638134373912369
