split,model,n_patients,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,aggregation
test,Categorical EM-MMIL,12,0.9094006892211691,0.75,0.6,0.8181818181818181,mean_prob
test,Categorical EM-MMIL,12,0.9794595131817592,0.75,0.6,0.8181818181818181,median_prob
test,Categorical EM-MMIL,12,0.9909891482528836,0.5,0.39999999999999997,0.4791666666666667,q99_prob
test,Categorical EM-MMIL,12,1.0360696967683056,0.6666666666666666,0.5333333333333333,0.7321428571428571,q90_prob
test,Categorical MCEM-MMIL,12,0.9153507422256801,0.75,0.6,0.8181818181818181,mean_prob
test,Categorical MCEM-MMIL,12,0.9586068032423928,0.75,0.6,0.8181818181818181,median_prob
test,Categorical MCEM-MMIL,12,0.9964143932530876,0.5,0.39999999999999997,0.4791666666666667,q99_prob
test,Categorical MCEM-MMIL,12,1.0295650123123525,0.6666666666666666,0.5333333333333333,0.7321428571428571,q90_prob
test,Naive inherited-label classifier,12,0.8299797072611085,0.75,0.6,0.8181818181818181,median_prob
test,Naive inherited-label classifier,12,0.8453188918078585,0.75,0.6,0.8166666666666667,mean_prob
test,Naive inherited-label classifier,12,0.9068446365937732,0.75,0.6,0.8166666666666667,q90_prob
test,Naive inherited-label classifier,12,1.0063555410171465,0.5833333333333334,0.4666666666666666,0.6190476190476191,q99_prob
train,Categorical EM-MMIL,32,0.6783520276106159,0.75,0.5833333333333334,0.8079710144927535,mean_prob
train,Categorical EM-MMIL,32,0.7235352643646934,0.78125,0.6111111111111112,0.8452380952380952,median_prob
train,Categorical EM-MMIL,32,0.7912334725327659,0.75,0.6222222222222222,0.6353496353496354,q90_prob
train,Categorical EM-MMIL,32,0.8867331288336158,0.5625,0.4166666666666667,0.540909090909091,q99_prob
train,Categorical MCEM-MMIL,32,0.6829035407632293,0.75,0.5833333333333334,0.8079710144927535,mean_prob
train,Categorical MCEM-MMIL,32,0.7172335114540463,0.75,0.5833333333333334,0.8079710144927535,median_prob
train,Categorical MCEM-MMIL,32,0.7840541064123805,0.71875,0.5944444444444444,0.6076023391812866,q90_prob
train,Categorical MCEM-MMIL,32,0.8832558490991196,0.5625,0.4166666666666667,0.540909090909091,q99_prob
train,Naive inherited-label classifier,32,0.6801372389507715,0.75,0.5833333333333334,0.8079710144927535,median_prob
train,Naive inherited-label classifier,32,0.7012322191069891,0.75,0.6222222222222222,0.6313131313131313,mean_prob
train,Naive inherited-label classifier,32,0.7739453275282601,0.75,0.6222222222222222,0.6353496353496354,q90_prob
train,Naive inherited-label classifier,32,0.8833583996019594,0.59375,0.48333333333333334,0.47700258397932815,q99_prob
