split,model,Stage_cat,Cell_type,class,n_cells,mean_prob,q90_prob
test,Categorical EM-MMIL,I,B lymphocytes,I,43,0.6886458419827812,0.9561392857866475
test,Categorical EM-MMIL,I,T lymphocytes,I,248,0.6459582428493497,0.8964547443432469
test,Categorical EM-MMIL,I,Myeloid cells,I,168,0.5639477939010507,0.8909680810149688
test,Categorical EM-MMIL,I,Endothelial cells,I,29,0.514696262736125,0.8496334038798843
test,Categorical EM-MMIL,I,MAST cells,I,35,0.4176227310309993,0.692733389967544
test,Categorical EM-MMIL,I,NK cells,I,81,0.38888864656562017,0.648643781033198
test,Categorical EM-MMIL,I,Undetermined,I,2,0.22811671226441177,0.31847509253478795
test,Categorical EM-MMIL,I,Fibroblasts,I,31,0.18467782057631335,0.4281142809916325
test,Categorical EM-MMIL,I,Epithelial cells,I,109,0.08978647486145018,0.27853187722901585
test,Categorical EM-MMIL,I,Fibroblasts,II_III,31,0.6315989173700581,0.9400559039852092
test,Categorical EM-MMIL,I,Epithelial cells,II_III,109,0.22394789164948062,0.870320682274078
test,Categorical EM-MMIL,I,MAST cells,II_III,35,0.128823269597653,0.23817006851949382
test,Categorical EM-MMIL,I,Myeloid cells,II_III,168,0.11522210858183521,0.2201734127105853
test,Categorical EM-MMIL,I,T lymphocytes,II_III,248,0.11008846832073321,0.28610336487190574
test,Categorical EM-MMIL,I,NK cells,II_III,81,0.09634427532416376,0.2627000610528766
test,Categorical EM-MMIL,I,B lymphocytes,II_III,43,0.024610816405991297,0.031509408868753405
test,Categorical EM-MMIL,I,Endothelial cells,II_III,29,0.01735974015738572,0.04165466625881176
test,Categorical EM-MMIL,I,Undetermined,II_III,2,0.00566798660174685,0.00709161012577601
test,Categorical EM-MMIL,I,Undetermined,IV,2,0.7662153011338414,0.8579973049282467
test,Categorical EM-MMIL,I,Epithelial cells,IV,109,0.6862656334890692,0.9998440081122925
test,Categorical EM-MMIL,I,NK cells,IV,81,0.5147670781102159,0.8666769513523453
test,Categorical EM-MMIL,I,Endothelial cells,IV,29,0.46794399710648915,0.8579960012417523
test,Categorical EM-MMIL,I,MAST cells,IV,35,0.45355399937134755,0.819859874514379
test,Categorical EM-MMIL,I,Myeloid cells,IV,168,0.3208300975171142,0.9314051174316181
test,Categorical EM-MMIL,I,B lymphocytes,IV,43,0.28674334161122744,0.6212773233087371
test,Categorical EM-MMIL,I,T lymphocytes,IV,248,0.24395328882991707,0.5445205089767322
test,Categorical EM-MMIL,I,Fibroblasts,IV,31,0.18372326205362846,0.584298224321647
test,Categorical EM-MMIL,II_III,Endothelial cells,I,1,0.6518195633584892,0.6518195633584892
test,Categorical EM-MMIL,II_III,Myeloid cells,I,53,0.5644788136195678,0.9073034894940374
test,Categorical EM-MMIL,II_III,MAST cells,I,3,0.5411152408727851,0.7245294438591902
test,Categorical EM-MMIL,II_III,T lymphocytes,I,138,0.5363421976905515,0.8613497387343676
test,Categorical EM-MMIL,II_III,B lymphocytes,I,40,0.5194394402814154,0.8563779670686636
test,Categorical EM-MMIL,II_III,NK cells,I,5,0.1991898071818678,0.29431267529175764
test,Categorical EM-MMIL,II_III,Epithelial cells,I,10,0.09198562404699225,0.18668253390595568
test,Categorical EM-MMIL,II_III,Undetermined,I,1,0.0306125074460638,0.0306125074460638
test,Categorical EM-MMIL,II_III,Epithelial cells,II_III,10,0.5054303317697882,0.8287374907204581
test,Categorical EM-MMIL,II_III,NK cells,II_III,5,0.2035058271504985,0.48203685976341754
test,Categorical EM-MMIL,II_III,MAST cells,II_III,3,0.15797046796355316,0.19237098191197888
test,Categorical EM-MMIL,II_III,T lymphocytes,II_III,138,0.07831598431575126,0.2490429001271092
test,Categorical EM-MMIL,II_III,Myeloid cells,II_III,53,0.06789220680042742,0.1470364438038325
test,Categorical EM-MMIL,II_III,B lymphocytes,II_III,40,0.013558290266810375,0.022271088212796823
test,Categorical EM-MMIL,II_III,Endothelial cells,II_III,1,0.005851156511768,0.005851156511768
test,Categorical EM-MMIL,II_III,Undetermined,II_III,1,0.0014685178021181,0.0014685178021181
test,Categorical EM-MMIL,II_III,Undetermined,IV,1,0.967918974751818,0.967918974751818
test,Categorical EM-MMIL,II_III,NK cells,IV,5,0.5973043656676337,0.9048324396113205
