split,model,n_patients,logloss_mean_prob,logloss_median_prob,logloss_q90_prob,logloss_q99_prob
test,Deterministic EM-MMIL,11,1.5826839871553384,5.0259013332164635,1.404144140214071,0.3365236976022327
test,MCEM-MMIL,11,1.5882540092656834,5.1807369012353055,1.3544326275441194,0.3470512752972662
test,Naive inherited-label classifier,11,0.44794428837012057,0.4301953387687227,0.6212699151335932,1.0422983657646108
train,Deterministic EM-MMIL,33,1.026807976167899,3.675355780111919,0.8290759752289363,0.1789654950451969
train,MCEM-MMIL,33,1.0329358616508728,3.7158939872867944,0.8610085601111513,0.17886657940499762
train,Naive inherited-label classifier,33,0.4558691442748634,0.4238269511471898,0.6634659783041518,1.1122849814177025
