split,model,n_patients,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,aggregation
test,Categorical EM-MMIL,12,1.0602038284304454,0.5,0.39999999999999997,0.47619047619047616,q99_prob
test,Categorical EM-MMIL,12,1.0747450035847845,0.4166666666666667,0.3333333333333333,0.625,q90_prob
test,Categorical EM-MMIL,12,1.1790801513779396,0.4166666666666667,0.3333333333333333,0.625,mean_prob
test,Categorical EM-MMIL,12,1.411538823414779,0.4166666666666667,0.3333333333333333,0.625,median_prob
test,Categorical MCEM-MMIL,12,1.060173279965005,0.5,0.39999999999999997,0.4791666666666667,q99_prob
test,Categorical MCEM-MMIL,12,1.0832582128866255,0.4166666666666667,0.3333333333333333,0.625,q90_prob
test,Categorical MCEM-MMIL,12,1.1767099371539234,0.4166666666666667,0.3333333333333333,0.625,mean_prob
test,Categorical MCEM-MMIL,12,1.3695728610018298,0.4166666666666667,0.3333333333333333,0.625,median_prob
test,Naive inherited-label classifier,12,0.9552804101456945,0.5,0.39999999999999997,0.47619047619047616,q90_prob
test,Naive inherited-label classifier,12,0.9740020617680915,0.4166666666666667,0.3333333333333333,0.625,mean_prob
test,Naive inherited-label classifier,12,0.9891878950896755,0.4166666666666667,0.3333333333333333,0.5882352941176471,median_prob
test,Naive inherited-label classifier,12,1.0160700859244214,0.4166666666666667,0.3333333333333333,0.5882352941176471,q99_prob
train,Categorical EM-MMIL,32,0.7847635205423257,0.6875,0.5277777777777778,0.7235872235872236,mean_prob
train,Categorical EM-MMIL,32,0.7963046481750045,0.65625,0.5,0.6907894736842104,q90_prob
train,Categorical EM-MMIL,32,0.8726161094909584,0.65625,0.5,0.6846153846153846,median_prob
train,Categorical EM-MMIL,32,0.9103185470882256,0.59375,0.4444444444444444,0.592436974789916,q99_prob
train,Categorical MCEM-MMIL,32,0.7881487763251429,0.6875,0.5277777777777778,0.7235872235872236,mean_prob
train,Categorical MCEM-MMIL,32,0.7995563860753956,0.65625,0.5,0.6907894736842104,q90_prob
train,Categorical MCEM-MMIL,32,0.8747963469063802,0.65625,0.5,0.6846153846153846,median_prob
train,Categorical MCEM-MMIL,32,0.9039666177938045,0.59375,0.4444444444444444,0.592436974789916,q99_prob
train,Naive inherited-label classifier,32,0.8036091783040189,0.625,0.47222222222222227,0.6512605042016807,mean_prob
train,Naive inherited-label classifier,32,0.8174748740564672,0.625,0.47222222222222227,0.638157894736842,median_prob
train,Naive inherited-label classifier,32,0.826148543596483,0.625,0.47222222222222227,0.6512605042016807,q90_prob
train,Naive inherited-label classifier,32,0.9060766517207604,0.53125,0.3888888888888889,0.47619047619047616,q99_prob
