iter,delta,mean_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.09546422139309736,0.5736595217930532,0.7235645668320309,0.7701726214371738
2,0.04739274935780544,0.41689721813126457,0.5831799071453312,0.7757928542753915
3,0.025342903327253134,0.33080752555226145,0.5550788512535878,0.7802087515054195
4,0.01502427299543907,0.2813754258122137,0.5696050126752319,0.7852268165395424
5,0.009373992675563407,0.2514784723108264,0.5974609838084846,0.7868325973504616
6,0.006114119531113379,0.23279983351434988,0.6264668070858366,0.788237655560016
7,0.004104341116571334,0.2209843330684267,0.6516634702615289,0.7892412685668406
8,0.0028304762856719845,0.21338066277394283,0.6715977121356336,0.790646326776395
9,0.002004537389270724,0.20842893202910012,0.6864575995365427,0.7924528301886793
10,0.0014829491379486847,0.2050862888208262,0.6973773988230091,0.7932557205941388
11,0.0011299686236314393,0.20278718543137966,0.70533354174332,0.7936571657968687
12,0.0008880197607718225,0.20115469146841644,0.7112012089945116,0.7940586109995985
13,0.0007153896595842516,0.19995390402743432,0.7156482231314855,0.7940586109995985
14,0.00058418005533117,0.19904294658341348,0.7190956881380317,0.7940586109995985
15,0.00048655707180464685,0.1983209764626378,0.7218913009177332,0.7944600562023284
16,0.00040163892733302987,0.19775872314445286,0.7240939676229913,0.7944600562023284
17,0.0003353248267786237,0.1972986366249629,0.7259150709164477,0.7942593336009635
18,0.00027819867025229877,0.19693487098640122,0.7273549832496721,0.7946607788036933
19,0.00023267364189362406,0.19663958093494693,0.7285345256982455,0.7950622240064231
20,0.0001948700699845764,0.1963946810109103,0.7295165635859906,0.7952629466077881
21,0.0001604366029599903,0.19621010172337736,0.7302647706049742,0.7952629466077881
22,0.00013780103749177664,0.19604700442560563,0.7309233383813707,0.7950622240064231
23,0.00011924773409034926,0.19591089510562176,0.7314802096516009,0.7950622240064231
24,0.00010378621788904331,0.19579478612290316,0.7319709020872793,0.7952629466077881
25,8.750579837795631e-05,0.19568918998416918,0.7323934242001123,0.7950622240064231
