split,model,Stage_cat,Cell_type,class,n_cells,mean_prob,q90_prob
test,Categorical EM-MMIL,I,Undetermined,I,2,0.8969573998461359,0.9679580443249411
test,Categorical EM-MMIL,I,B lymphocytes,I,43,0.7632614850047524,0.9805161825118925
test,Categorical EM-MMIL,I,Myeloid cells,I,168,0.6057114418181437,0.9686106994468789
test,Categorical EM-MMIL,I,T lymphocytes,I,248,0.5913133373927691,0.9676950467586677
test,Categorical EM-MMIL,I,Fibroblasts,I,31,0.45904359076079665,0.9392284036160315
test,Categorical EM-MMIL,I,MAST cells,I,35,0.45731680550347886,0.8090716715919678
test,Categorical EM-MMIL,I,Endothelial cells,I,29,0.3912622600321861,0.7650830867234198
test,Categorical EM-MMIL,I,NK cells,I,81,0.34193876212181884,0.7674380910076646
test,Categorical EM-MMIL,I,Epithelial cells,I,109,0.2665778513476364,0.7820676013683803
test,Categorical EM-MMIL,I,Fibroblasts,II_III,31,0.3362151413892208,0.999922748980938
test,Categorical EM-MMIL,I,NK cells,II_III,81,0.2667091802292826,0.8291531662493531
test,Categorical EM-MMIL,I,MAST cells,II_III,35,0.2628652483121302,0.5825816294167137
test,Categorical EM-MMIL,I,Epithelial cells,II_III,109,0.23080718560624347,0.8193366556528762
test,Categorical EM-MMIL,I,T lymphocytes,II_III,248,0.20478319426339636,0.6560816559372882
test,Categorical EM-MMIL,I,Myeloid cells,II_III,168,0.1458422204147227,0.3976999399479523
test,Categorical EM-MMIL,I,Endothelial cells,II_III,29,0.044065569482295563,0.13693596886161896
test,Categorical EM-MMIL,I,B lymphocytes,II_III,43,0.018903571996440553,0.019025962743105404
test,Categorical EM-MMIL,I,Undetermined,II_III,2,3.8845587047486655e-07,4.0224566745761267e-07
test,Categorical EM-MMIL,I,Endothelial cells,IV,29,0.5646721704855182,0.916723478826176
test,Categorical EM-MMIL,I,Epithelial cells,IV,109,0.5026149630461202,0.9938455388170506
test,Categorical EM-MMIL,I,NK cells,IV,81,0.3913520576488984,0.8987782021100179
test,Categorical EM-MMIL,I,MAST cells,IV,35,0.2798179461843908,0.6396895971527322
test,Categorical EM-MMIL,I,Myeloid cells,IV,168,0.24844633776713354,0.8305692613251985
test,Categorical EM-MMIL,I,B lymphocytes,IV,43,0.21783494299880712,0.594115959066666
test,Categorical EM-MMIL,I,Fibroblasts,IV,31,0.20474126784998242,0.640768935959542
test,Categorical EM-MMIL,I,T lymphocytes,IV,248,0.20390346834383447,0.5666118950776272
test,Categorical EM-MMIL,I,Undetermined,IV,2,0.1030422116979936,0.17404284238700193
test,Categorical EM-MMIL,II_III,Undetermined,I,1,0.6591335049561069,0.6591335049561069
test,Categorical EM-MMIL,II_III,Myeloid cells,I,53,0.6340325837976982,0.9748298949165658
test,Categorical EM-MMIL,II_III,T lymphocytes,I,138,0.6216349585315585,0.9746494339725552
test,Categorical EM-MMIL,II_III,MAST cells,I,3,0.6189974159952253,0.8952914542667918
test,Categorical EM-MMIL,II_III,B lymphocytes,I,40,0.5283671326674909,0.8984004101857757
test,Categorical EM-MMIL,II_III,Endothelial cells,I,1,0.3556699345604199,0.3556699345604199
test,Categorical EM-MMIL,II_III,Epithelial cells,I,10,0.2667416493418121,0.6571643424822807
test,Categorical EM-MMIL,II_III,NK cells,I,5,0.25497259849930276,0.4519964150350552
test,Categorical EM-MMIL,II_III,Epithelial cells,II_III,10,0.5106066852395063,0.7982996981643042
test,Categorical EM-MMIL,II_III,MAST cells,II_III,3,0.20136305712731373,0.3443102089773197
test,Categorical EM-MMIL,II_III,T lymphocytes,II_III,138,0.0586363884342395,0.17503336252087015
test,Categorical EM-MMIL,II_III,Myeloid cells,II_III,53,0.05671505522110429,0.20104139362988827
test,Categorical EM-MMIL,II_III,NK cells,II_III,5,0.017898324435477522,0.046808091369986204
test,Categorical EM-MMIL,II_III,B lymphocytes,II_III,40,0.011995916482249954,0.015203707817593719
test,Categorical EM-MMIL,II_III,Endothelial cells,II_III,1,0.0013188529127308,0.0013188529127308
test,Categorical EM-MMIL,II_III,Undetermined,II_III,1,3.1281928113452187e-06,3.1281928113452187e-06
