split,model,Stage_group,Cell_type,n_cells,mean_prob,prop_gt_0.5,prop_gt_0.9
test,Deterministic EM-MMIL,Advanced,Oligodendrocytes,6,0.8457209416107098,0.8333333333333334,0.8333333333333334
test,Deterministic EM-MMIL,Advanced,Epithelial cells,278,0.33514988421746744,0.3273381294964029,0.07553956834532374
test,Deterministic EM-MMIL,Advanced,Myeloid cells,114,0.11372107351636696,0.08771929824561403,0.043859649122807015
test,Deterministic EM-MMIL,Advanced,Fibroblasts,4,0.05852275361716888,0.0,0.0
test,Deterministic EM-MMIL,Advanced,NK cells,44,0.057590619466571694,0.045454545454545456,0.0
test,Deterministic EM-MMIL,Advanced,T lymphocytes,316,0.035121440411111954,0.022151898734177215,0.012658227848101266
test,Deterministic EM-MMIL,Advanced,B lymphocytes,138,0.014078766734118568,0.0,0.0
test,Deterministic EM-MMIL,Advanced,MAST cells,1,0.0001553088958082,0.0,0.0
test,Deterministic EM-MMIL,Early,T lymphocytes,282,0.00948018089000905,0.0070921985815602835,0.0035460992907801418
test,Deterministic EM-MMIL,Early,NK cells,60,0.00848135618930465,0.0,0.0
test,Deterministic EM-MMIL,Early,Myeloid cells,193,0.004368419075735591,0.0051813471502590676,0.0
test,Deterministic EM-MMIL,Early,MAST cells,35,0.00239054317027832,0.0,0.0
test,Deterministic EM-MMIL,Early,Epithelial cells,43,0.002117268802369739,0.0,0.0
test,Deterministic EM-MMIL,Early,B lymphocytes,53,0.0007642627617351909,0.0,0.0
test,Deterministic EM-MMIL,Early,Endothelial cells,27,0.00031797260687716096,0.0,0.0
test,Deterministic EM-MMIL,Early,Fibroblasts,15,6.039387805459472e-05,0.0,0.0
test,Deterministic EM-MMIL,Early,Undetermined,2,3.7336808030623094e-05,0.0,0.0
test,MCEM-MMIL,Advanced,Oligodendrocytes,6,0.8444636549067587,0.8333333333333334,0.8333333333333334
test,MCEM-MMIL,Advanced,Epithelial cells,278,0.33040839914324915,0.32014388489208634,0.07553956834532374
test,MCEM-MMIL,Advanced,Myeloid cells,114,0.1151978469789134,0.08771929824561403,0.05263157894736842
test,MCEM-MMIL,Advanced,NK cells,44,0.05991363958026588,0.045454545454545456,0.0
test,MCEM-MMIL,Advanced,Fibroblasts,4,0.04618015997924694,0.0,0.0
test,MCEM-MMIL,Advanced,T lymphocytes,316,0.030456604396535816,0.022151898734177215,0.00949367088607595
test,MCEM-MMIL,Advanced,B lymphocytes,138,0.00786722487531757,0.0,0.0
test,MCEM-MMIL,Advanced,MAST cells,1,0.0001247129205564,0.0,0.0
test,MCEM-MMIL,Early,NK cells,60,0.009030978748847004,0.0,0.0
test,MCEM-MMIL,Early,T lymphocytes,282,0.007669397954164186,0.0070921985815602835,0.0035460992907801418
test,MCEM-MMIL,Early,Myeloid cells,193,0.0032950285426968243,0.0,0.0
test,MCEM-MMIL,Early,Epithelial cells,43,0.0021160537659984614,0.0,0.0
test,MCEM-MMIL,Early,MAST cells,35,0.002096919268432508,0.0,0.0
test,MCEM-MMIL,Early,B lymphocytes,53,0.0008136742273752112,0.0,0.0
test,MCEM-MMIL,Early,Endothelial cells,27,0.0003161821925745175,0.0,0.0
