iter,delta,mean_entropy,mean_mc_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.07955426286614802,0.6533963270190766,0.7834468566452347,0.8542554464053128,0.6756322761942994
2,0.04347119861943164,0.5412505374699611,0.6172995323453851,0.7779804652373487,0.6832597350461662
3,0.025141311092136815,0.4701563905644055,0.5069911926392555,0.7753446251858525,0.6840626254516259
4,0.016681114778630685,0.42130633703489956,0.440461884109657,0.8022827090186002,0.6868727418707347
5,0.013266330565321541,0.3821082359897803,0.38981918329795734,0.8509842862715365,0.6926936973103172
6,0.011181452626408062,0.3501316574493844,0.3529780686390244,0.928467048752006,0.700120433560819
7,0.011356851524524635,0.32098941105841866,0.3239775133899941,1.0562985044228188,0.7053392211963067
8,0.010720603868506588,0.29426190809000946,0.2989784053912245,1.1724425711741504,0.7055399437976716
9,0.009450161759099511,0.2708483915606426,0.2736124951058152,1.2904645496977507,0.7103572862304296
10,0.009034757848192305,0.24849920524645683,0.2504239688279624,1.4455453154915667,0.7135688478522682
11,0.00750293697351466,0.23107969474534654,0.23204164923112228,1.5976223291592653,0.7242071457246085
12,0.007167563163459968,0.2153168916715794,0.21317788705531443,1.7220802731635905,0.7314331593737455
13,0.005170589928006174,0.2036566503280446,0.1987850675811247,1.7936600568010128,0.7332396627860297
14,0.004660604272759502,0.1940769981318477,0.1881371286803516,1.849019091680991,0.7360497792051385
15,0.0032899083585017346,0.1884476421591549,0.1810043902066256,1.883598729936764,0.735046166198314
16,0.0028527004828772093,0.18320563717960675,0.17407584551929078,1.916638987254576,0.7368526696105981
17,0.0018077445607942904,0.18124438651334487,0.17162191755013395,1.9322341705144097,0.7360497792051385
18,0.0016004782415481574,0.18046151735294907,0.1692776010154793,1.9382878281961644,0.7362505018065034
19,0.0015870608500426898,0.17952588506969178,0.16734114527831356,1.9454845700825838,0.7366519470092332
20,0.0010613950723699084,0.17932590135082035,0.16572891855475966,1.9510732830484316,0.7368526696105981
21,0.0009227302487093348,0.1783596827077737,0.164294083209973,1.9562452053612256,0.7378562826174228
22,0.0011302733323821448,0.17812402440044756,0.16560564799760868,1.9577218757299315,0.737254114813328
23,0.0009793896315744425,0.17845622373571843,0.16527092155367443,1.9561303476038419,0.7368526696105981
24,0.0009537797425064613,0.17771912128091913,0.16419088853443128,1.9592738426328855,0.7370533922119631
25,0.001151717192303009,0.1774670746727939,0.16374184090496072,1.9610576154655512,0.7380570052187876
26,0.0008932374314310557,0.17765643005410173,0.16430304100382462,1.9592711257180293,0.7384584504215175
27,0.001109878780343776,0.17648272920904295,0.1632179986452986,1.9664196708486839,0.7384584504215175
28,0.0012029297512540402,0.1768117344333535,0.16354867906317144,1.9644141577355871,0.7382577278201525
29,0.0009414365683378935,0.17678113732313194,0.162350166439478,1.9653177053656923,0.7380570052187876
30,0.001134424953776968,0.17631189856611498,0.16397491709213485,1.9662603097451214,0.7378562826174228
