iter,delta,mean_entropy,mean_mc_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.09568834780678089,0.57265639763318,0.7834468566452347,0.7224675738509033,0.7691690084303493
2,0.04675341943758477,0.417998807701151,0.538197944459068,0.5838831915820625,0.7759935768767563
3,0.02516022864625303,0.3330997652291441,0.38587205084180143,0.5554466812605282,0.7810116419108791
4,0.015285901161407768,0.2835294098008263,0.30402343208882443,0.5692339629010028,0.7832195905258932
5,0.00905788134906142,0.25562484689177034,0.2600847535219703,0.5941734734894651,0.7856282617422722
6,0.005816472998810161,0.239069860084466,0.23359107893963485,0.6189357082635286,0.7870333199518266
7,0.004167439379986261,0.2294410412066358,0.21914791316609533,0.6385088452211649,0.7904456041750301
8,0.003170608479468903,0.22378129831845922,0.21180988283791993,0.6523273437039654,0.7900441589723003
9,0.0023835873558586728,0.22082119780948006,0.20589292209226082,0.6594295799521632,0.7900441589723003
10,0.0020108254197986736,0.2184685914537872,0.2015527187554498,0.666230979500318,0.7886391007627459
11,0.0021365323998654173,0.21805929083251036,0.2030215056466081,0.6689516889651436,0.7904456041750301
12,0.0019441429397253963,0.2167610014835941,0.19829586347757247,0.6720740599597786,0.7912484945804897
13,0.001966178010782332,0.21630340420927793,0.19946445727231862,0.6733470842647961,0.7904456041750301
14,0.0022040019073852456,0.21552431828034216,0.1991697038304712,0.6755341474224643,0.7912484945804897
15,0.0018325767392868085,0.21507105972294466,0.19986534772015535,0.6775632289828961,0.7904456041750301
16,0.0019130233643617448,0.21518190201107704,0.19848824471558038,0.6783606907343763,0.7910477719791249
17,0.0019900123348063526,0.21540327626158465,0.1995572284727083,0.678832453053356,0.7902448815736652
18,0.002035452706690874,0.21445360737409153,0.1978813309320212,0.6813869398124693,0.7896427137695704
19,0.002198273523784911,0.21411938258243776,0.19733075066370945,0.682240985359648,0.7896427137695704
20,0.0021076478799611146,0.21418905153945944,0.1959526627344823,0.6805830573147862,0.788438378161381
21,0.002101845919135975,0.2142551597746561,0.1966706349849374,0.6796342416877036,0.7890405459654757
22,0.002017140635453155,0.2142884568153566,0.19690466700621698,0.6797748331993391,0.7896427137695704
23,0.0019597184359134118,0.21406867157521856,0.19609639619086572,0.6800164986500065,0.790646326776395
24,0.002047965445561528,0.21378343251044493,0.19538563731187136,0.6817973903000948,0.7900441589723003
25,0.0020501054296846615,0.214547829628791,0.19722585643319882,0.680416714828625,0.7910477719791249
26,0.0019056229676059828,0.21542297565510382,0.19892398219040364,0.6792446051255748,0.7904456041750301
27,0.0019300016224672782,0.2144170612254408,0.1997185579856309,0.68095868391094,0.7898434363709353
28,0.002510958088853289,0.21396287503439249,0.19882288401986373,0.6826918614665455,0.7900441589723003
29,0.0018555878138199725,0.21395777628332296,0.1985104385103494,0.6835256925944235,0.7904456041750301
30,0.0018194936872471868,0.21409448013339677,0.19886906598152423,0.6841430126910177,0.790646326776395
