split,model,Stage_group,Cell_type,n_cells,mean_prob,prop_gt_0.5,prop_gt_0.9
test,Deterministic EM-MMIL,Advanced,Epithelial cells,278,0.2667611749949966,0.08273381294964029,0.03237410071942446
test,Deterministic EM-MMIL,Advanced,Fibroblasts,4,0.1384160090237855,0.0,0.0
test,Deterministic EM-MMIL,Advanced,MAST cells,1,0.1078672334551811,0.0,0.0
test,Deterministic EM-MMIL,Advanced,Oligodendrocytes,6,0.09358888988693548,0.0,0.0
test,Deterministic EM-MMIL,Advanced,Myeloid cells,114,0.07514789147433217,0.0,0.0
test,Deterministic EM-MMIL,Advanced,NK cells,44,0.06389487936923445,0.0,0.0
test,Deterministic EM-MMIL,Advanced,T lymphocytes,316,0.05934539802454973,0.0,0.0
test,Deterministic EM-MMIL,Advanced,B lymphocytes,138,0.040283011360282873,0.0,0.0
test,Deterministic EM-MMIL,Early,Epithelial cells,43,0.09103582990030906,0.0,0.0
test,Deterministic EM-MMIL,Early,MAST cells,35,0.04420372960822918,0.0,0.0
test,Deterministic EM-MMIL,Early,NK cells,60,0.04234268580718582,0.0,0.0
test,Deterministic EM-MMIL,Early,Endothelial cells,27,0.041634423485784576,0.0,0.0
test,Deterministic EM-MMIL,Early,B lymphocytes,53,0.031063052737769048,0.0,0.0
test,Deterministic EM-MMIL,Early,Myeloid cells,193,0.027455269207048705,0.0,0.0
test,Deterministic EM-MMIL,Early,Fibroblasts,15,0.02676666857053832,0.0,0.0
test,Deterministic EM-MMIL,Early,T lymphocytes,282,0.023188073870045553,0.0,0.0
test,Deterministic EM-MMIL,Early,Undetermined,2,0.0107390964403748,0.0,0.0
test,MCEM-MMIL,Advanced,Epithelial cells,278,0.28027380777107513,0.2014388489208633,0.03237410071942446
test,MCEM-MMIL,Advanced,Fibroblasts,4,0.1350925560109317,0.0,0.0
test,MCEM-MMIL,Advanced,MAST cells,1,0.100645437836647,0.0,0.0
test,MCEM-MMIL,Advanced,Oligodendrocytes,6,0.09693084005266424,0.0,0.0
test,MCEM-MMIL,Advanced,Myeloid cells,114,0.08501035247504578,0.0,0.0
test,MCEM-MMIL,Advanced,NK cells,44,0.06775848160032179,0.022727272727272728,0.0
test,MCEM-MMIL,Advanced,T lymphocytes,316,0.05973180509142903,0.0,0.0
test,MCEM-MMIL,Advanced,B lymphocytes,138,0.0424708086977024,0.0,0.0
test,MCEM-MMIL,Early,Epithelial cells,43,0.08411611742231731,0.0,0.0
test,MCEM-MMIL,Early,Endothelial cells,27,0.04984494112431998,0.0,0.0
test,MCEM-MMIL,Early,MAST cells,35,0.046751376361186966,0.0,0.0
test,MCEM-MMIL,Early,NK cells,60,0.04251417155998443,0.0,0.0
test,MCEM-MMIL,Early,Fibroblasts,15,0.03706360540042317,0.0,0.0
test,MCEM-MMIL,Early,Myeloid cells,193,0.03516804011673735,0.0,0.0
test,MCEM-MMIL,Early,B lymphocytes,53,0.032964588643736956,0.0,0.0
test,MCEM-MMIL,Early,T lymphocytes,282,0.025663877310601164,0.0,0.0
test,MCEM-MMIL,Early,Undetermined,2,0.0103183519095182,0.0,0.0
test,Naive inherited-label classifier,Advanced,Epithelial cells,278,0.8493417982789252,0.9820143884892086,0.2446043165467626
