split,model,n_patients,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,aggregation
test,Categorical EM-MMIL,12,0.9287292309811505,0.75,0.6,0.8181818181818181,mean_prob
test,Categorical EM-MMIL,12,1.0070977633955704,0.5,0.39999999999999997,0.5,q99_prob
test,Categorical EM-MMIL,12,1.0925303676459734,0.75,0.6,0.8181818181818181,median_prob
test,Categorical EM-MMIL,12,1.1331082249695819,0.5,0.39999999999999997,0.5,q90_prob
test,Categorical MCEM-MMIL,12,0.9230391469927576,0.75,0.6,0.8181818181818181,mean_prob
test,Categorical MCEM-MMIL,12,1.0124325626662776,0.5,0.39999999999999997,0.5,q99_prob
test,Categorical MCEM-MMIL,12,1.0919074477556217,0.75,0.6,0.8181818181818181,median_prob
test,Categorical MCEM-MMIL,12,1.1075491890964855,0.5,0.39999999999999997,0.5096153846153846,q90_prob
test,Naive inherited-label classifier,12,0.8221407051841414,0.75,0.6,0.8181818181818181,median_prob
test,Naive inherited-label classifier,12,0.840560686310308,0.75,0.6,0.8166666666666667,mean_prob
test,Naive inherited-label classifier,12,0.9065334187672752,0.75,0.6,0.8166666666666667,q90_prob
test,Naive inherited-label classifier,12,1.0063340240238288,0.5833333333333334,0.4666666666666666,0.6190476190476191,q99_prob
train,Categorical EM-MMIL,32,0.6282167888333966,0.84375,0.7444444444444445,0.7744489099987821,mean_prob
train,Categorical EM-MMIL,32,0.7035629349871664,0.84375,0.7444444444444445,0.7744489099987821,median_prob
train,Categorical EM-MMIL,32,0.7907790841301219,0.78125,0.6888888888888888,0.7222222222222223,q90_prob
train,Categorical EM-MMIL,32,0.907920869844612,0.625,0.5111111111111111,0.5158730158730159,q99_prob
train,Categorical MCEM-MMIL,32,0.6292239126746486,0.84375,0.7444444444444445,0.7744489099987821,mean_prob
train,Categorical MCEM-MMIL,32,0.7104461566359186,0.84375,0.7444444444444445,0.7744489099987821,median_prob
train,Categorical MCEM-MMIL,32,0.7901260701811013,0.78125,0.6888888888888888,0.7222222222222223,q90_prob
train,Categorical MCEM-MMIL,32,0.9071843907881953,0.65625,0.5388888888888889,0.5510919815080504,q99_prob
train,Naive inherited-label classifier,32,0.6712763563582218,0.78125,0.65,0.6576949620427882,median_prob
train,Naive inherited-label classifier,32,0.6950058090087909,0.78125,0.65,0.6576949620427882,mean_prob
train,Naive inherited-label classifier,32,0.7692160823999113,0.75,0.6222222222222222,0.6353496353496354,q90_prob
train,Naive inherited-label classifier,32,0.882638091710469,0.59375,0.5222222222222223,0.5182724252491694,q99_prob
