split,model,Stage_cat,Cell_type,class,n_cells,mean_prob,q90_prob
test,Categorical EM-MMIL,I,Undetermined,I,2,0.5534102065082211,0.6181372722177019
test,Categorical EM-MMIL,I,T lymphocytes,I,248,0.466878232005446,0.7927230528402259
test,Categorical EM-MMIL,I,Myeloid cells,I,168,0.46393508550001966,0.8105943221182617
test,Categorical EM-MMIL,I,B lymphocytes,I,43,0.4608911806730528,0.790749979708565
test,Categorical EM-MMIL,I,NK cells,I,81,0.3896638359654427,0.6831896875679877
test,Categorical EM-MMIL,I,MAST cells,I,35,0.3884341373941782,0.45014572883702164
test,Categorical EM-MMIL,I,Fibroblasts,I,31,0.3134669884123391,0.5157051048002756
test,Categorical EM-MMIL,I,Endothelial cells,I,29,0.2816696619662953,0.44922616875940624
test,Categorical EM-MMIL,I,Epithelial cells,I,109,0.09308749408075906,0.31299805024962096
test,Categorical EM-MMIL,I,MAST cells,II_III,35,0.4139497169284137,0.5124746726204793
test,Categorical EM-MMIL,I,Fibroblasts,II_III,31,0.36600450079295316,0.5981231705053459
test,Categorical EM-MMIL,I,NK cells,II_III,81,0.1278072160373257,0.3291110894348892
test,Categorical EM-MMIL,I,Myeloid cells,II_III,168,0.1020219890577789,0.27136487387018365
test,Categorical EM-MMIL,I,Endothelial cells,II_III,29,0.0965866597167536,0.16352471172129346
test,Categorical EM-MMIL,I,Undetermined,II_III,2,0.09493990164649779,0.11202314321084021
test,Categorical EM-MMIL,I,B lymphocytes,II_III,43,0.08111958905272157,0.1579481270912325
test,Categorical EM-MMIL,I,T lymphocytes,II_III,248,0.0755433674374027,0.1828622125892604
test,Categorical EM-MMIL,I,Epithelial cells,II_III,109,0.030998053442813457,0.055356742735049765
test,Categorical EM-MMIL,I,Epithelial cells,IV,109,0.8759144524764272,0.9738992643063947
test,Categorical EM-MMIL,I,Endothelial cells,IV,29,0.621743678316951,0.9130393944813083
test,Categorical EM-MMIL,I,NK cells,IV,81,0.48252894799723156,0.8281515404801012
test,Categorical EM-MMIL,I,B lymphocytes,IV,43,0.45798923027422567,0.8285232016355213
test,Categorical EM-MMIL,I,T lymphocytes,IV,248,0.4575784005571512,0.8503746097518979
test,Categorical EM-MMIL,I,Myeloid cells,IV,168,0.43404292544220135,0.9135818326731204
test,Categorical EM-MMIL,I,Undetermined,IV,2,0.35164989184528095,0.39929371599041924
test,Categorical EM-MMIL,I,Fibroblasts,IV,31,0.3205285107947075,0.6498099565505981
test,Categorical EM-MMIL,I,MAST cells,IV,35,0.197616145677408,0.3122795898094504
test,Categorical EM-MMIL,II_III,Undetermined,I,1,0.7049327492713928,0.7049327492713928
test,Categorical EM-MMIL,II_III,B lymphocytes,I,40,0.6612621280747053,0.9232802917247711
test,Categorical EM-MMIL,II_III,Myeloid cells,I,53,0.6238170376827605,0.8599949127876417
test,Categorical EM-MMIL,II_III,T lymphocytes,I,138,0.6139632216142614,0.8754515454880818
test,Categorical EM-MMIL,II_III,MAST cells,I,3,0.5081139983425164,0.7769405643377569
test,Categorical EM-MMIL,II_III,Endothelial cells,I,1,0.3847577571868896,0.3847577571868896
test,Categorical EM-MMIL,II_III,NK cells,I,5,0.2424967267163994,0.45429789303814283
test,Categorical EM-MMIL,II_III,Epithelial cells,I,10,0.11051947812309186,0.2212709141361225
test,Categorical EM-MMIL,II_III,MAST cells,II_III,3,0.32621981803240163,0.4774881479669798
test,Categorical EM-MMIL,II_III,NK cells,II_III,5,0.155994750249149,0.329813630314621
test,Categorical EM-MMIL,II_III,Endothelial cells,II_III,1,0.0920163989067077,0.0920163989067077
test,Categorical EM-MMIL,II_III,Myeloid cells,II_III,53,0.08126243811281164,0.1965603121819217
test,Categorical EM-MMIL,II_III,Undetermined,II_III,1,0.0667770206928253,0.0667770206928253
test,Categorical EM-MMIL,II_III,T lymphocytes,II_III,138,0.0315584035292424,0.05653037325030578
test,Categorical EM-MMIL,II_III,Epithelial cells,II_III,10,0.029322648448503574,0.04786031290769269
test,Categorical EM-MMIL,II_III,B lymphocytes,II_III,40,0.023269584021695586,0.03515121870764579
test,Categorical EM-MMIL,II_III,Epithelial cells,IV,10,0.8601578734284046,0.9379839312325484
test,Categorical EM-MMIL,II_III,NK cells,IV,5,0.6015085230344515,0.8542920979992241
test,Categorical EM-MMIL,II_III,Endothelial cells,IV,1,0.5232258439064026,0.5232258439064026
test,Categorical EM-MMIL,II_III,T lymphocytes,IV,138,0.3544783748564961,0.8392363013431897
test,Categorical EM-MMIL,II_III,B lymphocytes,IV,40,0.31546828790359904,0.7292221774044958
test,Categorical EM-MMIL,II_III,Myeloid cells,IV,53,0.2949205242044278,0.7192228178952645
test,Categorical EM-MMIL,II_III,Undetermined,IV,1,0.2282902300357818,0.2282902300357818
test,Categorical EM-MMIL,II_III,MAST cells,IV,3,0.16566618362508184,0.21579537060355936
test,Categorical EM-MMIL,IV,B lymphocytes,I,195,0.35613002276296324,0.788110904694189
test,Categorical EM-MMIL,IV,MAST cells,I,1,0.3349676728248596,0.3349676728248596
test,Categorical EM-MMIL,IV,T lymphocytes,I,344,0.32485236075063095,0.6963646964878872
test,Categorical EM-MMIL,IV,Undetermined,I,8,0.28721899040139237,0.39088537987133903
test,Categorical EM-MMIL,IV,NK cells,I,34,0.1855528096433914,0.4809804051200871
test,Categorical EM-MMIL,IV,Myeloid cells,I,160,0.1668589643114374,0.2870985942873549
test,Categorical EM-MMIL,IV,Oligodendrocytes,I,6,0.16332968923691135,0.2843041315811977
test,Categorical EM-MMIL,IV,Fibroblasts,I,6,0.10364739298938803,0.20957261385724374
test,Categorical EM-MMIL,IV,Epithelial cells,I,267,0.0469489332793661,0.09064949373396086
test,Categorical EM-MMIL,IV,MAST cells,II_III,1,0.4666014909744262,0.4666014909744262
test,Categorical EM-MMIL,IV,Oligodendrocytes,II_III,6,0.10801344478388793,0.15809281816822895
test,Categorical EM-MMIL,IV,Fibroblasts,II_III,6,0.09289571514764039,0.21976255481214507
test,Categorical EM-MMIL,IV,Undetermined,II_III,8,0.09084032215328702,0.09823526685421335
test,Categorical EM-MMIL,IV,NK cells,II_III,34,0.059974027047482566,0.13675671005398676
test,Categorical EM-MMIL,IV,Myeloid cells,II_III,160,0.04575068183386779,0.13030691471757738
test,Categorical EM-MMIL,IV,T lymphocytes,II_III,344,0.04434744991624078,0.11461751016140158
test,Categorical EM-MMIL,IV,B lymphocytes,II_III,195,0.034832893192455756,0.08660815567093197
test,Categorical EM-MMIL,IV,Epithelial cells,II_III,267,0.01744509721925498,0.02095258754233066
test,Categorical EM-MMIL,IV,Epithelial cells,IV,267,0.9356059695013788,0.9781094334037308
test,Categorical EM-MMIL,IV,Fibroblasts,IV,6,0.8034568918629715,0.9163173580074274
test,Categorical EM-MMIL,IV,Myeloid cells,IV,160,0.7873903538546947,0.9193402527207011
test,Categorical EM-MMIL,IV,NK cells,IV,34,0.754473163309126,0.9384957394688196
test,Categorical EM-MMIL,IV,Oligodendrocytes,IV,6,0.7286568659792008,0.9062233915838714
test,Categorical EM-MMIL,IV,T lymphocytes,IV,344,0.6308001893331282,0.9268990174740404
test,Categorical EM-MMIL,IV,Undetermined,IV,8,0.6219406874453206,0.7017895081699433
test,Categorical EM-MMIL,IV,B lymphocytes,IV,195,0.609037084044581,0.9221558048929074
test,Categorical EM-MMIL,IV,MAST cells,IV,1,0.1984308362007141,0.1984308362007141
test,Categorical MCEM-MMIL,I,Undetermined,I,2,0.5576713138085103,0.6133148166555918
test,Categorical MCEM-MMIL,I,Myeloid cells,I,168,0.4788901034245681,0.8380402468994761
test,Categorical MCEM-MMIL,I,T lymphocytes,I,248,0.47010374182482195,0.7889628603880292
test,Categorical MCEM-MMIL,I,B lymphocytes,I,43,0.4694196004535597,0.7977725236802381
test,Categorical MCEM-MMIL,I,NK cells,I,81,0.3949959625995016,0.6539244384615865
test,Categorical MCEM-MMIL,I,MAST cells,I,35,0.3752000097849052,0.4515324658036326
test,Categorical MCEM-MMIL,I,Fibroblasts,I,31,0.32072609223622517,0.4822240913577107
test,Categorical MCEM-MMIL,I,Endothelial cells,I,29,0.2795521933575699,0.42202322271197534
test,Categorical MCEM-MMIL,I,Epithelial cells,I,109,0.09218183519051881,0.3039096436218193
test,Categorical MCEM-MMIL,I,MAST cells,II_III,35,0.4254472085856819,0.5080825584403518
test,Categorical MCEM-MMIL,I,Fibroblasts,II_III,31,0.36711351281900845,0.5644413744741473
test,Categorical MCEM-MMIL,I,NK cells,II_III,81,0.12096774483795623,0.3072059544088231
test,Categorical MCEM-MMIL,I,Undetermined,II_III,2,0.0964058655721518,0.10494863767865052
test,Categorical MCEM-MMIL,I,Myeloid cells,II_III,168,0.08969821757753121,0.2466843857065621
test,Categorical MCEM-MMIL,I,Endothelial cells,II_III,29,0.08196804830643506,0.14308078716231037
test,Categorical MCEM-MMIL,I,B lymphocytes,II_III,43,0.08182954970011717,0.17650777956831784
test,Categorical MCEM-MMIL,I,T lymphocytes,II_III,248,0.07447458228664983,0.182456885678974
test,Categorical MCEM-MMIL,I,Epithelial cells,II_III,109,0.030561129265189793,0.0565299078727168
test,Categorical MCEM-MMIL,I,Epithelial cells,IV,109,0.8772570355442912,0.9719106691759203
test,Categorical MCEM-MMIL,I,Endothelial cells,IV,29,0.6384797583359948,0.9176700006058359
test,Categorical MCEM-MMIL,I,NK cells,IV,81,0.48403629256254205,0.8435418417258149
test,Categorical MCEM-MMIL,I,T lymphocytes,IV,248,0.45542167588852817,0.8393263886364568
test,Categorical MCEM-MMIL,I,B lymphocytes,IV,43,0.448750849846323,0.8329790723575928
test,Categorical MCEM-MMIL,I,Myeloid cells,IV,168,0.4314116789979006,0.9194533878269664
test,Categorical MCEM-MMIL,I,Undetermined,IV,2,0.34592282061933777,0.3930235513599207
test,Categorical MCEM-MMIL,I,Fibroblasts,IV,31,0.3121603949447665,0.6689783384574826
test,Categorical MCEM-MMIL,I,MAST cells,IV,35,0.1993527816294128,0.30473515987396244
test,Categorical MCEM-MMIL,II_III,Undetermined,I,1,0.6800465875843202,0.6800465875843202
test,Categorical MCEM-MMIL,II_III,B lymphocytes,I,40,0.6629436783947927,0.9146314690855207
