split,model,Stage_cat,Cell_type,class,n_cells,mean_prob,q90_prob
test,Categorical EM-MMIL,I,B lymphocytes,I,43,0.6039355707309166,0.7487636694785568
test,Categorical EM-MMIL,I,T lymphocytes,I,248,0.5594465784477276,0.7350786159365917
test,Categorical EM-MMIL,I,Myeloid cells,I,168,0.5243765908168635,0.8173257984428154
test,Categorical EM-MMIL,I,NK cells,I,81,0.4154662995080485,0.5452156148137989
test,Categorical EM-MMIL,I,Undetermined,I,2,0.3468396371368546,0.5080421010508621
test,Categorical EM-MMIL,I,Endothelial cells,I,29,0.3338315780594969,0.46404853577380184
test,Categorical EM-MMIL,I,MAST cells,I,35,0.315217778765614,0.4438064883172745
test,Categorical EM-MMIL,I,Fibroblasts,I,31,0.22031298045499914,0.3655181988560348
test,Categorical EM-MMIL,I,Epithelial cells,I,109,0.20953364101705654,0.3408969044685364
test,Categorical EM-MMIL,I,Fibroblasts,II_III,31,0.3388546695926832,0.6456325457801656
test,Categorical EM-MMIL,I,Epithelial cells,II_III,109,0.15255564331017063,0.4190689424890035
test,Categorical EM-MMIL,I,NK cells,II_III,81,0.13369658465817477,0.2566294295600226
test,Categorical EM-MMIL,I,Endothelial cells,II_III,29,0.1106135881749454,0.14922135472297665
test,Categorical EM-MMIL,I,T lymphocytes,II_III,248,0.1012821941863278,0.26872712688676337
test,Categorical EM-MMIL,I,MAST cells,II_III,35,0.09842220269724553,0.21242115202515224
test,Categorical EM-MMIL,I,Myeloid cells,II_III,168,0.074633182680488,0.1484179213274342
test,Categorical EM-MMIL,I,Undetermined,II_III,2,0.04355932687583355,0.059828410525965506
test,Categorical EM-MMIL,I,B lymphocytes,II_III,43,0.03916839637620215,0.0613667639880891
test,Categorical EM-MMIL,I,Epithelial cells,IV,109,0.6379107156727727,0.8820366602773086
test,Categorical EM-MMIL,I,Undetermined,IV,2,0.6096010359873117,0.7870725835514513
test,Categorical EM-MMIL,I,MAST cells,IV,35,0.5863600185371404,0.7475523056136995
test,Categorical EM-MMIL,I,Endothelial cells,IV,29,0.5555548337655575,0.6517066259316255
test,Categorical EM-MMIL,I,NK cells,IV,81,0.4508371158337767,0.6535842223887377
test,Categorical EM-MMIL,I,Fibroblasts,IV,31,0.4408323499523177,0.7344433774716165
test,Categorical EM-MMIL,I,Myeloid cells,IV,168,0.40099022650264843,0.8725907171254909
test,Categorical EM-MMIL,I,B lymphocytes,IV,43,0.3568960328928812,0.551064116964381
test,Categorical EM-MMIL,I,T lymphocytes,IV,248,0.3392712273659445,0.595026582186128
test,Categorical EM-MMIL,II_III,T lymphocytes,I,138,0.5080100243985244,0.7562776255656483
test,Categorical EM-MMIL,II_III,Myeloid cells,I,53,0.48833557034399827,0.8015956210888909
test,Categorical EM-MMIL,II_III,B lymphocytes,I,40,0.45966609732351316,0.7062441982612072
test,Categorical EM-MMIL,II_III,Endothelial cells,I,1,0.4321672948611326,0.4321672948611326
test,Categorical EM-MMIL,II_III,MAST cells,I,3,0.43067770104415226,0.6213682243180065
test,Categorical EM-MMIL,II_III,NK cells,I,5,0.3718745929461321,0.5174815674468732
test,Categorical EM-MMIL,II_III,Epithelial cells,I,10,0.2863109992155854,0.32827804422157575
test,Categorical EM-MMIL,II_III,Undetermined,I,1,0.1110355320084594,0.1110355320084594
test,Categorical EM-MMIL,II_III,Epithelial cells,II_III,10,0.3009560750461838,0.4269200040175998
test,Categorical EM-MMIL,II_III,NK cells,II_III,5,0.1233937745893507,0.24042528657548345
test,Categorical EM-MMIL,II_III,MAST cells,II_III,3,0.09625635542350501,0.14992201355463036
test,Categorical EM-MMIL,II_III,Myeloid cells,II_III,53,0.0688727447497279,0.1373861919021852
test,Categorical EM-MMIL,II_III,T lymphocytes,II_III,138,0.05881556030983336,0.18270886892761093
test,Categorical EM-MMIL,II_III,Endothelial cells,II_III,1,0.0509668517929826,0.0509668517929826
test,Categorical EM-MMIL,II_III,Undetermined,II_III,1,0.0290474329622749,0.0290474329622749
test,Categorical EM-MMIL,II_III,B lymphocytes,II_III,40,0.028621226664436943,0.04200000189178242
test,Categorical EM-MMIL,II_III,Undetermined,IV,1,0.8599170350292656,0.8599170350292656
test,Categorical EM-MMIL,II_III,Endothelial cells,IV,1,0.5168658533458848,0.5168658533458848
test,Categorical EM-MMIL,II_III,B lymphocytes,IV,40,0.5117126760120498,0.7667629344661029
test,Categorical EM-MMIL,II_III,NK cells,IV,5,0.504731632464517,0.7932587979193905
test,Categorical EM-MMIL,II_III,MAST cells,IV,3,0.47306594353234277,0.6556385251364442
test,Categorical EM-MMIL,II_III,Myeloid cells,IV,53,0.44279168490627385,0.8874068077855133
test,Categorical EM-MMIL,II_III,T lymphocytes,IV,138,0.43317441529164213,0.785325334081615
test,Categorical EM-MMIL,II_III,Epithelial cells,IV,10,0.4127329257382306,0.634153025329448
test,Categorical EM-MMIL,IV,B lymphocytes,I,195,0.35053724165541084,0.6526337701968881
test,Categorical EM-MMIL,IV,MAST cells,I,1,0.3170311545440898,0.3170311545440898
test,Categorical EM-MMIL,IV,T lymphocytes,I,344,0.31700386523909274,0.6448126033560532
test,Categorical EM-MMIL,IV,NK cells,I,34,0.3069948490869387,0.4788352698087692
test,Categorical EM-MMIL,IV,Undetermined,I,8,0.18206212218858459,0.3029219348387155
test,Categorical EM-MMIL,IV,Fibroblasts,I,6,0.17120562328173214,0.2362813282683055
test,Categorical EM-MMIL,IV,Myeloid cells,I,160,0.14939311588102325,0.30905631750409046
test,Categorical EM-MMIL,IV,Oligodendrocytes,I,6,0.13230516892345398,0.205992780602165
test,Categorical EM-MMIL,IV,Epithelial cells,I,267,0.08398321027310611,0.16624443905981998
