split,model,n_patients,logloss_mean_prob,logloss_median_prob,logloss_q90_prob,logloss_q99_prob
test,Deterministic EM-MMIL,11,1.4284480231750905,3.3069335776835813,1.1545385286084198,0.3754664928034393
test,MCEM-MMIL,11,1.423149731315821,3.299709791350488,1.1510474999398042,0.37251983776154646
test,Naive inherited-label classifier,11,0.5430796353151572,0.5592007031663081,0.6378623751320736,0.8516088127806897
train,Deterministic EM-MMIL,33,1.1196219583682814,3.0376277965383296,0.734293789226416,0.4656654897446141
train,MCEM-MMIL,33,1.118454033562521,3.0553887828738877,0.7319790279393228,0.47022399133365345
train,Naive inherited-label classifier,33,0.5455808189309027,0.5513091251868042,0.6327045174183183,0.8691953151853248
