experiment_id,task_type,categorical_scheme,feature_method,n_components,model_backend,glmnet_alpha,seed,rho,label_strength,mcem_samples,model,aggregation,n_patients,n_early,n_advanced,auroc,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,metric_name,metric_value
EXP049_categorical_three_stage_ICAk10_glmnet_ridge_seed2026,categorical,three_stage,ICA,10,glmnet,0.0,2026,,0.7,30,Categorical EM-MMIL,q90_prob,12,,,,1.1699845370388364,0.5,0.3999999999999999,0.4791666666666667,accuracy,0.5
EXP049_categorical_three_stage_ICAk10_glmnet_ridge_seed2026,categorical,three_stage,ICA,10,glmnet,0.0,2026,,0.7,30,Categorical MCEM-MMIL,q90_prob,12,,,,1.1442748860812553,0.5,0.3999999999999999,0.4791666666666667,accuracy,0.5
EXP049_categorical_three_stage_ICAk10_glmnet_ridge_seed2026,categorical,three_stage,ICA,10,glmnet,0.0,2026,,0.7,30,Naive inherited-label classifier,q90_prob,12,,,,0.956862885593905,0.5,0.3999999999999999,0.4821428571428571,accuracy,0.5
EXP050_categorical_three_stage_ICAk10_glmnet_elasticnet_seed2026,categorical,three_stage,ICA,10,glmnet,0.5,2026,,0.7,30,Categorical EM-MMIL,q90_prob,12,,,,1.1866416038374623,0.5,0.3999999999999999,0.4791666666666667,accuracy,0.5
EXP050_categorical_three_stage_ICAk10_glmnet_elasticnet_seed2026,categorical,three_stage,ICA,10,glmnet,0.5,2026,,0.7,30,Categorical MCEM-MMIL,q90_prob,12,,,,1.2193084031488248,0.5,0.3999999999999999,0.4761904761904761,accuracy,0.5
EXP050_categorical_three_stage_ICAk10_glmnet_elasticnet_seed2026,categorical,three_stage,ICA,10,glmnet,0.5,2026,,0.7,30,Naive inherited-label classifier,q90_prob,12,,,,0.9561924656222014,0.5,0.3999999999999999,0.4821428571428571,accuracy,0.5
EXP051_categorical_three_stage_ICAk10_glmnet_lasso_seed2026,categorical,three_stage,ICA,10,glmnet,1.0,2026,,0.7,30,Categorical EM-MMIL,q90_prob,12,,,,1.1916235263818284,0.5,0.3999999999999999,0.4791666666666667,accuracy,0.5
EXP051_categorical_three_stage_ICAk10_glmnet_lasso_seed2026,categorical,three_stage,ICA,10,glmnet,1.0,2026,,0.7,30,Categorical MCEM-MMIL,q90_prob,12,,,,1.2037593052002826,0.5,0.3999999999999999,0.4761904761904761,accuracy,0.5
EXP051_categorical_three_stage_ICAk10_glmnet_lasso_seed2026,categorical,three_stage,ICA,10,glmnet,1.0,2026,,0.7,30,Naive inherited-label classifier,q90_prob,12,,,,0.9561726411019076,0.5,0.3999999999999999,0.4821428571428571,accuracy,0.5
EXP052_categorical_three_stage_ICAk10_xgboost_seed2026,categorical,three_stage,ICA,10,xgboost,,2026,,0.7,30,Categorical EM-MMIL,q90_prob,12,,,,1.1159281456748504,0.5833333333333334,0.4666666666666666,0.6068376068376069,accuracy,0.5833333333333334
EXP052_categorical_three_stage_ICAk10_xgboost_seed2026,categorical,three_stage,ICA,10,xgboost,,2026,,0.7,30,Categorical MCEM-MMIL,q90_prob,12,,,,1.1667969261561948,0.5833333333333334,0.4666666666666666,0.6068376068376069,accuracy,0.5833333333333334
EXP052_categorical_three_stage_ICAk10_xgboost_seed2026,categorical,three_stage,ICA,10,xgboost,,2026,,0.7,30,Naive inherited-label classifier,q90_prob,12,,,,0.9820222561274812,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
EXP053_categorical_three_stage_ICAk20_glmnet_ridge_seed2026,categorical,three_stage,ICA,20,glmnet,0.0,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.899234869768421,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP053_categorical_three_stage_ICAk20_glmnet_ridge_seed2026,categorical,three_stage,ICA,20,glmnet,0.0,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.906796341936973,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP053_categorical_three_stage_ICAk20_glmnet_ridge_seed2026,categorical,three_stage,ICA,20,glmnet,0.0,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.8299997807594672,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP054_categorical_three_stage_ICAk20_glmnet_elasticnet_seed2026,categorical,three_stage,ICA,20,glmnet,0.5,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.9228584157761174,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP054_categorical_three_stage_ICAk20_glmnet_elasticnet_seed2026,categorical,three_stage,ICA,20,glmnet,0.5,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.9228480518060744,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP054_categorical_three_stage_ICAk20_glmnet_elasticnet_seed2026,categorical,three_stage,ICA,20,glmnet,0.5,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.8220089923191266,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP055_categorical_three_stage_ICAk20_glmnet_lasso_seed2026,categorical,three_stage,ICA,20,glmnet,1.0,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.923913984435309,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP055_categorical_three_stage_ICAk20_glmnet_lasso_seed2026,categorical,three_stage,ICA,20,glmnet,1.0,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.9258751522312068,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP055_categorical_three_stage_ICAk20_glmnet_lasso_seed2026,categorical,three_stage,ICA,20,glmnet,1.0,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.8219505663001972,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP056_categorical_three_stage_ICAk20_xgboost_seed2026,categorical,three_stage,ICA,20,xgboost,,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.983880264099888,0.6666666666666666,0.5333333333333333,0.7321428571428571,accuracy,0.6666666666666666
EXP056_categorical_three_stage_ICAk20_xgboost_seed2026,categorical,three_stage,ICA,20,xgboost,,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.9863239767568578,0.6666666666666666,0.5333333333333333,0.7179487179487178,accuracy,0.6666666666666666
EXP056_categorical_three_stage_ICAk20_xgboost_seed2026,categorical,three_stage,ICA,20,xgboost,,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.8817564670845538,0.6666666666666666,0.5333333333333333,0.7179487179487178,accuracy,0.6666666666666666
EXP057_categorical_three_stage_ICAk50_glmnet_ridge_seed2026,categorical,three_stage,ICA,50,glmnet,0.0,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.9515862412244172,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP057_categorical_three_stage_ICAk50_glmnet_ridge_seed2026,categorical,three_stage,ICA,50,glmnet,0.0,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.9316190010874524,0.75,0.6,0.8181818181818181,accuracy,0.75
