iter,delta,mean_q_advanced,train_logloss_inherited
1,0.03991846518158405,0.3,1.059344159728328
2,0.03535613008837261,0.3000000000000001,1.0628262314731562
3,0.031978216864057454,0.3000000000000001,1.097118275486364
4,0.028525764534576666,0.3,1.151996150145036
5,0.024538166368194145,0.3000000000000001,1.2210694834301161
6,0.02116035286112449,0.3000000000000001,1.298571904724787
7,0.018282361914813337,0.29988111759640873,1.3814083372973893
8,0.012989975645153572,0.29361382069969166,1.4637715961530608
9,0.009783367447047856,0.28915275358484593,1.549064026337579
10,0.007989407312893729,0.28619608473409375,1.6236700892353477
11,0.006431922815507836,0.2836924366547953,1.6860633313967088
12,0.0049800901386580455,0.28107769327173565,1.7405605822398336
13,0.004007823453992266,0.2785649698411108,1.7913956861997806
14,0.003353863116265685,0.27650050846670626,1.8338270680226287
15,0.002896691714350533,0.2747946131952928,1.8680916048554081
16,0.002728143015940134,0.2735260960557686,1.8984821254978308
17,0.0020442689468218814,0.2725804702253964,1.9204252018711727
18,0.0019806659737170522,0.2719090230667453,1.9396319766917032
19,0.0016966237188436348,0.27134877298780846,1.9530709225249068
20,0.0015491566708505612,0.27078469518369835,1.9682203429207579
21,0.0016880291227297833,0.27033783613312024,1.98151863796379
22,0.0015421740097135875,0.2700658085294101,1.9922912645419666
23,0.001443187043436844,0.26998778722248923,1.9989001639221975
24,0.0015721477465644796,0.27015435023402545,2.006904484756853
25,0.001488221771654085,0.2702557901645631,2.0181671656364735
26,0.0015958195621970368,0.27046426899797416,2.0233153453089643
27,0.0015808610537388229,0.2707534777810393,2.0309105311247437
28,0.0011554184370593916,0.27098693896138193,2.038665931408402
29,0.001292313072061289,0.2712419375376715,2.0420863122282404
30,0.00128108829151951,0.27149259645522966,2.0487421868114106
