iter,delta,mean_entropy,train_logloss_inherited,train_accuracy_inherited
1,0.08184935342006724,0.6290242986205531,0.8130570479672243,0.7141710156563629
2,0.04495908845306533,0.49750608869344803,0.7101961999019677,0.7203934162986753
3,0.027269905047764272,0.41303990070314933,0.6981081379895143,0.7252107587314331
4,0.019163934425939333,0.35630797175247386,0.7372425685995541,0.7298273785628262
5,0.014371002157567292,0.31722493599212404,0.8064861512339738,0.7312324367723806
6,0.010604551317225675,0.29001069504097443,0.8764788225779189,0.7322360497792051
7,0.007859809183080234,0.270704676769619,0.9327925775857072,0.7366519470092332
8,0.005969471066001336,0.2565767456972537,0.9802407317486032,0.737254114813328
9,0.004677079423131234,0.24588342703254448,1.021548063046592,0.7386591730228824
10,0.003802006767647624,0.23749503328118943,1.0565829434658522,0.7392613408269771
11,0.0032912615820030913,0.23058366592610435,1.088268539211277,0.7396627860297069
12,0.0032255921878427923,0.22445186661535677,1.1204399387130575,0.7392613408269771
13,0.003358101145006199,0.21877208751450872,1.1540049752723138,0.7414692894419912
14,0.0031936396052809884,0.21366517409168495,1.1862308876209344,0.7436772380570053
15,0.0027341980921498678,0.20943204301407933,1.2122356949139457,0.7436772380570053
16,0.0021878028298353987,0.206039673475072,1.2324747589002938,0.7442794058611
17,0.0016930777078657882,0.2033922132966998,1.248423271282974,0.7446808510638298
18,0.0013349907320843821,0.20128051807590436,1.2609005175140127,0.7452830188679245
19,0.0010722508729222352,0.19958250313702788,1.2708792852024857,0.7446808510638298
20,0.0008784204754340545,0.1982108312446923,1.278899454010435,0.7448815736651947
21,0.0007371390093270721,0.19709118963628494,1.2854757914787633,0.7448815736651947
22,0.0006324537683688649,0.19617206918480684,1.2909159372067536,0.7442794058611
23,0.0005557934613569664,0.195411641506508,1.2954154769330137,0.7438779606583701
24,0.0005028043398345017,0.19477876284205517,1.2991671148039867,0.7436772380570053
25,0.00047277368550217315,0.1942422246920153,1.3023973125309334,0.7434765154556403
26,0.0004590511010804332,0.19378173741654195,1.3052170683327824,0.744078683259735
27,0.00045810892486809345,0.19337311570613877,1.3077650368392613,0.7444801284624649
28,0.0004600539236764956,0.19299383650552612,1.3101808368996162,0.744078683259735
29,0.0004559390590135934,0.19262438608959717,1.3126135341101393,0.7442794058611
30,0.00043342685860973756,0.19226743187695514,1.3150767409636446,0.7442794058611
