split,model,Stage_cat,Cell_type,class,n_cells,mean_prob,q90_prob
test,Categorical EM-MMIL,I,B lymphocytes,I,43,0.6964856800020002,0.9932447575777162
test,Categorical EM-MMIL,I,T lymphocytes,I,248,0.6635302712971033,0.9793424281882793
test,Categorical EM-MMIL,I,Myeloid cells,I,168,0.5319934234457742,0.958333837429162
test,Categorical EM-MMIL,I,Endothelial cells,I,29,0.5003311009164223,0.9991520590098668
test,Categorical EM-MMIL,I,NK cells,I,81,0.4552743475623689,0.8576470344050824
test,Categorical EM-MMIL,I,MAST cells,I,35,0.3799676891058549,0.8295934694386122
test,Categorical EM-MMIL,I,Undetermined,I,2,0.2786983074121262,0.3151730049413977
test,Categorical EM-MMIL,I,Fibroblasts,I,31,0.027776476511984175,0.0003926941814323
test,Categorical EM-MMIL,I,Epithelial cells,I,109,0.016018341720395245,8.485780815802309e-05
test,Categorical EM-MMIL,I,Fibroblasts,II_III,31,0.8603387889911336,0.999999999998
test,Categorical EM-MMIL,I,Epithelial cells,II_III,109,0.24076558014822513,0.9913716721097657
test,Categorical EM-MMIL,I,NK cells,II_III,81,0.17587656921608774,0.4659472021891503
test,Categorical EM-MMIL,I,Myeloid cells,II_III,168,0.16922514505226657,0.46460096814428464
test,Categorical EM-MMIL,I,T lymphocytes,II_III,248,0.16339157387747566,0.5252995027049576
test,Categorical EM-MMIL,I,MAST cells,II_III,35,0.09034948300618358,0.23715916720724783
test,Categorical EM-MMIL,I,B lymphocytes,II_III,43,0.020331397120125154,0.03359559994684119
test,Categorical EM-MMIL,I,Undetermined,II_III,2,0.0022703599650486,0.00357648124173692
test,Categorical EM-MMIL,I,Endothelial cells,II_III,29,0.0012436065913965445,0.0036019131220846197
test,Categorical EM-MMIL,I,Epithelial cells,IV,109,0.7432160781313795,0.999999999998
test,Categorical EM-MMIL,I,Undetermined,IV,2,0.7190313326228251,0.756812151428785
test,Categorical EM-MMIL,I,MAST cells,IV,35,0.5296828278879615,0.9829548886955999
test,Categorical EM-MMIL,I,Endothelial cells,IV,29,0.498425292492181,0.9973852301904367
test,Categorical EM-MMIL,I,NK cells,IV,81,0.3688490832215432,0.8752994741766498
test,Categorical EM-MMIL,I,Myeloid cells,IV,168,0.2987814315019592,0.9907788629701666
test,Categorical EM-MMIL,I,B lymphocytes,IV,43,0.2831829228778745,0.8632065490907803
test,Categorical EM-MMIL,I,T lymphocytes,IV,248,0.17307815482542097,0.6395069989012983
test,Categorical EM-MMIL,I,Fibroblasts,IV,31,0.11188473449688222,0.5360912975634062
test,Categorical EM-MMIL,II_III,Endothelial cells,I,1,0.9848280451695538,0.9848280451695538
test,Categorical EM-MMIL,II_III,Myeloid cells,I,53,0.6607782897843348,0.9797632054738215
test,Categorical EM-MMIL,II_III,T lymphocytes,I,138,0.6103393333102793,0.9651532162366384
test,Categorical EM-MMIL,II_III,B lymphocytes,I,40,0.5863189217003336,0.9591425371279904
test,Categorical EM-MMIL,II_III,MAST cells,I,3,0.49546439237408885,0.805016808010875
test,Categorical EM-MMIL,II_III,NK cells,I,5,0.23083017880762613,0.4786547947903044
test,Categorical EM-MMIL,II_III,Undetermined,I,1,0.0883081087333918,0.0883081087333918
test,Categorical EM-MMIL,II_III,Epithelial cells,I,10,0.00016183641835627096,0.00016439890757236986
test,Categorical EM-MMIL,II_III,NK cells,II_III,5,0.2246132720949742,0.4037526391625839
test,Categorical EM-MMIL,II_III,Epithelial cells,II_III,10,0.2197809849167113,0.5849094054883279
test,Categorical EM-MMIL,II_III,T lymphocytes,II_III,138,0.09224871456696972,0.35603498986740584
test,Categorical EM-MMIL,II_III,MAST cells,II_III,3,0.07760892583645547,0.11977937883323611
test,Categorical EM-MMIL,II_III,Myeloid cells,II_III,53,0.07012306678335878,0.19163441976645898
test,Categorical EM-MMIL,II_III,B lymphocytes,II_III,40,0.009101932497805245,0.007516342441969539
test,Categorical EM-MMIL,II_III,Undetermined,II_III,1,0.0006838196941069,0.0006838196941069
test,Categorical EM-MMIL,II_III,Endothelial cells,II_III,1,6.187585905777382e-06,6.187585905777382e-06
test,Categorical EM-MMIL,II_III,Undetermined,IV,1,0.9110080715725012,0.9110080715725012
test,Categorical EM-MMIL,II_III,Epithelial cells,IV,10,0.7800571786649324,0.9930202977862849
test,Categorical EM-MMIL,II_III,NK cells,IV,5,0.5445565490973997,0.9522941690766201
test,Categorical EM-MMIL,II_III,MAST cells,IV,3,0.42692668178945564,0.7990125968771248
test,Categorical EM-MMIL,II_III,B lymphocytes,IV,40,0.404579145801861,0.9922529596773266
test,Categorical EM-MMIL,II_III,T lymphocytes,IV,138,0.29741195212275096,0.8760315941444355
test,Categorical EM-MMIL,II_III,Myeloid cells,IV,53,0.2690986434323063,0.9741934473974453
test,Categorical EM-MMIL,II_III,Endothelial cells,IV,1,0.0151657672445404,0.0151657672445404
test,Categorical EM-MMIL,IV,T lymphocytes,I,344,0.2734388612856424,0.7505566686731678
test,Categorical EM-MMIL,IV,B lymphocytes,I,195,0.24709540470566457,0.7916402088627377
test,Categorical EM-MMIL,IV,NK cells,I,34,0.20352442280949284,0.7237836588764054
test,Categorical EM-MMIL,IV,Fibroblasts,I,6,0.17139416452003461,0.5141125078993897
test,Categorical EM-MMIL,IV,Myeloid cells,I,160,0.04570803284172812,0.10891501829193548
test,Categorical EM-MMIL,IV,Oligodendrocytes,I,6,0.017802444733134668,0.05239533386605395
test,Categorical EM-MMIL,IV,MAST cells,I,1,0.0058790995944003,0.0058790995944003
test,Categorical EM-MMIL,IV,Epithelial cells,I,267,0.0015929444821582948,3.3901656908564903e-10
test,Categorical EM-MMIL,IV,Undetermined,I,8,0.0010959294128201858,0.00261306522344926
test,Categorical EM-MMIL,IV,Oligodendrocytes,II_III,6,0.5849095794660322,0.9695181608109872
test,Categorical EM-MMIL,IV,NK cells,II_III,34,0.060871957097075775,0.21475263909385456
test,Categorical EM-MMIL,IV,T lymphocytes,II_III,344,0.005362881972914565,0.007090341768566298
test,Categorical EM-MMIL,IV,Myeloid cells,II_III,160,0.004383209439006851,0.00649941977104948
test,Categorical EM-MMIL,IV,MAST cells,II_III,1,0.0014049192385106,0.0014049192385106
test,Categorical EM-MMIL,IV,B lymphocytes,II_III,195,0.0012887296321331132,0.0022032350025875994
test,Categorical EM-MMIL,IV,Fibroblasts,II_III,6,0.0001715136690060649,0.0005144210784678547
test,Categorical EM-MMIL,IV,Epithelial cells,II_III,267,4.5499534323437125e-05,1.4302256925196625e-08
test,Categorical EM-MMIL,IV,Undetermined,II_III,8,3.0795412596177146e-05,6.63912520747513e-05
test,Categorical EM-MMIL,IV,Undetermined,IV,8,0.9988732751745837,0.9999109749195866
test,Categorical EM-MMIL,IV,Epithelial cells,IV,267,0.9983615559835181,0.999999999998
test,Categorical EM-MMIL,IV,MAST cells,IV,1,0.992715981167089,0.992715981167089
test,Categorical EM-MMIL,IV,Myeloid cells,IV,160,0.9499087577192651,0.9999999459268816
test,Categorical EM-MMIL,IV,Fibroblasts,IV,6,0.8284343218109593,0.9999999866105784
test,Categorical EM-MMIL,IV,B lymphocytes,IV,195,0.7516158656622023,0.999693459487139
test,Categorical EM-MMIL,IV,NK cells,IV,34,0.7356036200934313,0.9996877906701684
test,Categorical EM-MMIL,IV,T lymphocytes,IV,344,0.7211982567414429,0.9992947206152026
test,Categorical EM-MMIL,IV,Oligodendrocytes,IV,6,0.39728797580083314,0.9999065458652752
test,Categorical MCEM-MMIL,I,B lymphocytes,I,43,0.6895792676848157,0.9923863967325104
test,Categorical MCEM-MMIL,I,T lymphocytes,I,248,0.6589823824448175,0.9752748446339847
test,Categorical MCEM-MMIL,I,Myeloid cells,I,168,0.5207356595202798,0.9434258598370919
test,Categorical MCEM-MMIL,I,Endothelial cells,I,29,0.4940069595901664,0.9986022477416935
test,Categorical MCEM-MMIL,I,NK cells,I,81,0.4581540223132959,0.8490276507545289
test,Categorical MCEM-MMIL,I,MAST cells,I,35,0.37901320412939143,0.8165286449170116
test,Categorical MCEM-MMIL,I,Undetermined,I,2,0.2873218015021711,0.31794002554795386
test,Categorical MCEM-MMIL,I,Fibroblasts,I,31,0.026913552685966246,0.0006417776144978
test,Categorical MCEM-MMIL,I,Epithelial cells,I,109,0.01713198816310309,0.000164954867035
test,Categorical MCEM-MMIL,I,Fibroblasts,II_III,31,0.8559794914094299,0.999999999998
test,Categorical MCEM-MMIL,I,Epithelial cells,II_III,109,0.23649931982915376,0.9876463023908568
test,Categorical MCEM-MMIL,I,Myeloid cells,II_III,168,0.17739180928944062,0.4771767764950299
test,Categorical MCEM-MMIL,I,NK cells,II_III,81,0.1708138277835619,0.4538673600764049
